"_id","name","link","author","publisher","year"
"5c6d5a5aa620d53f7c672f75","Using Kudu with Apache Spark and Apache Flume","http://shop.oreilly.com/product/0636920078463.do","Ryan Bosshart","O'Reilly Media","2017"
"5c6d5a5aa620d53f7c672f76","Building a Near Real-Time Analytical Application with Kudu","http://shop.oreilly.com/product/0636920078470.do","Ryan Bosshart","O'Reilly Media","2017"
"5c6d5a5aa620d53f7c672f77","Learning Vector Space Models with SpaCy","http://shop.oreilly.com/product/0636920079033.do","Aaron Kramer","O'Reilly Media","2017"
"5c6d5a5aa620d53f7c672f78","Introduction to Natural Language Processing with SpaCy","http://shop.oreilly.com/product/0636920079040.do","Aaron Kramer","O'Reilly Media","2017"
"5c6d5a5aa620d53f7c672f79","Training, Evaluating, and Tuning Deep Neural Network Models with TensorFlow-Slim","http://shop.oreilly.com/product/0636920079057.do","Marvin Bertin","O'Reilly Media","2017"
"5c6d5a5aa620d53f7c672f7a","Continuous Integration (CI) With Jenkins - Fundamentals","http://shop.oreilly.com/product/0636920080251.do","Kevin Bowersox","O'Reilly Media","2017"
"5c6d5a5aa620d53f7c672f7b","Continuous Integration (CI) With Jenkins - Tool Installation","http://shop.oreilly.com/product/0636920080268.do","Kevin Bowersox","O'Reilly Media","2017"
"5c6d5a5aa620d53f7c672f7d","Continuous Integration (CI) With Jenkins - Configuration","http://shop.oreilly.com/product/0636920080275.do","Kevin Bowersox","O'Reilly Media","2017"
"5c6d5a5aa620d53f7c672f7f","Ethical Hacking","http://shop.oreilly.com/product/0636920063568.do","Ric Messier","O'Reilly Media","2017"
"5c6d5a5aa620d53f7c672f80","Introduction to TensorFlow-Slim","http://shop.oreilly.com/product/0636920063575.do","Marvin Bertin","O'Reilly Media","2017"
"5c6d5a5aa620d53f7c672f81","Querying Data with Transact-SQL - Exam 70-761 Certification Training","http://shop.oreilly.com/product/0636920063643.do","Mark Long","O'Reilly Media","2017"
"5c6d5a5aa620d53f7c672f82","Get Started with Amazon Data Storage, Using S3 and Glacier","http://shop.oreilly.com/product/0636920064015.do","Ben Butler","O'Reilly Media","2017"
"5c6d5a5aa620d53f7c672f83","Oracle SQL and JSON","http://shop.oreilly.com/product/0636920064251.do","Darryl Hurley","O'Reilly Media","2017"
"5c6d5a5aa620d53f7c672f84","iPhone: The Missing Manual","http://shop.oreilly.com/product/0636920064312.do","David Pogue","O'Reilly Media","2017"
"5c6d5a5aa620d53f7c672f85","Jenkins 2: Up and Running","http://shop.oreilly.com/product/0636920064602.do","Brent Laster","O'Reilly Media","2017"
"5c6d5a5aa620d53f7c672f86","Kubernetes Cookbook","http://shop.oreilly.com/product/0636920064947.do","Sébastien Goasguen","O'Reilly Media","2017"
"5c6d5a5aa620d53f7c672f87","Ansible: Up and Running","http://shop.oreilly.com/product/0636920065500.do","Lorin Hochstein, Rene Moser","O'Reilly Media","2017"
"5c6d5a5aa620d53f7c672f88","Machine Learning and Security","http://shop.oreilly.com/product/0636920065555.do","Clarence Chio, David Freeman","O'Reilly Media","2017"
"5c6d5a5aa620d53f7c672f8e","Scaling Teams","http://shop.oreilly.com/product/0636920048701.do","Alexander Grosse, David Loftesness","O'Reilly Media","2017"
"5c6d5a5aa620d53f7c672f95","Arista Warrior","http://shop.oreilly.com/product/0636920049005.do","Gary A. Donahue","O'Reilly Media","2017"
"5c6d5a5aa620d53f7c672f96","BioCoder #12","http://shop.oreilly.com/product/0636920061700.do","O'Reilly Media, Inc.","O'Reilly Media","2017"
"5c6d5a5aa620d53f7c672f9a","Software Defined Networking (SDN)","http://shop.oreilly.com/product/0636920061731.do","David Bombal","O'Reilly Media","2017"
"5c6d5a5aa620d53f7c672f9b","Understanding Cognitive Biases","http://shop.oreilly.com/product/0636920061885.do","Cindy Alvarez","O'Reilly Media","2017"
"5c6d5a5aa620d53f7c672f9c","Making Change Happen in the Enterprise","http://shop.oreilly.com/product/0636920061892.do","Cindy Alvarez","O'Reilly Media","2017"
"5c6d5a5aa620d53f7c672f9d","How to Do Great Customer Interviews","http://shop.oreilly.com/product/0636920061915.do","Cindy Alvarez","O'Reilly Media","2017"
"5c6d5a5aa620d53f7c672f9e","Terraform: Up and Running","http://shop.oreilly.com/product/0636920061939.do","Yevgeniy Brikman","O'Reilly Media","2017"
"5c6d5a5aa620d53f7c672f9f","Building Microservices with Spring","http://shop.oreilly.com/product/0636920061946.do","Kevin Bowersox","O'Reilly Media","2017"
"5c6d5a5aa620d53f7c672fa1","Learning Perl 6","http://shop.oreilly.com/product/0636920062776.do","brian d foy","O'Reilly Media","2017"
"5c6d5a5aa620d53f7c672fa2","The Business of Deep Learning","http://shop.oreilly.com/product/0636920063056.do","Matt Coatney","O'Reilly Media","2017"
"5c6d5a5aa620d53f7c672fa3","Introduction to Deep Learning Models With TensorFlow","http://shop.oreilly.com/product/0636920063063.do","Lucas Adams","O'Reilly Media","2017"
"5c6d5a5aa620d53f7c672fa5","Study Guide for LPIC-1 Exam 101","http://shop.oreilly.com/product/0636920063148.do","Ted Jordan","O'Reilly Media","2017"
"5c6d5a5aa620d53f7c672fb2","Stream Processing with Apache Flink","http://shop.oreilly.com/product/0636920057321.do","Fabian Hueske, Vasiliki Kalavri","O'Reilly Media","2017"
"5c6d5a5aa620d53f7c672fbe","Red Hat Certificate of Expertise in Server Hardening - Exam EX413 Training","http://shop.oreilly.com/product/0636920057611.do","William Rothwell","O'Reilly Media","2017"
"5c6d5a5aa620d53f7c672fc1","Understanding Metadata","http://shop.oreilly.com/product/0636920057758.do","Federico Castanedo, Scott Gidley","O'Reilly Media","2017"
"5c6d5a5aa620d53f7c672fc5","Getting Started with FPGAs","http://shop.oreilly.com/product/0636920057826.do","David Romano","O'Reilly Media","2017"
"5c6d5a5aa620d53f7c672fc8","Collaborative Product Design","http://shop.oreilly.com/product/0636920057895.do","Austin Govella","O'Reilly Media","2017"
"5c6d5a5aa620d53f7c672fcb","Genomics Analysis with Spark, Docker, and Clouds","http://shop.oreilly.com/product/0636920058182.do","Brian D. O'Connor, Geraldine van der Auwera","O'Reilly Media","2017"
"5c6d5a5aa620d53f7c672fd1","Certified Ethical Hacker (CEH) - Hacking Users and Their Devices","http://shop.oreilly.com/product/0636920058472.do","Chad Russell","O'Reilly Media","2017"
"5c6d5a5aa620d53f7c672fd6","Natural Language Text Processing with Python","http://shop.oreilly.com/product/0636920061007.do","Jonathan Mugan","O'Reilly Media","2017"
"5c6d5a5ba620d53f7c672fed","The Internet of Risky Things","http://shop.oreilly.com/product/0636920052784.do","Sean Smith","O'Reilly Media","2017"
"5c6d5a5ba620d53f7c672ff1","Powering Content","http://shop.oreilly.com/product/0636920052814.do","Laura Busche","O'Reilly Media","2017"
"5c6d5a5ba620d53f7c673010","Refactoring JavaScript","http://shop.oreilly.com/product/0636920053262.do","Evan Burchard","O'Reilly Media","2017"
"5c6d5a5ba620d53f7c67301f","Electronics Cookbook","http://shop.oreilly.com/product/0636920049111.do","Simon Monk","O'Reilly Media","2017"
"5c6d5a5ba620d53f7c673027","Why You Need A Data Strategy","http://shop.oreilly.com/product/0636920065722.do","John Akred, Edd Wilder-James, Scott Kurth","O'Reilly Media","2017"
"5c6d5a5ba620d53f7c673028","Learning Chef for Linux and macOS","http://shop.oreilly.com/product/0636920051381.do","Mischa Taylor","O'Reilly Media","2017"
"5c6d5a5ba620d53f7c67302c","Rapid Prototyping with InVision","http://shop.oreilly.com/product/0636920066668.do","Stephanie Schuhmacher","O'Reilly Media","2017"
"5c6d5a5ba620d53f7c673031","Installation, Storage, and Compute with Windows Server 2016 - Exam 70-740 ...","http://shop.oreilly.com/product/0636920067146.do","John Savill","O'Reilly Media","2017"
"5c6d5a5ba620d53f7c673037","Continuous Integration (CI) With Jenkins - Basic Build Jobs","http://shop.oreilly.com/product/0636920080282.do","Kevin Bowersox","O'Reilly Media","2017"
"5c6d5a5ba620d53f7c673039","Introducing GitHub","http://shop.oreilly.com/product/0636920067634.do","Peter Bell, Brent Beer","O'Reilly Media","2017"
"5c6d5a5ba620d53f7c67303f","Windows 10: The Missing Manual","http://shop.oreilly.com/product/0636920068181.do","David Pogue","O'Reilly Media","2017"
"5c6d5a5ba620d53f7c673040","Introduction to Adobe Experience Design (XD)","http://shop.oreilly.com/product/0636920082477.do","Andy Anderson","O'Reilly Media","2017"
"5c6d5a5ba620d53f7c673045","Steering Agile Architecture Fundamentals","http://shop.oreilly.com/product/0636920083818.do","Tudor Gîrba","O'Reilly Media","2017"
"5c6d5a5ba620d53f7c673046","Prototyping with Justinmind Prototyper","http://shop.oreilly.com/product/0636920068327.do","Darren Hood","O'Reilly Media","2017"
"5c6d5a5ba620d53f7c67304c","Case Studies of Steering Agile Architecture","http://shop.oreilly.com/product/0636920083863.do","Tudor Gîrba","O'Reilly Media","2017"
"5c6d5a5ba620d53f7c67304d","Dependency Grammar and Tagging with SpaCy","http://shop.oreilly.com/product/0636920068334.do","Aaron Kramer","O'Reilly Media","2017"
"5c6d5a5ba620d53f7c673052","Learning Web Design","http://shop.oreilly.com/product/0636920051626.do","Jennifer Niederst Robbins","O'Reilly Media","2017"
"5c6d5a5ba620d53f7c673055","Growing Agile Architecture by Empowering Teams","http://shop.oreilly.com/product/0636920083870.do","Tudor Gîrba","O'Reilly Media","2017"
"5c6d5a5ba620d53f7c67305a","Defensive Security Handbook","http://shop.oreilly.com/product/0636920051671.do","Lee Brotherston, Amanda Berlin","O'Reilly Media","2017"
"5c6d5a5ba620d53f7c67305b","Learn to Use Photoshop CC 2017","http://shop.oreilly.com/product/0636920068495.do","Andy Anderson","O'Reilly Media","2017"
"5c6d5a5ba620d53f7c673061","Assessing Agile Architecture","http://shop.oreilly.com/product/0636920083887.do","Tudor Gîrba","O'Reilly Media","2017"
"5c6d5a5ba620d53f7c673064","Practical Monitoring","http://shop.oreilly.com/product/0636920050773.do","Mike Julian","O'Reilly Media","2017"
"5c6d5a5ba620d53f7c673065","Learning React","http://shop.oreilly.com/product/0636920049579.do","Alex Banks, Eve Porcello","O'Reilly Media","2017"
"5c6d5a5ba620d53f7c673070","Exposing Agile Architecture","http://shop.oreilly.com/product/0636920083894.do","Tudor Gîrba","O'Reilly Media","2017"
"5c6d5a5ba620d53f7c673074","Creating Web Animations","http://shop.oreilly.com/product/0636920050858.do","Kirupa Chinnathambi","O'Reilly Media","2017"
"5c6d5a5ba620d53f7c673076","Learning React Native","http://shop.oreilly.com/product/0636920085270.do","Bonnie Eisenman","O'Reilly Media","2017"
"5c6d5a5ba620d53f7c673089","The SEO Battlefield","http://shop.oreilly.com/product/0636920050964.do","Anne Ahola Ward","O'Reilly Media","2017"
"5c6d5a5ba620d53f7c673096","Getting Started with Varnish Cache","http://shop.oreilly.com/product/0636920056294.do","Thijs Feryn","O'Reilly Media","2017"
"5c6d5a5ba620d53f7c67309b","Think Data Structures","http://shop.oreilly.com/product/0636920056379.do","Allen B. Downey","O'Reilly Media","2017"
"5c6d5a5ba620d53f7c6730a6","Introducing Erlang","http://shop.oreilly.com/product/0636920056690.do","Simon St. Laurent","O'Reilly Media","2017"
"5c6d5a5ba620d53f7c6730ab","Mining the Social Web","http://shop.oreilly.com/product/0636920056751.do","Matthew A. Russell, Mikhail Klassen","O'Reilly Media","2017"
"5c6d5a5ba620d53f7c6730b1","Escaping the Build Trap","http://shop.oreilly.com/product/0636920056836.do","Melissa Perri","O'Reilly Media","2017"
"5c6d5a5ba620d53f7c6730c9","Designing Games That People Want to Play","http://shop.oreilly.com/product/0636920055112.do","Jon Manning","O'Reilly Media","2017"
"5c6d5a5ba620d53f7c6730d1","Getting Your Game Out There","http://shop.oreilly.com/product/0636920055358.do","Jason Imms","O'Reilly Media","2017"
"5c6d5a5ba620d53f7c6730d5","Cisco ICND2 200-105 Exam Training","http://shop.oreilly.com/product/0636920055419.do","John Pickard","O'Reilly Media","2017"
"5c6d5a5ba620d53f7c6730ef","Introduction to MySQL","http://shop.oreilly.com/product/0636920069355.do","Steve Perry","O'Reilly Media","2017"
"5c6d5a5ba620d53f7c6730f0","Digital Prototyping Tools","http://shop.oreilly.com/product/0636920069362.do","Jonathan Follett","O'Reilly Media","2017"
"5c6d5a5ba620d53f7c6730f1","Machine Learning for Designers","http://shop.oreilly.com/product/0636920069829.do","Patrick Hebron","O'Reilly Media","2017"
"5c6d5a5ba620d53f7c6730f2","Designing Distributed Systems","http://shop.oreilly.com/product/0636920072768.do","Brendan Burns","O'Reilly Media","2017"
"5c6d5a5ba620d53f7c6730f3","Developing SQL Databases - Exam 70-762 Certification","http://shop.oreilly.com/product/0636920073376.do","Mark Long","O'Reilly Media","2017"
"5c6d5a5ba620d53f7c6730f4","Streaming Systems","http://shop.oreilly.com/product/0636920073994.do","Tyler Akidau, Slava Chernyak, Reuven Lax","O'Reilly Media","2017"
"5c6d5a5ba620d53f7c6730f5","Analyzing Big Data with Spark and Amazon EMR","http://shop.oreilly.com/product/0636920077367.do","Frank Kane","O'Reilly Media","2017"
"5c6d5a5ba620d53f7c6730f6","Analyzing Big Data with Hadoop, AWS, and EMR","http://shop.oreilly.com/product/0636920077374.do","Frank Kane","O'Reilly Media","2017"
"5c6d5a5ba620d53f7c6730f7","Introduction to the Amazon Elasticsearch Service","http://shop.oreilly.com/product/0636920077381.do","Frank Kane","O'Reilly Media","2017"
"5c6d5a5ba620d53f7c6730f8","How Today's Data Technologies Change Business","http://shop.oreilly.com/product/0636920077800.do","John Akred, Edd Wilder-James, Scott Kurth","O'Reilly Media","2017"
"5c6d5a5ba620d53f7c6730f9","Devising a Modern Data Strategy","http://shop.oreilly.com/product/0636920077817.do","John Akred, Edd Wilder-James, Scott Kurth","O'Reilly Media","2017"
"5c6d5a5ca620d53f7c67313c","Working with Static Sites","http://shop.oreilly.com/product/0636920051879.do","Raymond Camden, Brian Rinaldi","O'Reilly Media","2017"
"5c6d5a5ca620d53f7c67313d","Designing Products with Sound","http://shop.oreilly.com/product/0636920051923.do","Amber Case, Aaron Day","O'Reilly Media","2017"
"5c6d5a5ca620d53f7c673142","Building Microservices with ASP.NET Core","http://shop.oreilly.com/product/0636920052074.do","Kevin Hoffman","O'Reilly Media","2017"
"5c6d5a5ca620d53f7c673146","Hands-On Machine Learning with Scikit-Learn and TensorFlow","http://shop.oreilly.com/product/0636920052289.do","Aurélien Géron","O'Reilly Media","2017"
"5c6d5a60a620d53f7c67341b","Fabric and Fiber Inventions","http://shop.oreilly.com/product/0636920031147.do","Kathy Ceceri","Maker Media, Inc","2017"
"5c6d5a60a620d53f7c673442","Make: High-Power Rockets","http://shop.oreilly.com/product/0636920031741.do","Mike Westerfield","Maker Media, Inc","2017"
"5c6d5a60a620d53f7c67344e","Design for CNC","http://shop.oreilly.com/product/0636920031871.do","Gary Rohrbacher, Anne Filson, Anna Kaziunas France, Anna Kaziunas France, ...","Maker Media, Inc","2017"
"5c6d5a60a620d53f7c673455","ReMaking History, Volume 3","http://shop.oreilly.com/product/0636920031963.do","William Gurstelle","Maker Media, Inc","2017"
"5c6d5a60a620d53f7c673473","Learning AWS Lambda","http://shop.oreilly.com/product/0636920084259.do","Markus Klems","Packt Publishing","2017"
"5c6d5a60a620d53f7c673474","Functional Programming in C# - Part 3","http://shop.oreilly.com/product/0636920085898.do","Wisnu Anggoro","Packt Publishing","2017"
"5c6d5a60a620d53f7c673475","Getting Started With Julia","http://shop.oreilly.com/product/0636920086376.do","Erik Engheim","Packt Publishing","2017"
"5c6d5a60a620d53f7c673476","Getting Started with Python Web Scraping","http://shop.oreilly.com/product/0636920086499.do","Charles Clayton","Packt Publishing","2017"
"5c6d5a60a620d53f7c673477","How and Where to Reach Mobile Developers","http://shop.oreilly.com/product/0636920114253.do","Mark Wilcox, Stijn Schuermans","VisionMobile","2017"
"5c6d5a60a620d53f7c673478","IoT Developer Landscape","http://shop.oreilly.com/product/0636920114260.do","Stijn Schuermans, Christina Voskoglou","VisionMobile","2017"
"5c6d5a60a620d53f7c673479","Machine Learning & Data Science Landscape","http://shop.oreilly.com/product/0636920114277.do","Christina Voskoglou, Mark Wilcox, Stijn Schuermans","VisionMobile","2017"
"5c6d5a60a620d53f7c67347a","How and Where to Reach Augmented and Virtual Reality Developers","http://shop.oreilly.com/product/0636920114284.do","Mark Wilcox, Stijn Schuermans, Christina Voskoglou","VisionMobile","2017"
"5c6d5a60a620d53f7c67347d","How and Where to Reach IoT Developers","http://shop.oreilly.com/product/0636920114291.do","Stijn Schuermans, Christina Voskoglou","VisionMobile","2017"
"5c6d5a60a620d53f7c673481","Getting Started with mBots","http://shop.oreilly.com/product/0636920115250.do","Andrew Carle, Rick Schertle","Maker Media, Inc","2017"
