,title,link,pub,rating,comments
546,设计模式之禅（第2版）,https://book.douban.com/subject/25843319/,秦小波 / 机械工业出版社 / 2014-2-25 / 89.00元,8.6,136
547,硅谷之火,https://book.douban.com/subject/1072313/,迈克尔·斯韦因 / 王建华 / 机械工业出版社 / 2001-1-1 / 34.00,7.7,136
548,Computer Systems: A Programmer's Perspective (3rd Edition),https://book.douban.com/subject/26344642/,Randal E. Bryant、David R. O'Hallaron / Pearson / 2015-3-12 / USD 157.00,9.7,135
549,程序员代码面试指南：IT名企算法与数据结构题目最优解,https://book.douban.com/subject/26638586/,左程云 / 电子工业出版社 / 2015-9 / 79.00元,8.9,135
550,Introduction to Linear Algebra,https://book.douban.com/subject/26824921/,Gilbert Strang / Wellesley-Cambridge Press / 2016-8-31 / GBP 64.99,9.5,133
551,图解设计模式,https://book.douban.com/subject/26933281/,结城浩 / 杨文轩 / 人民邮电出版社 / 2017-1-1 / CNY 79.00,8.7,133
552,现代编译原理,https://book.douban.com/subject/1806974/,(美)安佩尔 / 赵克佳、黄春、沈志宇 / 人民邮电出版社 / 2006-4 / 45.00元,8.5,133
553,高等应用数学问题的MATLAB求解,https://book.douban.com/subject/3248794/,薛定宇、陈阳泉 / 清华大学出版社 / 2008-10 / 49.00元,9.2,133
554,线性代数应该这样学,https://book.douban.com/subject/26886299/,Sheldon Axler / 杜现昆、刘大艳、马晶 / 人民邮电出版社 / 2016-10 / 49,9.0,133
555,神经网络与机器学习（原书第3版）,https://book.douban.com/subject/5952531/,[加] Simon Haykin / 申富饶、徐烨、郑俊、晁静 / 机械工业出版社 / 2011-3 / 79.00元,8.1,131
556,支撑处理器的技术,https://book.douban.com/subject/20271450/,(日) Hisa Ando / 李剑 / 电子工业出版社 / 2012-10 / 69.00元,8.3,129
557,操作系统导论,https://book.douban.com/subject/33463930/,[美] 雷姆兹·H.阿帕希杜塞尔（ Remzi H. Arpaci-Dusseau）、[美]安德莉亚·C.阿帕希杜塞尔（Andrea C. Arpaci-Dusseau） / 王海鹏 / 人民邮电出版社/异步社区 / 2019-6 / 119.00,8.9,129
558,深入理解C#（第3版）,https://book.douban.com/subject/25843328/,斯基特 (Jon Skeet) / 姚琪琳 / 人民邮电出版社 / 2014-4-1 / 99.00元,9.0,129
559,重构（第2版）全彩精装版,https://book.douban.com/subject/30468597/,Martin Fowler / 熊节、林从羽 / 人民邮电出版社 / 2019-3 / 168,9.4,129
560,编译器设计,https://book.douban.com/subject/20436488/,Keith Cooper、Linda Torczon / 郭旭 / 人民邮电出版社 / 2012-12 / 99.00元,8.6,128
561,明解C语言,https://book.douban.com/subject/23779374/,柴田望洋 / 管杰、罗勇 / 人民邮电出版社 / 2013-5 / 59.00元,8.9,128
562,硅谷之火,https://book.douban.com/subject/26306584/,保罗·弗赖伯格、迈克尔·斯韦因 / 张华伟 编译 / 中国华侨出版社 / 2014-11-1 / CNY 39.80,7.5,127
563,界面设计模式（第2版）,https://book.douban.com/subject/25716088/,泰德维尔 (Jenifer Tidwell) / 蒋芳 / 电子工业出版社 / 2013-9-1 / CNY 119.00,8.5,127
564,Kubernetes in Action中文版,https://book.douban.com/subject/30418855/,【美】Marko Luksa / 七牛容器云团队 / 电子工业出版社 / 2019-1 / 148,9.3,127
565,Head First HTML5 Programming（中文版）,https://book.douban.com/subject/19894872/,埃里克•弗里曼 (Eric Freeman)、伊丽莎白•罗布森 (Elisabeth Robson) / 中国电力出版社 / 2012-9 / 78.00元,8.5,125
566,程序员的自我修养,https://book.douban.com/subject/27016319/,陈逸鹤 / 清华大学出版社 / 2017-5 / 49.00,6.4,125
567,垃圾回收的算法与实现,https://book.douban.com/subject/26821357/,中村成洋、相川光 / 丁灵 / 人民邮电出版社 / 2016-7-1 / 99.00元,8.2,125
568,计算机操作系统,https://book.douban.com/subject/26079463/,汤小丹 / 西安电子科技大学出版社有限公司 / 2014-5-1 / CNY 39.00,5.5,124
569,The Mythical Man Month and Other Essays on Software Engineering,https://book.douban.com/subject/1494471/,Frederick P. Brooks Jr. / Addison Wesley / 1995-8-2 / GBP 26.99,9.1,124
570,Problem Solving with Algorithms and Data Structures Using Python SECOND EDITION,https://book.douban.com/subject/21325184/,"Bradley N. Miller、David L. Ranum / Franklin, Beedle & Associates / 2011-8-22 / USD 45.00",9.1,124
571,人工智能哲学,https://book.douban.com/subject/1881556/,玛格丽特·A·博登 / 上海世纪出版集团（上海译文出版社） / 2006-7 / 43.00元,8.4,124
572,Java性能权威指南,https://book.douban.com/subject/26740520/,奥克斯 (Scott Oaks) / 柳飞、陆明刚、臧秀涛 / 人民邮电出版社 / 2016-3-1 / CNY 79.00,8.0,124
573,研磨设计模式,https://book.douban.com/subject/5343318/,陈臣、王斌 / 清华大学出版社 / 2011-1 / 89.00元,8.5,123
574,自制编程语言,https://book.douban.com/subject/25735333/,［日］ 前桥和弥 / 刘卓、徐谦、吴雅明 / 人民邮电出版社 / 2013-11 / 79.00,7.9,123
575,Automate the Boring Stuff with Python,https://book.douban.com/subject/26284938/,Albert Sweigart / No Starch Press / 2015-2-25 / USD 29.95,9.0,122
576,搜索引擎,https://book.douban.com/subject/4861766/,W.Bruce Croft、Donald Metzler、Trevor Strohman / 刘挺、秦兵、张宇、车万翔 / 机械工业出版社 / 2010-6-1 / 56.00元,8.5,121
577,计算机体系结构,https://book.douban.com/subject/20452387/,[美] John L. Hennessy、[美] David A. Patterson / 贾洪峰 / 人民邮电出版社 / 2012-12 / 109.00元,9.0,121
578,Effective Java,https://book.douban.com/subject/27047716/,Joshua Bloch / Addison-Wesley Professional / 2018-1-6 / USD 54.99,9.8,120
579,系统架构,https://book.douban.com/subject/26938710/,爱德华·克劳利（Edward Crawley）、布鲁斯·卡梅隆（Bruce Cameron）、丹尼尔·塞尔瓦（Daniel Selva） / 爱飞翔 / 机械工业出版社 / 2017-1 / 119.00,9.1,119
580,你不知道的JavaScript（下卷）,https://book.douban.com/subject/27620408/,[美] Kyle Simpson / 单业 / 人民邮电出版社 / 2018-1-1 / 79.00,7.9,119
581,Python机器学习基础教程,https://book.douban.com/subject/30147778/,[德]安德里亚斯·穆勒、[美]莎拉·吉多 / 张亮 / 人民邮电出版社 / 2018-1 / 79.00元,8.6,117
582,线上幽灵,https://book.douban.com/subject/25788945/,凯文•米特尼克 (Kevin Mitnick)、威廉•L•西蒙 (William L.Simon) / 电子工业出版社 / 2014-1-1 / CNY 69.00,7.9,117
583,人月神话（英文版）,https://book.douban.com/subject/4908230/,"[美] Frederick P. Brooks, Jr. / 人民邮电出版社 / 2010-8 / 29.00元",8.9,117
584,The Nature of Code,https://book.douban.com/subject/20452058/,Daniel Shiffman / The Nature of Code / 2012-12-13 / GBP 19.95,9.2,116
585,跃迁,https://book.douban.com/subject/30198038/,朱赟 / 电子工业出版社·博文视点 / 2018-4-15 / 59,8.0,116
586,"Information Theory, Inference and Learning Algorithms",https://book.douban.com/subject/1789534/,David J. C. MacKay / Cambridge University Press / 2003-10-6 / USD 80.00,9.2,115
587,程序设计语言,https://book.douban.com/subject/2152385/,斯科特 / 裘宗燕 / 电子工业出版社 / 2007-6 / 99.00元,9.0,115
588,别怕，Excel VBA其实很简单（第2版）,https://book.douban.com/subject/26823135/,Excel Home / 北京大学出版社 / 2016-7 / 59.00元,7.7,115
589,毫无PS痕迹,https://book.douban.com/subject/26331682/,赵鹏 / 中国水利水电出版社 / 2015-1 / 98.00元,9.2,114
590,操作系统概念（第七版）,https://book.douban.com/subject/4289836/,（美）西尔伯查茨、（美）高尔文、（美）加根 / 郑扣根 / 高等教育出版社 / 2010-1 / 74.00元,8.2,114
591,计算机体系结构,https://book.douban.com/subject/7006537/,John L. Hennessy、David A. Patterson / 机械工业出版社 / 2012-1 / 138.00元,9.5,113
592,Windows内核原理与实现,https://book.douban.com/subject/4719159/,潘爱民 / 电子工业出版社 / 2010-4 / 99.00元,8.7,113
593,The Algorithm Design Manual,https://book.douban.com/subject/3072383/,Steven S Skiena / Springer / 2011-11-14 / GBP 55.07,9.0,113
594,数据可视化,https://book.douban.com/subject/25760272/,陈为、沈则潜 / 电子工业出版社 / 2013-12 / 128.00元,8.4,112
595,Effective Java中文版（第3版）,https://book.douban.com/subject/30412517/,[美] Joshua Bloch / 俞黎敏 / 机械工业出版社 / 2018-12-11 / 119元,9.9,112
596,数据结构,https://book.douban.com/subject/1886174/,霍罗威茨 / 机械工业出版社 / 2006-7-1 / 48.00元,8.0,112
597,线性代数的几何意义,https://book.douban.com/subject/26651221/,任广千、谢聪、胡翠芳 / 西安电子科技大学出版社 / 2015-7-15 / 46.00元,9.2,110
598,精通Spring 4.x,https://book.douban.com/subject/26952826/,陈雄华、林开雄、文建国 / 电子工业出版社 / 2017-1-1 / CNY 128.00,8.3,110
599,HTML5与CSS3基础教程（第8版）,https://book.douban.com/subject/25878992/,[美] Elizabeth Castro、[美] Bruce Hyslop / 望以文 / 人民邮电出版社 / 2014-5 / 69.00元,8.3,110
600,计算机科学概论 （第10版）,https://book.douban.com/subject/4027938/,[美] J.Glenn Brookshear / 刘艺、肖成海、马小会 / 人民邮电出版社 / 2009-9 / 59.00元,8.6,109
601,Multiple View Geometry in Computer Vision,https://book.douban.com/subject/1841346/,Richard Hartley、Andrew Zisserman / Cambridge University Press / 2004-4-19 / USD 139.00,9.9,109
602,解码宇宙,https://book.douban.com/subject/4263995/,(美) 塞费 / 隋竹梅 / 上海科技教育出版社 / 2010-4 / 26.00元,8.9,109
603,代码整洁之道,https://book.douban.com/subject/5442024/,马丁 / 人民邮电出版社 / 2011-1 / 59.00元,9.1,108
604,深入浅出MySQL,https://book.douban.com/subject/25817684/,唐汉明、翟振兴、关宝军、王洪权 / 人民邮电出版社 / 2014-1-1 / 99.00元,7.6,108
605,深度学习的数学,https://book.douban.com/subject/33414479/,[日]涌井良幸、[日]涌井贞美 / 杨瑞龙 / 人民邮电出版社 / 2019-4 / 69.00元,9.0,106
606,Elements of Information Theory,https://book.douban.com/subject/1822197/,Thomas M. Cover、Joy A. Thomas / Wiley-Blackwell / 2006-7 / GBP 76.50,8.9,106
607,jQuery基础教程 （第4版）,https://book.douban.com/subject/25733582/,[美] Jonathan Chaffer、[美] Karl Swedberg / 李松峰 / 人民邮电出版社 / 2013-10 / 59.00,8.5,106
608,Spring微服务实战,https://book.douban.com/subject/30233791/,[美]约翰·卡内尔（John Carnell） / 陈文辉 / 人民邮电出版社 / 2018-6-1 / 79.00,8.1,106
609,DevOps实践指南,https://book.douban.com/subject/30186150/,[美] Gene Kim、[美] Jez Humble、[美] Patrick Debois、[美] John Willis / 刘征、王磊、马博文、曾朝京 / 人民邮电出版社 / 2018-4 / 89.00元,8.4,105
610,人工智能,https://book.douban.com/subject/25796281/,罗素 (Stuart J.Russell)、诺维格 (Peter Norvig) / 殷建平、祝恩、刘越、陈跃新 / 清华大学出版社 / 2013-11-1 / CNY 128.00,7.9,105
611,TCP/IP详解 卷1：协议（英文版）,https://book.douban.com/subject/4707725/,W.Richard Stevens / 人民邮电出版社 / 2010-3 / 79.00元,9.6,105
612,Java多线程编程实战指南（核心篇）,https://book.douban.com/subject/27034721/,黄文海 / 电子工业出版社 / 2017-4 / 89,8.8,105
613,IT通史,https://book.douban.com/subject/1434831/,李彦 / 清华大学 / 2005-7 / 66.00元,8.3,105
614,鸟哥的Linux私房菜 基础学习篇 第四版,https://book.douban.com/subject/30359954/,鸟哥 / 人民邮电出版社 / 2018-10 / 118.00元,8.3,103
615,创新者,https://book.douban.com/subject/26823787/,[美] 沃尔特 · 艾萨克森 / 关嘉伟、牛小婧 / 中信出版社 / 2016-6 / 88.00,8.3,102
616,人工智能,https://book.douban.com/subject/6730363/,Stuart J. Russell、Peter Norvig / 清华大学出版社 / 2011-7 / 158.00元,9.3,101
617,复杂性思考,https://book.douban.com/subject/24530461/,Allen B. Downey / 张龙 / 机械工业出版社 / 2013-5 / 49.00元,7.6,101
618,WebGL编程指南,https://book.douban.com/subject/25909351/,"【美】Kouichi Matsuda,Rodger Lea（松田浩一，罗杰•李） / 谢光磊 / 电子工业出版社 / 2014-6 / 98.00元",8.9,101
619,机器学习实战：基于Scikit-Learn和TensorFlow,https://book.douban.com/subject/30317874/,Aurélien Géron / 王静源、贾玮、边蕤、邱俊涛 / 机械工业出版社 / 2018-8 / 119.00,8.5,100
620,The Manager's Path,https://book.douban.com/subject/26997855/,Camille Fournier / O′Reilly / 2017-3-24 / GBP 27.99,9.5,100
621,数据结构与算法：Python语言描述,https://book.douban.com/subject/26702568/,裘宗燕 / 机械工业出版社 / 2016-1 / CNY 45.00,7.5,99
622,操作系统真象还原,https://book.douban.com/subject/26745156/,郑钢 / 人民邮电出版社 / 2016-3 / 108.00,8.6,99
623,Docker——容器与容器云（第2版）,https://book.douban.com/subject/26894736/,浙江大学SEL实验室 / 人民邮电出版社 / 2016-10 / 89.00元,8.4,99
624,"Unix Network Programming, Volume 1",https://book.douban.com/subject/1756533/,W. Richard Stevens、Bill Fenner、Andrew M. Rudoff / Addison-Wesley Professional / 2003-11 / USD 79.99,9.6,99
625,Hadoop权威指南:大数据的存储与分析(第4版)(修订版)(升级版),https://book.douban.com/subject/27115351/,Tom White / 王海、华东、刘喻、吕粤海 / 清华大学出版社 / 2017-7 / 148.00元,8.4,98
626,计算机科学概论（第12版）,https://book.douban.com/subject/26999520/,[美] J.Glenn Brookshear、[美] Dennis Brylow / 刘艺、吴英、毛倩倩 / 人民邮电出版社 / 2017-1 / 69.00,9.7,96
627,穿越计算机的迷雾（第2版）,https://book.douban.com/subject/30198087/,李忠 / 电子工业出版社 / 2018-1 / 48.00元,8.4,95
628,Grokking Algorithms,https://book.douban.com/subject/26366784/,Aditya Bhargava / Manning Publications / 2015-12-31 / USD 44.99,8.9,94
629,两周自制脚本语言,https://book.douban.com/subject/25908672/,[日]千叶 滋 / 陈筱烟 / 人民邮电出版社 / 2014-6 / 59.00元,7.9,93
630,Java从入门到精通,https://book.douban.com/subject/3181249/,李钟尉、马文强、陈丹丹 / 清华大学出版社 / 2008-9 / 59.80元,6.1,92
631,UNIX/Linux 系统管理技术手册,https://book.douban.com/subject/10747453/,Evi Nemeth、Garth Snyder、Trent R. Hein、Ben Whaley / 张辉 / 人民邮电出版社 / 2012-6 / 128.00元,9.2,91
632,数据中台：让数据用起来,https://book.douban.com/subject/34907496/,付登坡 江敏 任寅姿 孙少忆 等著 / 机械工业出版社 / 2020-1-1 / 89元,7.2,91
633,计算机组成：结构化方法,https://book.douban.com/subject/1886058/,坦嫩鲍姆 / 刘卫东 / 人民邮电出版社 / 2006-1 / 65.00元,9.2,90
634,SQL进阶教程,https://book.douban.com/subject/27194738/,［ 日］ MICK / 吴炎昌 / 人民邮电出版社 / 2017-11 / 79.00元,9.4,90
635,Operating System Concepts,https://book.douban.com/subject/10076960/,Abraham Silberschatz、Peter B. Galvin、Greg Gagne / Wiley / 2012-12-17 / USD 219.84,9.1,90
636,暗池,https://book.douban.com/subject/26629060/,斯科特·帕特森 (Scott Patterson) / 机械工业出版社 / 2015-9-21 / CNY 59.00,6.6,90
637,图解Java多线程设计模式,https://book.douban.com/subject/27116724/,[日] 结城浩 / 侯振龙、杨文轩 / 人民邮电出版社 / 2017-8 / 89.00元,8.7,89
638,The TeXbook,https://book.douban.com/subject/1418351/,Donald E. Knuth / Addison-Wesley Professional / 1984-1-1 / GBP 36.99,9.5,89
639,沸騰15年,https://book.douban.com/subject/5269365/,林軍 / 商周出版 / 2010年09月19日 / NTD：430元,8.6,89
640,Python语言程序设计基础（第2版）,https://book.douban.com/subject/27021033/,嵩天、礼欣、黄天羽 / 高等教育出版社 / 2017-2 / 39,7.6,87
641,让云落地,https://book.douban.com/subject/26709066/,【美】Michael J. Kavis（迈克尔 J.凯维斯） 著 / 陈志伟、辛敏 / 电子工业出版社 / 2016-3 / 65.00元,7.7,87
642,火球,https://book.douban.com/subject/10511247/,张传波 / 2012-2 / 39.80元,8.0,87
643,深入浅出Rust,https://book.douban.com/subject/30312231/,范长春 / 机械工业出版社 / 2018-8-21 / 89.00元,8.1,87
644,数据库索引设计与优化,https://book.douban.com/subject/26419771/,【美】Tapio Lahdenmaki、【美】Michael Leach / 曹怡倩、赵建伟 / 电子工业出版社 / 2015-6 / 79.00元,8.6,86
645,软件随想录 卷1,https://book.douban.com/subject/26366419/,[美] Joel Spolsky / 杨　帆 / 人民邮电出版社 / 2015-4 / 49.00元,8.9,86
646,极简算法史：从数学到机器的故事,https://book.douban.com/subject/30411520/,[法] 吕克•德•布拉班迪尔 / 任轶 / 人民邮电出版社 / 2019-1 / 39.00元,6.2,85
647,The Little Schemer,https://book.douban.com/subject/27080946/,[美] Daniel P. Friedman、[美] Matthias Felleisen / 卢俊祥 / 电子工业出版社 / 2017-7 / 65.00,8.9,85
648,python绝技：运用python成为顶级黑客,https://book.douban.com/subject/26702570/,[美] TJ O'Connor / 崔孝晨、武晓音 / 电子工业出版社 / 2016-1 / 79.00元,7.4,85
649,算法设计与分析基础,https://book.douban.com/subject/26337727/,Anany Levitin / 潘彦 / 清华大学出版社 / 2015-2-1 / 69.00元,8.8,85
650,持续交付2.0,https://book.douban.com/subject/30419555/,乔梁 / 人民邮电出版社 / 2018-12-25 / 89.00元,9.2,85
651,图灵的大教堂,https://book.douban.com/subject/26386850/,[美] 乔治·戴森 / 盛杨灿 / 浙江人民出版社 / 2015-5 / 89.90,7.7,84
652,逆向工程核心原理,https://book.douban.com/subject/25866389/,[韩] 李承远 / 武传海 / 人民邮电出版社 / 2014-4-25 / 109.00元,9.1,84
653,C++标准库,https://book.douban.com/subject/26419721/,尼古拉·约祖蒂斯 (Nicolai M.Josuttis) / 侯捷 / 电子工业出版社 / 2015-6-1 / CNY 186.00,9.3,84
654,Linux从入门到精通,https://book.douban.com/subject/4189498/,刘忆智、等 / 清华大学出版社 / 2010-1-1 / 59.00元,8.5,84
655,黑客攻防技术宝典,https://book.douban.com/subject/3870037/,Dafydd Stuttard、Marcus Pinto / 石华耀 / 人民邮电出版社 / 2009-8 / 69.00元,8.3,83
656,程序员修炼之道（第2版）,https://book.douban.com/subject/35006892/,Andrew Hunt、David Thomas / 云风 / 电子工业出版社 / 2020-4-1 / 89.00,9.4,82
657,TCP/IP详解 卷1：协议（原书第2版）,https://book.douban.com/subject/26825411/,Kevin R. Fall  W. Richard Stevens / 吴英、张玉、许昱玮 / 机械工业出版社 / 2016-6 / CNY 129.00,6.9,81
658,工具，还是武器？,https://book.douban.com/subject/34940580/,【美】布拉德·史密斯、【美】卡罗尔·安·布朗 / 杨静娴、赵磊 / 中信出版集团 / 2020-2 / 68,8.0,81
659,Python自然语言处理,https://book.douban.com/subject/25916599/,(美)Steven Bird    Ewan Klein    Edward Loper / 张旭、崔阳、刘海平 / 人民邮电出版社 / 2014-6-25 / 89.00,7.3,81
660,Site Reliability Engineering,https://book.douban.com/subject/26675256/,Betsy Beyer、Chris Jones、Jennifer Petoff、Niall Richard Murphy / O'Reilly Media / 2016-4-16 / USD 44.99,8.8,80
661,Introduction to Data Mining,https://book.douban.com/subject/2146863/,Pang-Ning Tan、Michael Steinbach、Vipin Kumar / Addison Wesley / 2005-05-12 / USD 105.00,8.7,80
662,Types and Programming Languages,https://book.douban.com/subject/1761910/,Benjamin C. Pierce / The MIT Press / 2002-2-1 / USD 95.00,9.1,80
663,Windows内核情景分析,https://book.douban.com/subject/3715700/,毛德操 / 电子工业出版社 / 2009-5 / 190.00元,9.1,80
664,数据结构与算法分析,https://book.douban.com/subject/4924153/,韦斯(Mark Allen Weiss) / 机械工业出版社 / 2010-8 / 45.00元,9.1,80
665,Scikit-Learn与TensorFlow机器学习实用指南（影印版）,https://book.douban.com/subject/27154347/,Aurélien Géron / 东南大学出版社 / 2017-10-1 / 98.00元,9.6,80
666,精通Linux（第2版）,https://book.douban.com/subject/26546893/,[美] Brian Ward / 姜南、袁志鹏 / 人民邮电出版社 / 2015-7 / 59.00元,8.1,79
667,分布式服务架构：原理、设计与实战,https://book.douban.com/subject/27091029/,李艳鹏、杨彪 / 电子工业出版社 / 2017-8 / 89.00,6.9,79
668,Hadoop技术内幕,https://book.douban.com/subject/24294210/,蔡斌、陈湘萍 / 机械工业出版社 / 2013-4 / 89.00元,8.1,79
669,Patterns of Enterprise Application Architecture,https://book.douban.com/subject/1229954/,Martin Fowler / Addison-Wesley Professional / 2002-11-15 / USD 69.99,8.9,79
670,编程原本,https://book.douban.com/subject/7564093/,Alexander Stepanov、Paul McJones / 裘宗燕 / 机械工业出版社华章公司 / 2012-1-10 / 59.00元,8.6,79
671,树莓派开始，玩转Linux,https://book.douban.com/subject/30259573/,Vamei、周昕梓 / 电子工业出版社 / 2018-6-27 / 69.00,9.3,78
672,分布式机器学习：算法、理论与实践,https://book.douban.com/subject/30360968/,刘铁岩、陈薇、王太峰、高飞 / 机械工业出版社 / 2018-10-20 / 89.00,8.5,78
673,JavaScript忍者秘籍（第2版）,https://book.douban.com/subject/30143702/,[美] John Resig（莱西格）、[美] Bear Bibeault（贝比奥特）、[美] Josip Maras（马瑞斯） / 一心一译前端小组 / 人民邮电出版社 / 2018-3-8 / 99.00,8.3,78
674,Data Structures and Algorithms in Python,https://book.douban.com/subject/10607365/,Michael T. Goodrich、Roberto Tamassia、Michael H. Goldwasser / John Wiley & Sons / 2013-7-5 / GBP 121.23,9.5,78
675,Go语言高级编程,https://book.douban.com/subject/34442131/,柴树杉、曹春晖 / 人民邮电出版社 / 2019-7-9 / 89,8.5,77
676,The Rust Programming Language,https://book.douban.com/subject/27013197/,Steve Klabnik Klabnik、Carol Nichols / No Starch Press / 2018-3-20 / GBP 33.99,9.1,76
677,深入分布式缓存：从原理到实践,https://book.douban.com/subject/27602483/,于君泽、曹洪伟、邱硕 / 机械工业出版社 / 2017-12 / 99.00元,7.0,76
678,软件架构设计,https://book.douban.com/subject/10797944/,温昱 / 电子工业出版社 / 2012-7 / 39.00元,7.4,75
679,架构真经,https://book.douban.com/subject/27020143/,马丁L. 阿伯特（Martin L. Abbott）、迈克尔T.费舍尔（Michael T. Fisher） / 机械工业出版社 / 2017-4 / 79,7.5,75
680,Programming From The Ground Up,https://book.douban.com/subject/1787855/,Jonathan Bartlett / Bartlett Publishing / 2004-07-31 / USD 34.95,9.3,74
681,自然语言处理入门,https://book.douban.com/subject/34856701/,何晗 / 人民邮电出版社 / 2019-10 / 99.00元,8.7,74
682,Domain-Driven Design,https://book.douban.com/subject/1418618/,Eric Evans / Addison-Wesley Professional / 2003-8-30 / USD 74.99,8.4,74
683,CSS3实用指南,https://book.douban.com/subject/10482084/,吉伦瓦特 / 屈超、周志超 / 人民邮电出版社 / 2012-3 / 49.00元,8.1,74
684,深入理解Kafka：核心设计与实践原理,https://book.douban.com/subject/30437872/,朱忠华 / 电子工业出版社 / 2019-1 / 99,9.5,74
685,计算广告 第2版,https://book.douban.com/subject/34804492/,刘鹏、王超 / 人民邮电出版社 / 2019-9 / 89.00,9.1,74
686,逻辑的引擎,https://book.douban.com/subject/30171335/,[美] 马丁•戴维斯 / 张卜天 / 湖南科学技术出版社 / 2018-1 / 49.00,8.2,74
687,深入理解计算机系统（英文版·第3版）,https://book.douban.com/subject/27000879/,Randal E.Bryant、David O'Hallaron / 机械工业出版社 / 2017-3 / 239,10.0,72
688,Dreaming in Code,https://book.douban.com/subject/1957932/,Scott Rosenberg / Crown / 2007-1-16 / USD 25.95,7.8,72
689,UNIX网络编程 卷1：套接字联网API（第3版）,https://book.douban.com/subject/26434583/,[美]W. 理查德•史蒂文斯（W. Richard Stevens）、比尔• 芬纳（Bill Fenner）、安德鲁 M. 鲁道夫（Andrew M. Rudoff） / 匿名 / 人民邮电出版社 / 2014-6-1 / 129.00,9.6,72
690,压力下的角逐,https://book.douban.com/subject/4188453/,戴维‧希普 / 郑磊 / 南京大学出版社 / 2010-1 / 34.00元,7.3,72
691,"Essentials of Programming Languages, 3rd Edition",https://book.douban.com/subject/3136252/,Daniel P. Friedman、Mitchell Wand / The MIT Press / 2008-04-30 / USD 65.00,9.2,71
692,UNIX编程艺术,https://book.douban.com/subject/11609943/,[美] Eric S. Raymond / 姜宏、何源、蔡晓骏 / 电子工业出版社 / 2012-8 / 99.00元,9.2,71
693,Reinforcement Learning,https://book.douban.com/subject/30323890/,Richard S. Sutton、Andrew G. Barto / A Bradford Book / 2018-11-13 / USD 76.00,9.9,71
694,数学在科学和社会中的作用,https://book.douban.com/subject/3422711/,[美] 冯·诺依曼 / 大连理工大学出版社 / 2009-1 / 20.00元,8.4,71
695,数值分析,https://book.douban.com/subject/4188358/,索尔 (Timothy Sauer) / 吴兆金、王国英、范红军 / 人民邮电出版社 / 2010-1 / 79.00元,9.4,70
696,Cracking the Coding Interview,https://book.douban.com/subject/26570695/,Gayle Laakmann McDowell / CareerCup / 2015-7-1 / USD 39.95,8.9,70
697,代码本色：用编程模拟自然系统,https://book.douban.com/subject/26264736/,Daniel Shiffman / 周晗彬 / 人民邮电出版社 / 2014-10 / 99.00元,8.9,70
698,深入理解程序设计,https://book.douban.com/subject/25789594/,[美] Jonathan Bartlett / 郭晴霞 / 人民邮电出版社 / 2014-1 / 49.00,8.3,69
699,深入浅出Docker,https://book.douban.com/subject/30486354/,[英]奈吉尔· 波尔顿（Nigel Poulton） / 李瑞丰、刘康 / 人民邮电出版社 / 2019-3-1 / 69,8.2,68
700,神奇的数学,https://book.douban.com/subject/20451391/,马库斯·杜·索托伊 / 程玺 / 人民邮电出版社 / 2013-1 / 29.00元,7.9,68
701,自动机理论、语言和计算导论,https://book.douban.com/subject/3171389/,霍普克罗夫特 (John E.Hopcroft)、Rajeev Motwani、Jeffrey D.Ullman / 机械工业出版社 / 2008-7-1 / 49.00元,8.4,68
702,Web安全深度剖析,https://book.douban.com/subject/26348894/,张炳帅 / 电子工业出版社 / 2015-4 / 59.00元,7.6,68
703,远大前程,https://book.douban.com/subject/7155000/,Sam Lightstone / 万晓光 / 人民邮电出版社 / 2012-6-5 / 69.00元,7.8,67
704,Nine Algorithms That Changed the Future,https://book.douban.com/subject/6905019/,John MacCormick / Princeton University Press / 2011-12-27 / GBP 19.95,8.5,67
705,数据结构与算法分析,https://book.douban.com/subject/26745780/,韦斯 (Mark Allen Weiss) / 陈越 / 机械工业出版社 / 2016-3-1 / 69.00元,8.6,67
706,重构,https://book.douban.com/subject/26575459/,[美]马丁•福勒（Martin Fowler） / 熊节 / 人民邮电出版社 / 2015-8 / 69.00,9.3,66
707,算法新解,https://book.douban.com/subject/26931430/,刘新宇 / 人民邮电出版社 / 2016-12-1 / CNY 99.00,9.2,66
708,深度学习与计算机视觉,https://book.douban.com/subject/27125397/,叶韵 / 机械工业出版社 / 2017-7-25 / 79,8.4,66
709,互联网创业核心技术：构建可伸缩的web应用,https://book.douban.com/subject/26906846/,【美】Artur Ejsmont / 李智慧、何坤 / 电子工业出版社 / 2016-12 / 89,8.2,65
710,大话计算机,https://book.douban.com/subject/33408234/,张冬 / 清华大学出版社 / 2019-5-1 / 598,7.5,65
711,人工智能哲学,https://book.douban.com/subject/1084946/,玛格丽特·博登 / 刘西瑞 / 上海译文出版社 / 2001-11 / 23.6,8.8,65
712,Webpack实战：入门、进阶与调优,https://book.douban.com/subject/34430881/,居玉皓 著 / 机械工业出版社 / 2019-6 / 69.00元,9.3,65
713,捉虫日记,https://book.douban.com/subject/11589836/,Tobias Klein / 张伸 / 人民邮电出版社 / 2012-9 / 39.00元,8.8,65
714,人人都是数据分析师,https://book.douban.com/subject/26657923/,刘红阁、王淑娟、温融冰 / 人民邮电出版社 / 2015-11 / 69.00元,7.2,65
715,精通Git（第2版）,https://book.douban.com/subject/27133267/,Scott Chacon、Ben Straub / 门佳、刘梓懿 / 人民邮电出版社 / 2017-9 / 89.00元,8.6,63
