,title,author,source,vote
459,Web 开发者必上的 10 个网站,Aufree,https://www.jianshu.com/p/f74c137c5108,378
460,iOS10个实用小技巧（总有你不知道的和你会用到的）,_南山忆,https://www.jianshu.com/p/a3156826c27c,378
461,面向忙碌开发者的 Android 知识点收录,AllenJuns,https://www.jianshu.com/p/274a64b8a78f,377
462,9行代码让你App内的Fragment对重叠说再见,YoKey,https://www.jianshu.com/p/c12a98a36b2b,377
463,程序员如何提升英语水平,张旭乾,https://www.jianshu.com/p/98034f429667,375
464,Java 进阶 & 1分钟理解Token ，Cookie，Session,一颗小梪梪,https://www.jianshu.com/p/8ef0c5a551d3,375
465,OKHttp源码解析(一)--初阶,隔壁老李头,https://www.jianshu.com/p/82f74db14a18,375
466,Github 365天: 给你一年的时间，你会怎样去提高你的水平,phodal,https://www.jianshu.com/p/c343339560d1,374
467,没时间解释了，快使用Snackbar!——Android Snackbar花式使用指南,简名,https://www.jianshu.com/p/cd1e80e64311,373
468,完整攻略！让你的网页加载时间降低到 1s 内！,齐修_qixiuss,https://www.jianshu.com/p/d857c3ff78d6,372
469,2019BATJ面试题汇总详解：MyBatis+MySQL+Spring+Redis+多线程,慕容千语,https://www.jianshu.com/p/3a173d7313fd,371
470,Git，Github和Gitlab简介和基本使用,程序员联盟,https://www.jianshu.com/p/8d497989f704,370
471,关系数据库常用SQL语句语法大全,seay,https://www.jianshu.com/p/e47f0e82b127,370
472,【springboot+easypoi】一行代码搞定excel导入导出,小尘哥,https://www.jianshu.com/p/5d67fb720ece,370
473,iOS无埋点数据SDK实践之路,zerygao,https://www.jianshu.com/p/69ce01e15042,370
474,25岁，我过的如此迷茫,如若婉见,https://www.jianshu.com/p/6647d293c7ea,369
475,AFNetworking 3 批量上传图片的 3 种方法,戴仓薯,https://www.jianshu.com/p/2cb9136c837a,369
476,Objective-C与JavaScript交互的那些事,TIME_for,https://www.jianshu.com/p/f896d73c670a,368
477,iOS-BLE蓝牙开发持续更新,煜寒了,https://www.jianshu.com/p/84b5b834b942,368
478,如果这样来理解HTTPS，一篇就够了！,JackJiang2011,https://www.jianshu.com/p/c463629afb47,368
479,极速求职 —— 五天面完腾讯、阿里等公司,落影loyinglin,https://www.jianshu.com/p/eac7170227fb,367
480,【译】让人脑洞大开的五个科技公司面试题,忽来,https://www.jianshu.com/p/97d0d9842a7d,367
481,你能用到的iOS面试题(一),没阳光的午后,https://www.jianshu.com/p/c22886db98ec,367
482,史上最精炼JAVA知识点基础总结,清枫_小天,https://www.jianshu.com/p/9caf1c755889,367
483,极速求职 —— 五天面完腾讯、阿里等公司,落影loyinglin,https://www.jianshu.com/p/eac7170227fb,367
484,Aria2-不限速全平台下载利器,timhbw,https://www.jianshu.com/p/bb9490ea1c4d,366
485,月薪8k 和 月薪28K的程序员差距在哪里？,java成功之路,https://www.jianshu.com/p/e8b408d513bc,366
486,Vue 移动端框架,grain先森,https://www.jianshu.com/p/1e05c8d68407,365
487,给你一份Spring Boot知识清单,CHEN川,https://www.jianshu.com/p/83693d3d0a65,365
488,每个程序员都应该了解的一件事,技匠,https://www.jianshu.com/p/68fa0bca10f9,364
489,小猪的Git使用总结,coder_pig,https://www.jianshu.com/p/7220132da61b,364
490,你真的了解APP吗？,邹志楠,https://www.jianshu.com/p/40b01dd1a7bd,364
491,为什么程序员应该写博客？用什么博客系统？,程序员联盟,https://www.jianshu.com/p/f7a970b08362,364
492,贝塞尔曲线开发的艺术,eclipse_xu,https://www.jianshu.com/p/55c721887568,364
493,iOS Core Data 数据迁移 指南,一缕殇流化隐半边冰霜,https://www.jianshu.com/p/b3b764fc5191,362
494,【译】Java 8的新特性—终极版,javaadu,https://www.jianshu.com/p/5b800057f2d8,362
495,iOS 开发中你是否遇到这些经验问题(二),判若两人丶,https://www.jianshu.com/p/a924b4a17686,360
496,手把手教你从Core Data迁移到Realm,一缕殇流化隐半边冰霜,https://www.jianshu.com/p/d79b2b1bfa72,359
497,用Python写一个命令行火车票查看器,protream,https://www.jianshu.com/p/f411d7e10c41,359
498,从零开始搭建Android组件化框架,tome869535144,https://www.jianshu.com/p/ba32488f9555,359
499,IDEA入门级使用教程----你怎么还在用eclipse？,Sharember,https://www.jianshu.com/p/0e2bf6a1efda,357
500,前端基础进阶（十二）：深入核心，详解事件循环机制,这波能反杀,https://www.jianshu.com/p/12b9f73c5a4f,356
501,"Android无需权限显示悬浮窗, 兼谈逆向分析app",Shawon,https://www.jianshu.com/p/167fd5f47d5c,356
502,Weex 是如何在 iOS 客户端上跑起来的,一缕殇流化隐半边冰霜,https://www.jianshu.com/p/41cde2c62b81,355
503,如果要学一门计算机语言，就学这个吧,意见狗威廉,https://www.jianshu.com/p/bb480e867999,354
504,如果要学一门计算机语言，就学这个吧,意见狗威廉,https://www.jianshu.com/p/bb480e867999,354
505,「Githug」Git 游戏通关流程,_Ryeeeeee,https://www.jianshu.com/p/482b32716bbe,354
506,Fragment全解析系列（二）：正确的使用姿势,YoKey,https://www.jianshu.com/p/fd71d65f0ec6,354
507,【译】[干货] Android 开发规范与应用,小池laucherish,https://www.jianshu.com/p/4390f4fe19b3,353
508,你肯定学了假的编程,荣趣AI编程,https://www.jianshu.com/p/fe1da52da085,353
509,年底啦，java后台面试题整理,jsondream,https://www.jianshu.com/p/f5dee1306d0d,353
510,Android组件化开发实践,wutongke,https://www.jianshu.com/p/186fa07fc48a,353
511,面试杂谈：“N年工作经验”真的有用吗？,张砷镓,https://www.jianshu.com/p/bc4f83f1dfb2,352
512,程序员必知的七个图形工具,phodal,https://www.jianshu.com/p/866cb6c89c33,352
513,Mysql大表优化方案,若与,https://www.jianshu.com/p/03c7a8bccac5,352
514,Mysql大表优化方案,若与,https://www.jianshu.com/p/03c7a8bccac5,352
515,一名全栈工程师的必备工具箱,程序员的那点事,https://www.jianshu.com/p/edf1e45a9b7a,351
516,用MediaPlayer+TextureView封装一个完美实现全屏、小窗口的视频播放器,xiaoyanger,https://www.jianshu.com/p/420f7b14d6f6,351
517,一名3年工作经验的程序员应该具备的技能,醉馬当前闯,https://www.jianshu.com/p/d00bda241f4b,350
518,SpringBoot API 接口防刷,帅大叔的简书,https://www.jianshu.com/p/836938a9d373,350
519,iOS下音视频通信-基于WebRTC,涂耀辉,https://www.jianshu.com/p/c49da1d93df4,349
520,阿里云ECS建网站（建站）超详细全套完整图文教程！菜鸟必看！,Ethan_HangZhou,https://www.jianshu.com/p/2604e53a7f6a,348
521,Javascript 中的神器——Promise ,流星狂飙,https://www.jianshu.com/p/063f7e490e9a,348
522,Java基础与提高干货系列——Java反射机制,嘟爷MD,https://www.jianshu.com/p/f67182a482eb,347
523,Git使用中的一些奇技淫巧,占小狼,https://www.jianshu.com/p/9701d49810f7,347
524,Flutter豆瓣客户端，诚心开源,徐爱卿,https://www.jianshu.com/p/eee1a97090c0,347
525,Android JNI(一)——NDK与JNI基础,隔壁老李头,https://www.jianshu.com/p/87ce6f565d37,346
526,优质APP|2018最佳开源APP,阿年和狗,https://www.jianshu.com/p/31c0b42820fb,345
527,优质APP|2018最佳开源APP,阿年和狗,https://www.jianshu.com/p/31c0b42820fb,345
528,【干货】Android真正的“万能”Adapter,FullStack,https://www.jianshu.com/p/d6a76fd3ea5b,344
529,Anaconda使用总结,PeterYuan,https://www.jianshu.com/p/2f3be7781451,343
530,HTML知识点整理,YCosmos,https://www.jianshu.com/p/72a590b29cbc,343
531,解读Android官方MVP项目单元测试,geniusmart,https://www.jianshu.com/p/cf446be43ae8,343
532,WWDC2016 Session笔记 - iOS 10  推送Notification新特性,一缕殇流化隐半边冰霜,https://www.jianshu.com/p/9b720efe3779,342
533,VTMagic的使用介绍,九流书生,https://www.jianshu.com/p/cb2edb21055f,341
534,git操作是不是很难记住？,Mr_Alpha,https://www.jianshu.com/p/e870fdd971fc,340
535,20张Cheat Sheet，让前端开发与设计效率x2,技匠,https://www.jianshu.com/p/bf266ec5a244,340
536,【福利】微信小程序130个精选Demo合集,祈澈菇凉,https://www.jianshu.com/p/b5820cf9ff58,340
537,油猴子!  给浏览器开个挂,zhaoolee,https://www.jianshu.com/p/8d62228c6961,339
538,Android：手把手带你 深入读懂 Retrofit 2.0 源码,Carson_Ho,https://www.jianshu.com/p/0c055ad46b6c,339
539,iOS如何优雅的处理“回调地狱Callback hell”(一)——使用PromiseKit,一缕殇流化隐半边冰霜,https://www.jianshu.com/p/f060cfd52f17,338
540,前端网站资源精编！！,RossWen,https://www.jianshu.com/p/ee50ae9451db,337
541,你能用到的iOS面试题(二),没阳光的午后,https://www.jianshu.com/p/da931f159f14,337
542,程序员面试字节跳动，被怼了~,赵客缦胡缨v吴钩霜雪明,https://www.jianshu.com/p/ac92c761d608,336
543,vue入门 | 使用vue.js2.0 + ElementUI开发后台管理系统详细教程（二）,前端小母鸡,https://www.jianshu.com/p/0a7aef90d0e8,336
544,Instruments性能检测,和珏猫,https://www.jianshu.com/p/9e94e42cfb01,336
545,【图文详解】python爬虫实战——5分钟做个图片自动下载器,voidsky_很有趣儿,https://www.jianshu.com/p/19c846daccb3,336
546,那些年收藏的Android开源库集合(UI效果),imflyn,https://www.jianshu.com/p/05cb14b7776d,336
547,TableView优化之高度缓存,老司机Wicky,https://www.jianshu.com/p/2b192257276f,335
548,为跳槽的你献计献策（Android）,Blankj,https://www.jianshu.com/p/7c700983989a,335
549,手把手教你写一个完整的自定义View,Carson_Ho,https://www.jianshu.com/p/e9d8420b1b9c,334
550,Git的使用以及GitHub的配置,J_mailbox,https://www.jianshu.com/p/6ae3697a7c93,334
551,Python爬虫系列（一）初期学习爬虫的拾遗与总结（11.4更）,致Great,https://www.jianshu.com/p/7e696d39ee1e,334
552,讲真，别再使用JWT了！,ThoughtWorks,https://www.jianshu.com/p/af8360b83a9f,334
553,Windows10内置Linux子系统初体验,anyesu,https://www.jianshu.com/p/bc38ed12da1d,334
554,使用Vue开发微信小程序：mpvue框架,一斤代码,https://www.jianshu.com/p/8f779950bfd9,334
555,给初学者的RxJava2.0教程(八),Season_zlc,https://www.jianshu.com/p/a75ecf461e02,334
556,Java Web技术总结（目录）,javaadu,https://www.jianshu.com/p/539bdb7d6cfa,333
557,Android 学习指南（2017版）,天哥在奔跑,https://www.jianshu.com/p/f6681e417d40,333
558,Android Virtualview：淘宝、天猫又开源了一个动态化、高性能的UI框架,Carson_Ho,https://www.jianshu.com/p/5bd7a210b800,333
559,简单理解Vue中的nextTick,Ruheng,https://www.jianshu.com/p/a7550c0e164f,333
560,Android：Activity与Fragment通信(99%)完美解决方案,牛晓伟,https://www.jianshu.com/p/1b824e26105b,332
561,少年，老夫带你撸一把Android项目框架，你可想学？,香脆的大鸡排,https://www.jianshu.com/p/06d417b554ef,332
562,iOS Xcode全面剖析,王隆帅,https://www.jianshu.com/p/3c8527898e84,332
563,高效图片轮播，两个ImageView实现,codingZero,https://www.jianshu.com/p/ef03ec7f23b2,331
564, 实践！业余时间做的一款阅读类App （MVP + RxJava + Retrofit）,wanbo_,https://www.jianshu.com/p/be0f4a4863ae,331
565,APP消息推送（Push），竟然还有这么多你不知道的,大城小胖Chris,https://www.jianshu.com/p/194819dfc76e,331
566,iOS数据库离线缓存思路和网络层封装,Shelin,https://www.jianshu.com/p/f2e59e98ab86,330
567,如何学习Python？这篇文章帮你指明方向,科技银狐,https://www.jianshu.com/p/eea22d8f3704,330
568,Git版本控制与工作流,Sam_Lau,https://www.jianshu.com/p/67afe711c731,329
569,装上这几个 VSCode 插件后，上班划水摸鱼不是梦,Fundebug,https://www.jianshu.com/p/ebc928e7e1ec,329
570,一次模拟简单秒杀场景的实践 Docker + Nodejs + Kafka + Redis + MySQL,BlairWaldorf,https://www.jianshu.com/p/c18e61d0726c,329
571,Android：手把手教你构建 全面的WebView 缓存机制 & 资源加载方案,Carson_Ho,https://www.jianshu.com/p/5e7075f4875f,329
572,"Dagger2 入门,以初学者角度.",zFxiang_,https://www.jianshu.com/p/1d84ba23f4d2,328
573,最近5年133个Java面试问题列表,Java小铺,https://www.jianshu.com/p/e58920e1e3aa,328
574,iOS开发 iOS10推送必看(基础篇),徐不同,https://www.jianshu.com/p/f5337e8f336d,328
575,骚年你的屏幕适配方式该升级了!-今日头条适配方案,JessYan,https://www.jianshu.com/p/55e0fca23b4f,328
576,做到月薪30K你需要做什么？达到什么样的能力！,Java架构,https://www.jianshu.com/p/7212d7d5ef1d,327
577,如何开发出一款仿映客直播APP项目实践篇 -【原理篇】,_方丈,https://www.jianshu.com/p/b2674fc2ac35,327
578,Android Material Design 兼容库的使用详解,_SOLID,https://www.jianshu.com/p/1e6eed09d48b,326
579,2018 最新iOS面试真题大全(3-5年),Silence_广,https://www.jianshu.com/p/2d9c9ecc034e,326
580,微信小程序-从零开始制作一个跑步微信小程序,alanwangmodify,https://www.jianshu.com/p/6e826464d52c,326
581,Java常见面试题及答案,littleKang,https://www.jianshu.com/p/04c0d796d877,326
582,Android Tangram模型：连淘宝、天猫都在用的UI框架模型你一定要懂,Carson_Ho,https://www.jianshu.com/p/b339c2d2d500,326
583,iOS 特种label：镂空文字、类歌词进度显示文字,霖溦,https://www.jianshu.com/p/93592bdc99c6,326
584,iOS WKWebView的使用,且行且珍惜_iOS,https://www.jianshu.com/p/5cf0d241ae12,324
585,【移动开发】关于视频直播技术，你想要知道的都在这里了（三）编码和封装,七牛云,https://www.jianshu.com/p/b61cd0bc2abe,323
586,三分钟学会用SpringMVC搭建最小系统（超详细）,剽悍一小兔,https://www.jianshu.com/p/0ccaa4af05fc,322
587,最强的浏览器插件——油猴脚本,木山MS,https://www.jianshu.com/p/bb5c00d44f3c,321
588,大佬分享：180+道Java面试题目！含答案解析！,Java高级架构,https://www.jianshu.com/p/335789de7106,320
589,iOS推送之远程推送（iOS Notification Of Remote Notification）,TIME_for,https://www.jianshu.com/p/4b947569a548,319
590,iOS开发基础知识：Core Animation(核心动画),加斯加的猿,https://www.jianshu.com/p/8c1c1697c0ce,319
591,iOS身份证号码识别,peaktan,https://www.jianshu.com/p/ac4c4536ca3e,319
592,教你如何从0到1实现组件化架构,袁峥,https://www.jianshu.com/p/7b4667cde80b,318
593,iOS开发学习路线,筑梦师Winston,https://www.jianshu.com/p/e41e116837b5,318
594,对区块链的认知清单(附电子书),吴晓布,https://www.jianshu.com/p/28c41f020fed,317
595,程序员平时该如何学习来提升自己的技术,非著名程序员,https://www.jianshu.com/p/16d4f200750b,317
596,Android高级进阶知识（这是总目录索引）,ZJ_Rocky,https://www.jianshu.com/p/0680be542f6e,317
597,Android常用库之遇见你真舒心,Jcme丶Ls,https://www.jianshu.com/p/19368c2cdcaf,316
598,Android面试一天一题（1 Day）,goeasyway,https://www.jianshu.com/p/7a7db9f8692d,316
599,GO语言零基础入门资料整理,汪汪汪不是我的语言,https://www.jianshu.com/p/a70098a94d18,316
600,Fragment之我的解决方案：Fragmentation,YoKey,https://www.jianshu.com/p/38f7994faa6b,316
601,2016Android开源项目及库汇总,Rance935,https://www.jianshu.com/p/f498179798b5,314
602,让你高效工作的六大Chrome拓展及应用,GeekMonKey,https://www.jianshu.com/p/7f8f5cba816c,314
603,10个实用而强大的数据地图，不懂代码也会做！,帆软,https://www.jianshu.com/p/936b97ee4f86,314
604,HashMap? ConcurrentHashMap? 相信看完这篇没人能难住你！,crossoverJie,https://www.jianshu.com/p/95a9a82d7a1c,314
605,iOS 关于MVVM Without ReactiveCocoa设计模式的那些事,CoderMikeHe,https://www.jianshu.com/p/db8400e1d40e,314
606,请收下我的 20 个 Flutter 开源项目,lovesosoi,https://www.jianshu.com/p/72e359bfe1e0,314
607,iOS动画详解（学习动画看这一篇就够了）,wu大维,https://www.jianshu.com/p/79a0b3c7086c,313
608,不美翻怎么开发!Ubuntu 16.04 LTS深度美化!(2017年度定稿版),SeanDepp,https://www.jianshu.com/p/4bd2d9b1af41,313
609,iOS开发中的这些权限，你搞懂了吗？,Jack_lin,https://www.jianshu.com/p/27e57922232b,313
610,"别怕,手把手带你撕、拉、扯下SpringMVC的外衣",肥朝,https://www.jianshu.com/p/2372548defdb,312
611,几句代码快速集成自定义转场效果+ 全手势驱动,wazrx,https://www.jianshu.com/p/e498b956491c,312
612,你拥有它，让你Android开发更简单,Leeyia,https://www.jianshu.com/p/22ff8b5fdadc,311
613,Linux也可以这样美——Ubuntu18.04安装、配置、美化-踩坑记,丶legend,https://www.jianshu.com/p/f9e905abea91,311
614,iOS中一句代码解决倒计时问题,HenryCheng,https://www.jianshu.com/p/ccbbdc776876,310
615,Runtime全方位装逼指南,戴尼玛,https://www.jianshu.com/p/efeb33712445,310
616,一个小时打造新闻app,五谷观精分道长,https://www.jianshu.com/p/c2e79cf83c32,309
617,满足你的电子书资源需求，这两个网站就够了,肉肉Ray,https://www.jianshu.com/p/dbfbd3600636,309
618,满足你的电子书资源需求，这两个网站就够了,肉肉Ray,https://www.jianshu.com/p/dbfbd3600636,309
619,最全面的 Material Design 学习资料,Luosunce,https://www.jianshu.com/p/5dfed8a3a017,308
620,《Spring Boot Cookbook》阅读笔记,javaadu,https://www.jianshu.com/p/5ac18abc91f0,308
621,一步搭建你的私密网盘,左蓝,https://www.jianshu.com/p/792a5c1fa44b,308
622,［译］开发安卓Apps，我所努力学习到的三十多条宝贵经验,亦枫,https://www.jianshu.com/p/ea27b6f533d4,306
623,十年编程开发生涯，回头来只剩下这些了！,慕容千语,https://www.jianshu.com/p/6ace44e71884,306
624,是时候学习RxJava了,_SOLID,https://www.jianshu.com/p/8cf84f719188,306
625,网页前端资源整合,欧巴冰冰,https://www.jianshu.com/p/02c5a364cc1c,306
626,IT项目管理套路，你知道几个？,编程的厨子,https://www.jianshu.com/p/0680a35d3a36,305
627,如何做到像百度云或者网易公开课一样动态更换APP启动图,AimLay,https://www.jianshu.com/p/1c959484ac72,305
628,使用 Charles 获取 https 的数据,hrscy,https://www.jianshu.com/p/235bc6c3ca77,305
629,Android 动画总结,IAM四十二,https://www.jianshu.com/p/420629118c10,305
630,老生常谈，HashMap的死循环,占小狼,https://www.jianshu.com/p/1e9cf0ac07f4,305
631,程序员如何优雅使用mac,it书童,https://www.jianshu.com/p/0f011540c7ed,303
632,"对于程序员, 为什么英语比数学更重要? 如何学习",程序员联盟,https://www.jianshu.com/p/0194b98df6bc,303
633,"【如何正确使用const,static,extern】|那些人追的干货",袁峥,https://www.jianshu.com/p/2fd58ed2cf55,302
634,程序员，你迷惘吗？,JamFF,https://www.jianshu.com/p/e2edff09ae8e,302
635,为什么程序员应该有一台Mac个人电脑,程序员联盟,https://www.jianshu.com/p/96eafdac37a7,302
636,神经病院Objective-C Runtime出院第三天——如何正确使用Runtime,一缕殇流化隐半边冰霜,https://www.jianshu.com/p/db6dc23834e3,301
637,大话后端开发的奇淫技巧大集合,SFLYQ,https://www.jianshu.com/p/fb6c62f35bc6,301
638,神经病院Objective-C Runtime出院第三天——如何正确使用Runtime,一缕殇流化隐半边冰霜,https://www.jianshu.com/p/db6dc23834e3,301
639,线程、多线程与线程池总结,孙福生微博,https://www.jianshu.com/p/b8197dd2934c,301
640,iOS控件-UICollectionView基本使用详解（OC）,Developer_Yancy,https://www.jianshu.com/p/0d1e2e067f6c,300
641,资源帖-优秀博客、iOS开发技术文、学习网站,悟空没空,https://www.jianshu.com/p/619c61d9c8fb,300
642,一个在校大学生的开源之路：从0到1024,CoderKo1o,https://www.jianshu.com/p/d2021cb7a2f8,300
643,细数不懂Spring底层原理带来的伤与痛,程序员技术圈,https://www.jianshu.com/p/c9de414221ac,300
644,soda学python-我分析了孙燕姿的四万字歌词发现,soda哒哒,https://www.jianshu.com/p/bc1878af50fb,299
645,手把手带你深入浅出神秘的设计模式,Carson_Ho,https://www.jianshu.com/p/6e5eda3a51af,299
646,用两张图告诉你，为什么你的App会卡顿?,CoorChice,https://www.jianshu.com/p/df4d5ec779c8,299
647,前端开发面试题之 JavaScript,晓松,https://www.jianshu.com/p/05d84b60a1dc,298
648,十分钟搭建App主流框架_纯代码搭建(OC),Developer_Yancy,https://www.jianshu.com/p/fc71652f2f89,298
649,Vue 学习笔记,AlessiaLi,https://www.jianshu.com/p/06be98001dc3,298
650,Android Transition Framework详解---超炫的动画框架,WakeHao,https://www.jianshu.com/p/e497123652b5,298
651,为什么要学习函数式编程？因为如果你手里只有锤子，看什么都像钉子,阿里云云栖号,https://www.jianshu.com/p/6745a20e1af0,296
652,iOS蓝牙开发,TianBai,https://www.jianshu.com/p/ee4fef3762ef,296
653,硅谷和国内的 iOS 开发到底有何不同？,故胤道长,https://www.jianshu.com/p/63aec174bdb7,295
654,iOS超全开源框架、项目和学习资料汇总（5）AppleWatch、经典博客、三方开源总结篇,DevYao,https://www.jianshu.com/p/c6df49bb8229,295
655,硅谷和国内的 iOS 开发到底有何不同？,故胤道长,https://www.jianshu.com/p/63aec174bdb7,295
656,iOS 关于MVC和MVVM设计模式的那些事,CoderMikeHe,https://www.jianshu.com/p/caaa173071f3,295
657,我打赌你一定没搞明白的Activity启动模式,尹star,https://www.jianshu.com/p/2a9fcf3c11e4,294
658,2018  iOS  面试题大全,Silence_广,https://www.jianshu.com/p/1798ba01e9ef,293
659,83岁清华奶奶应聘阿里，一出手震住全场，然而更厉害的是…,阿里云云栖号,https://www.jianshu.com/p/6a44e6f3414a,293
660,程序媛也可以骚情哈,lovelylily444,https://www.jianshu.com/p/a31256669e9c,293
661,如何招到一个靠谱的程序员,技匠,https://www.jianshu.com/p/7a88c3df9363,292
662,你加班太多是因为你的代码写的烂,敏捷力,https://www.jianshu.com/p/61163bc6f772,291
663,这些是 Python 官方推荐的最好书籍,极小光,https://www.jianshu.com/p/99028b067805,291
664,前端开发面试题之综合篇,晓松,https://www.jianshu.com/p/fe62c7e33ba8,290
665,碎片化英语学习：用Anki把词典搬进你的脑袋,Corkine,https://www.jianshu.com/p/07f74ee0f1aa,290
666,iOS动画-通篇详解,抱紧我的小鲤鱼,https://www.jianshu.com/p/3f48fabaca19,290
667,Scikit-learn使用总结,Cer_ml,https://www.jianshu.com/p/516f009c0875,290
668,Intellij IDEA 一些不为人知的技巧,khotyn,https://www.jianshu.com/p/364b94a664ff,289
669,从GitHub中整理出来的15个最受欢迎的Python开源框架，你喜欢哪个,阿里云云栖号,https://www.jianshu.com/p/4648ecc4adcf,289
670,UOS（最美操作系统）安装与使用体验,JakietYu,https://www.jianshu.com/p/3c7a2aee18a8,289
671,「iOS」行车服务app 「客户端、后端思路+代码」,halohily,https://www.jianshu.com/p/264961e62de7,288
672,2017年4月x团面试总结[新],黑马有点白Android,https://www.jianshu.com/p/ab4d0c6e9481,288
673,Chrome 浏览器最牛插件之一  Vimium,ripperhe,https://www.jianshu.com/p/2ac3c064ba9c,288
674,高仿知乎日报 （Material Design + MVP + RxJava + Retrofit）,小yi,https://www.jianshu.com/p/61efdc826c01,288
675,深入浅出CAS,占小狼,https://www.jianshu.com/p/fb6e91b013cc,288
676,iOS 推送全解析，你不可不知的所有 Tips！,pikacode,https://www.jianshu.com/p/e9c313df746f,287
677,iOS面试准备之思维导图,五分钟学算法,https://www.jianshu.com/p/a2c85b9f6a25,287
678,Android Handler：手把手带你深入分析 Handler机制源码,Carson_Ho,https://www.jianshu.com/p/b4d745c7ff7a,287
679,PS新功能各种好用，简化了操作难度却提升了效果,阿随向前冲,https://www.jianshu.com/p/5e0e124aa19a,286
680,你要是不穷，我劝你还是别做个人品牌了,彭小六,https://www.jianshu.com/p/26dae42f5a08,285
681,掌握这7点，不懂代码也能做出酷炫可视化大屏！,帆软,https://www.jianshu.com/p/aa33056a893e,285
682,Git学习之思维导图,Jadyn_Wu,https://www.jianshu.com/p/e2f553942317,285
683,Android 开发规范（完结版）,Blankj,https://www.jianshu.com/p/45c1675bec69,285
684,简书用户数据第一篇,浪费了昨天,https://www.jianshu.com/p/996ffdb2b05e,284
685,"如何快速给自己构建一个温馨的""家""——用Jekyll搭建静态博客",一缕殇流化隐半边冰霜,https://www.jianshu.com/p/9a6bc31d329d,284
686,微服务架构下的统一身份认证和授权,mtide_net,https://www.jianshu.com/p/2571f6a4e192,284
687,掌握jQuery插件开发，这篇文章就够了,留七七,https://www.jianshu.com/p/518d424d4994,284
688,Android 屏幕适配终结者,Blankj,https://www.jianshu.com/p/7da141e682c7,284
689,国内 90%以上的 iOS 开发者，对 APNs 的认识都是错的,iOS程序犭袁,https://www.jianshu.com/p/ace1b422bad4,284
690,工具类之SpannableStringUtils（相信你会爱上它）,Blankj,https://www.jianshu.com/p/960467ac56c8,283
691,iOS效率神器fastlane自动打包,mirrorzyb,https://www.jianshu.com/p/5d836e89d9d1,283
692,「iOS」高仿【少数派】客户端 代码+思路讲解,halohily,https://www.jianshu.com/p/1265eea814c6,283
693,Android CoordinatorLayout之自定义Behavior,SheHuan,https://www.jianshu.com/p/b987fad8fcb4,283
694,PS大变活人，让你的画从纸上走出来,阿随向前冲,https://www.jianshu.com/p/62360510d883,282
695,App启动加载广告页面思路,zhq1992,https://www.jianshu.com/p/ffa65292abf2,281
696,做一个懂设计的程序员,帅气小伙,https://www.jianshu.com/p/5ea5a67d5c91,281
697,微信小程序从零开始开发步骤（一）搭建开发环境,祈澈菇凉,https://www.jianshu.com/p/0ff8c3b2f59f,281
698,使用 CoordinatorLayout 实现复杂联动效果,Cyandev,https://www.jianshu.com/p/7f50faa65622,281
699,新晋小白如何玩转简书投稿 |个人经验+大神分享整理,橙的梦,https://www.jianshu.com/p/a1d2e067b603,281
700,【干货】五分钟，正则表达式不再是你的烦恼,Jorn丶Wu,https://www.jianshu.com/p/4f258d81ff4c,280
701,程序员教我的那些事,彭小六,https://www.jianshu.com/p/b00c6cf27941,280
702,思维导图学Java虚拟机,被称为L的男人,https://www.jianshu.com/p/ff4a1795e462,280
703,【React Native】从源码一步一步解析它的实现原理,袁峥,https://www.jianshu.com/p/5cc61ec04b39,280
704,iOS Crash 杀手排名,国士无双A,https://www.jianshu.com/p/c7efbc283480,279
705,AFNetworking到底做了什么？(终),涂耀辉,https://www.jianshu.com/p/7ed7c0be15b4,279
706,微信小程序开源项目库汇总,OpenDigg,https://www.jianshu.com/p/e570fe05da4b,278
707,（已上传源码）最近开发的一款应用，我选择了哪些框架 & 第三方库,OCNYang,https://www.jianshu.com/p/3442a0b2eee1,278
708,前端基础进阶（八）：在chrome开发者工具中观察函数调用栈、作用域链与闭包,这波能反杀,https://www.jianshu.com/p/73122bb3d262,278
709,不可思议的OOM,陶菜菜,https://www.jianshu.com/p/e574f0ffdb42,278
710,安卓面试题 进阶篇,MrHorse1992,https://www.jianshu.com/p/eae483bad409,278
711,安居客Android项目架构演进,张磊BARON,https://www.jianshu.com/p/6fcff2abf468,277
712,从一个实战项目来看一下React Native开发的几个关键技术点,J_Knight_,https://www.jianshu.com/p/241241aae095,277
713,程序员的十年工作创业血泪史，万字长文，仔细读完，受益匪浅,程序员技术圈,https://www.jianshu.com/p/2241a2f3c1a4,277
714,『程序员必备软件』—— 编辑预览于一身的 Typora,下位子,https://www.jianshu.com/p/434082e3275b,277
715,计算机网络中的TCP/UDP协议到底是怎么回事（一）,Joy___,https://www.jianshu.com/p/8be9b3204864,277
716,前端基础进阶（十六）：es6常用基础合集,这波能反杀,https://www.jianshu.com/p/cfb0893c34f1,277
717,深入理解浏览器的缓存机制,浪里行舟,https://www.jianshu.com/p/54cc04190252,277
718,推荐一款github管理神器SourceTree,codeGlider,https://www.jianshu.com/p/a1d5645e11ad,276
719,iOS中使用RSA加密,jianshu_wl,https://www.jianshu.com/p/74a796ec5038,276
720,iOS 即时视频和聊天(基于环信),Figo_OU,https://www.jianshu.com/p/cd6724e864b1,276
721,[干货]一种快速毛玻璃虚化效果实现--Android,wingjay,https://www.jianshu.com/p/7ae7dfe47a70,276
