,title,url,date,intro
20,摔跤吧！爸爸 / Dangal,https://movie.douban.com/subject/26387939/,2016-12-23,2016-12-23(印度) / 2017-05-05(中国大陆) / 阿米尔·汗 / 法缇玛·萨那·纱卡 / 桑亚·玛荷塔 / 阿帕尔夏克提·库拉那 / 沙克希·坦沃 / 塞伊拉·沃西 / 苏哈妮·巴特纳格尔 / 里特维克·萨霍里 / 吉里什·库卡尼 / 什沙尔·夏尔马 / 维万·巴特那 / 印度 / 涅提·蒂瓦里 / 161分钟(印度) / 140分钟(中国大陆) / 摔跤吧！爸爸 / 剧情 / 传记 / 运动 / 家庭 / 比于什·古普塔 Piyush Gupta / 施热亚·简 Shreyas Jain / 尼基尔·麦罗特拉 Nikhil Mehrotra / 涅提·蒂瓦里 Nitesh Tiwari / 印地语
21,少年派的奇幻漂流 / Life of Pi,https://movie.douban.com/subject/1929463/,2012-09-28,2012-09-28(纽约电影节) / 2012-11-21(美国) / 2012-11-22(中国大陆) / 苏拉·沙玛 / 伊尔凡·可汗 / 拉菲·斯波 / 阿迪勒·侯赛因 / 塔布 / 阿尤什·坦东 / 加塔姆·贝鲁尔 / 阿彦·汗 / 穆德·阿巴斯·卡勒里 / 维比什·希瓦库玛 / 热拉尔·德帕迪约 / 詹姆斯·塞托 / 俊·奈托 / 安德里亚·迪·斯戴法诺 / 沙拉万提·塞纳特 / 王柏杰 / 柯一正 / 黄健玮 / 路知行 / 美国 / 中国台湾 / 英国 / 加拿大 / www.lifeofpimovie.com / 李安 / 127分钟 / 少年派的奇幻漂流 / 剧情 / 奇幻 / 冒险 / 扬·马特尔 Yann Martel / 大卫·麦基 David Magee / 英语 / 泰米尔语 / 法语 / 日语 / 印地语 / 汉语普通话
22,龙猫 / となりのトトロ,https://movie.douban.com/subject/1291560/,1988-04-16,1988-04-16(日本) / 2018-12-14(中国大陆) / 日高法子 / 坂本千夏 / 糸井重里 / 岛本须美 / 北林谷荣 / 高木均 / 雨笠利幸 / 丸山裕子 / 广濑正志 / 鹫尾真知子 / 铃木玲子 / 千叶繁 / 龙田直树 / 鳕子 / 西村朋纮 / 石田光子 / 神代知衣 / 中村大树 / 水谷优子 / 平松晶子 / 大谷育江 / 达科塔·范宁 / 艾丽·范宁 / 秦岚 / 日本 / 宫崎骏 / 86分钟 / 龙猫 / 动画 / 奇幻 / 冒险 / 宫崎骏 Hayao Miyazaki / 日语
23,楚门的世界 / The Truman Show,https://movie.douban.com/subject/1292064/,1998-06-05,1998-06-05(美国) / 金·凯瑞 / 劳拉·琳妮 / 艾德·哈里斯 / 诺亚·艾默里奇 / 娜塔莎·麦克艾霍恩 / 安东尼·科隆 / 马西娅·德波尼斯 / Adam Tomei / 约翰·普莱舍 / 澳澜·琼斯 / Joe Minjares / 特里·金瑞利 / 乔尔·麦金农·米勒 / 冈本玉二 / Jake Eberle / 马克·麦考利 / 贾德森·沃恩 / 彼得·克劳斯 / 保罗·吉亚玛提 / 菲利普·贝克·霍尔 / 梅丽莎·菲茨杰拉德 / Blair Slater / 珍妮特·米勒 / 霍兰德·泰勒 / 布赖恩·戴拉特 / 哈里·谢尔 / 美国 / 彼得·威尔 / 103分钟 / 楚门的世界 / 剧情 / 科幻 / 安德鲁·尼科尔 Andrew Niccol / 英语
24,泰坦尼克号 / Titanic,https://movie.douban.com/subject/1292722/,1997-11-01,1997-11-01(东京电影节) / 1997-12-19(美国) / 1998-04-03(中国大陆) / 莱昂纳多·迪卡普里奥 / 凯特·温丝莱特 / 比利·赞恩 / 凯西·贝茨 / 弗兰西丝·费舍 / 格劳瑞亚·斯图尔特 / 比尔·帕克斯顿 / 伯纳德·希尔 / 大卫·沃纳 / 维克多·加博 / 乔纳森·海德 / 苏茜·爱米斯 / 刘易斯·阿伯内西 / 尼古拉斯·卡斯柯恩 / 阿那托利·萨加洛维奇 / 丹尼·努齐 / 杰森·贝瑞 / 伊万·斯图尔特 / 艾恩·格拉法德 / 乔纳森·菲利普斯 / 马克·林赛·查普曼 / 理查德·格拉翰 / 保罗·布赖特威尔 / 艾瑞克·布里登 / 夏洛特·查顿 / 博纳德·福克斯 / 迈克尔·英塞恩 / 法妮·布雷特 / 马丁·贾维斯 / 罗莎琳·艾尔斯 / 罗切尔·罗斯 / 乔纳森·伊万斯-琼斯 / 西蒙·克雷恩 / 爱德华德·弗莱彻 / 斯科特·安德森 / 马丁·伊斯特 / 克雷格·凯利 / 格雷戈里·库克 / 利亚姆·图伊 / 詹姆斯·兰开斯特 / 艾尔莎·瑞雯 / 卢·帕尔特 / 泰瑞·佛瑞斯塔 / 凯文·德·拉·诺伊 / 詹姆斯·卡梅隆 / 竹内结子 / 詹姆斯·霍纳 / 姜广涛 / 罗恩·多纳基 / 佐佐木澄江 / 史蒂文·奎里  / 詹妮特·戈德斯坦恩 / 林凡  / Linda Kerns / 马丁·哈伯 / 马丁·莱恩 / 德里克·李 / Paul Herbert / 亚历山大·欧文斯 / Julene Renee / 曲敬国 / 美国 / 詹姆斯·卡梅隆 / 194分钟 / 227分钟(白星版) / 泰坦尼克号 / 剧情 / 爱情 / 灾难 / 詹姆斯·卡梅隆 James Cameron / 英语 / 意大利语 / 德语 / 俄语
25,肖申克的救赎 / The Shawshank Redemption,https://movie.douban.com/subject/1292052/,1994-09-10,1994-09-10(多伦多电影节) / 1994-10-14(美国) / 蒂姆·罗宾斯 / 摩根·弗里曼 / 鲍勃·冈顿 / 威廉姆·赛德勒 / 克兰西·布朗 / 吉尔·贝罗斯 / 马克·罗斯顿 / 詹姆斯·惠特摩 / 杰弗里·德曼 / 拉里·布兰登伯格 / 尼尔·吉恩托利 / 布赖恩·利比 / 大卫·普罗瓦尔 / 约瑟夫·劳格诺 / 祖德·塞克利拉 / 保罗·麦克兰尼 / 芮妮·布莱恩 / 阿方索·弗里曼 / V·J·福斯特 / 弗兰克·梅德拉诺 / 马克·迈尔斯 / 尼尔·萨默斯 / 耐德·巴拉米 / 布赖恩·戴拉特 / 唐·麦克马纳斯 / 美国 / 弗兰克·德拉邦特 / 142分钟 / 肖申克的救赎 / 犯罪 / 剧情 / 弗兰克·德拉邦特 Frank Darabont / 斯蒂芬·金 Stephen King / 英语
26,恐怖游轮 / Triangle,https://movie.douban.com/subject/3011051/,2009-10-16,2009-10-16(英国) / 梅利莎·乔治 / 利亚姆·海姆斯沃斯 / 迈克尔·多曼 / 瑞秋·卡帕尼 / 艾玛·朗 / 亨利·尼克松 / 约书亚·麦基弗 / 英国 / 澳大利亚 / 克里斯托弗·史密斯 / 99 分钟 / 恐怖游轮 / 剧情 / 悬疑 / 惊悚 / 克里斯托弗·史密斯 Christopher Smith / 英语
27,唐人街探案2,https://movie.douban.com/subject/26698897/,2018-02-16,2018-02-16(中国大陆) / 王宝强 / 刘昊然 / 肖央 / 刘承羽 / 尚语贤 / 王迅 / 妻夫木聪 / 迈克尔·皮特 / 白灵 / 元华 / 曾江 / 王成思 / 杨金赐 / 范湉湉 / 佟丽娅 / 陈思诚 / 迈克·佩菲托 / 马特·佩菲托 / 艾米·乔·菲利普斯 / 约翰·蒙丁 / 瑞秋·麦克菲 / 凯文·马修·麦克唐纳 / 贝尼亚·K·托马斯 / 肯尼思·马哈拉杰 / 索尼娅·达玛·洛佩斯 / 埃里卡·罗贝尔 / 盖尔·塞缪尔斯 / 卡伦·科尔 / 丹尼尔·哈格里夫 / 达伦·格罗夫纳 / 赛维·克劳福德 / 克里斯·特拉 / 约书亚·舒巴特 / 亚历克斯·休梅克 / 奥斯丁·谷 / 凯文·迈克尔·肯尼迪 / 黄西 / 詹姆斯·爱德华·亚历山大 / K·M·K· 联盟福音合唱团 / 纳德·哈桑 / 鲍比·哈登 / 文森·格尔曼 / 罗伯特·约翰·加拉格尔 / 斯丁克·费舍尔 / 迈克尔·德拉姆戈尔德 / 詹妮弗·董 / 利娜·戴维斯 / 珠儿·布里梅杰 / 斯佩尔曼·M·博布伦 / 因加·巴拉德 / 布雷特·阿扎尔 / 中国大陆 / 陈思诚 / 121分钟 / 喜剧 / 动作 / 悬疑 / 陈思诚 Sicheng Chen / 汉语普通话
28,寄生虫 / 기생충,https://movie.douban.com/subject/27010768/,2019-05-21,2019-05-21(戛纳电影节) / 2019-05-30(韩国) / 宋康昊 / 李善均 / 赵汝贞 / 崔宇植 / 朴素丹 / 李静恩 / 张慧珍 / 郑知晓 / 朴明勋 / 朴叙俊 / 朴根祿 / 郑贤俊 / 朴孝新 / 安德烈亚斯·弗龙克 / 郑益汉 / 李东勇 / 李柱亨 / 林艺恩 / 韩国 / 奉俊昊 / 132分钟 / 寄生虫 / 剧情 / 喜剧 / 奉俊昊 Joon-ho Bong / 韩进元  Jin-won Han / 韩语 / 英语
29,叶问4：完结篇 / 葉問4,https://movie.douban.com/subject/26885074/,2019-12-20,2019-12-20(中国大陆) / 甄子丹 / 吴樾 / 吴建豪 / 斯科特·阿金斯 / 李宛妲 / 郑则仕 / 陈国坤 / 敖嘉年 / 高战 / 叶禾 / 熊黛林 / 罗莽 / 刘敬宇 / 史蒂文·达兹 / 周小飞 / 达伦·格罗夫纳 / 大卫·约翰逊·伍德 / 内森·海德 / 梁峰 / 格雷斯·恩格勒 / 中国香港 / 叶伟信 / 107分钟 / 叶问4：完结篇 / 剧情 / 动作 / 黄子桓 Edmond Wong / 深泽寛 / 陈大利 Tai-lee Chan / 梁礼彦 Jill Leung Lai-yin / 粤语 / 英语
30,少年的你,https://movie.douban.com/subject/30166972/,2019-10-25,2019-10-25(中国大陆) / 周冬雨 / 易烊千玺 / 尹昉 / 周也 / 吴越 / 黄觉 / 张艺凡 / 张耀 / 张歆怡 / 赵润南 / 郜玄铭 / 谢欣桐 / 刘然 / 何廖侣匀 / 胖虎 / 罗俊林 / 王英明 / 李伟龙 / 中国大陆 / 曾国祥 / 135分钟 / 剧情 / 爱情 / 犯罪 / 林咏琛 Lam Wing Sum / 李媛 Yuan Li / 许伊萌 Yimeng Xu / 汉语普通话
31,密室逃生 / Escape Room,https://movie.douban.com/subject/27109679/,2019-01-04,2019-01-04(美国) / 2019-01-18(中国大陆) / 泰勒·拉塞尔 / 洛根·米勒 / 黛博拉·安沃尔 / 泰勒·莱伯恩 / 杰·埃利斯 / 尼克·多达尼 / 杰西卡·萨顿 / 约里克·范·韦杰宁根 / 杰米-李·蒙尼 / 亚当·罗比特尔 / 韦尔·廷德尔 / 肯尼思·霍 / 科尼利厄斯·吉尼 / 保罗·汉普赛尔 / 佩泰·塞彭克 / 丹·格伦伯格 / 吉诺·李 / 美国 / 南非 / 亚当·罗比特尔 / 99分钟 / 密室逃生 / 悬疑 / 惊悚 / 布拉吉·F·舒特 Bragi F. Schut / 玛丽亚·梅尔尼克 Maria Melnik / 英语
32,无名女尸 / The Autopsy of Jane Doe,https://movie.douban.com/subject/26339213/,2016-09-09,2016-09-09(多伦多电影节) / 2016-12-21(美国) / 2017-03-31(英国) / 埃米尔·赫斯基 / 布莱恩·考克斯 / 奥菲利亚·拉维邦德 / 迈克尔·麦克埃尔哈顿 / 奥尔雯·凯瑟琳·凯莉 / 帕克·索耶 / 简·佩里 / 英国 / 美国 / 安德烈·艾弗道夫 / 86分钟(网络版) / 99分钟(公映版) / 无名女尸 / 恐怖 / 伊恩·B·戈德堡 Ian B. Goldberg / 理查德·纳英 Richard Naing / 英语
33,1917,https://movie.douban.com/subject/30252495/,2019-12-25,2019-12-25(美国) / 2020-01-10(英国) / 2020(中国大陆) / 乔治·麦凯 / 迪恩·查尔斯·查普曼 / 科林·费尔斯 / 本尼迪克特·康伯巴奇 / 马克·斯特朗 / 理查德·麦登 / 安德鲁·斯科特 / 丹尼尔·梅斯 / 阿德里安·斯卡伯勒 / 约翰·霍林沃思 / 克里斯·瓦利 / 杰米·帕克 / 罗伯特‧马瑟 / 贾斯汀·爱德华兹 / 理查德·麦凯布 / 理查德·德姆西 / 安森·布恩 / 雅各布·詹姆斯·贝西克 / 特蕾莎·马奥尼 / 皮普·卡特 / 保罗·廷托 / 安迪·阿波罗 / 约瑟夫·戴维斯 / 比利·波斯特莱斯韦特 / 加布里埃尔·阿库乌迪克 / 斯派克·莱顿 / 亚当·赫吉尔 / 纳巴汉·里兹万 / 克莱尔·迪比尔克 / 乔纳·罗素 / 迈克尔·吉普森 / 格伦·霍威尔 / 美国 / 英国 / 印度 / 西班牙 / 加拿大 / 1917.movie / 萨姆·门德斯 / 119分钟 / 剧情 / 战争 / 萨姆·门德斯 Sam Mendes / 克里斯蒂·威尔逊-凯恩斯 Krysty Wilson-Cairns / 英语 / 法语 / 德语
34,小丑 / Joker,https://movie.douban.com/subject/27119724/,2019-08-31,2019-08-31(威尼斯电影节) / 2019-10-04(美国) / 华金·菲尼克斯 / 罗伯特·德尼罗 / 马克·马龙 / 莎姬·贝兹 / 谢伊·惠格姆 / 弗兰西丝·康罗伊 / 布莱恩·考伦 / 布莱恩·泰里·亨利 / 布莱特·卡伦 / 道格拉斯·霍奇斯 / 格伦·弗莱施勒 / 比尔·坎普 / 乔什·帕斯 / 但丁·佩雷拉-奥尔森 / 玛丽·凯特·马拉特 / 迈克尔·本茨 / 莎珑·华盛顿 / 桑德拉·詹姆斯 / 托尼·赫德 / 曼德拉·贝拉米 / 乔·奥克曼 / 卡尔·伦德施泰特 / 米克·奥罗克 / 大卫·吉布森 / 伊万·罗萨多 / 安妮·比萨比亚 / 布莱斯·科里根 / 乔恩·道格拉斯·雷尼 / 艾恩斯利·丹恩 / 杰森·约翰·奇卡莱塞 / 加里·古尔曼 / 贾斯汀·塞洛克斯 / 本·沃黑特 / 大卫·伊亚科诺 / 美国 / 加拿大 / www.jokermovie.net / 托德·菲利普斯 / 122分钟 / 118分钟(威尼斯电影节) / 小丑 / 剧情 / 犯罪 / 惊悚 / 托德·菲利普斯 Todd Phillips / 斯科特·西尔弗 Scott Silver / 鲍勃·凯恩 Bob Kane / 比尔·芬格 Bill Finger / 杰瑞·罗宾逊 Jerry Robinson / 英语
35,王国 第一季 / 킹덤 Season 1,https://movie.douban.com/subject/26947951/,2019-01-25,2019-01-25(韩国) / 朱智勋 / 裴斗娜 / 柳承龙 / 金相浩 / 周锡泰 / 许峻豪 / 金成圭 / 全锡浩 / 金惠濬 / 郑锡元 / 陈善圭 / 秋宪晔 / 权范泽 / 金贤彬 / 朱光弦 / 杨志洙 / 金泰律 / 郭真 / 郑圭洙 / 刘承睦 / 崔权 / 金钟秀 / 崔智延 / 安恩真 / 吴东旻 / 姜信哲 / 洪基俊 / 金艺恩 / 许真 / 金昇勋 / 吴雅琳 / 车来亨 / 美国 / 韩国 / 金成勋 / 王国 / 55分钟 / 王国 / 剧情 / 动作 / 惊悚 / 金恩熙 Eun-hee Kim / 韩语
36,传染病 / Contagion,https://movie.douban.com/subject/4301043/,2011-09-03,2011-09-03(威尼斯电影节) / 2011-09-09(美国) / 玛丽昂·歌迪亚 / 马特·达蒙 / 劳伦斯·菲什伯恩 / 裘德·洛 / 格温妮斯·帕特洛 / 凯特·温丝莱特 / 布莱恩·科兰斯顿 / 詹妮弗·艾莉 / 埃利奥特·古尔德 / 黄经汉 / 约翰·浩克斯 / 安娜·雅克贝-海伦 / 何超仪 / 桑娜·莱瑟 / 迪米特利·马丁 / 阿敏·罗德 / 恩里克·克兰东尼 / 拉里·克拉克 / 莫尼克·加布里埃拉·库尔内 / 徐天佑 / 达丽雅·斯托寇思 / 格里芬·凯恩 / 斯蒂夫·托瓦 / 格蕾丝·雷克斯 / 瑞贝卡·斯宾塞 / Dan Aho / Brian J. O'Donnell / Annabel Armour / Kara Zediker / 丹·弗兰纳里 / 史蒂文·索德伯格 / 洪金宝 / 黄子雄 / 海伦·萨德勒 / 蒋静菊 / 布兰登·乔纳森·王 / 亚历山大·卡内拉科斯 / 美国 / 阿联酋 / 史蒂文·索德伯格 / 106分钟 / 传染病 / 剧情 / 科幻 / 惊悚 / 灾难 / 斯科特·Z·本恩斯 Scott Z. Burns / 英语 / 汉语普通话 / 粤语
37,宠爱,https://movie.douban.com/subject/33417046/,2019-12-31,2019-12-31(中国大陆) / 于和伟 / 吴磊 / 张子枫 / 钟汉良 / 杨子姗 / 陈伟霆 / 钟楚曦 / 檀健次 / 阚清子 / 郭麒麟 / 李兰迪 / 郎月婷 / 李倩 / 龚蓓苾 / 余皑磊 / 王紫逸 / 陶虹 / 徐峥 / 贡佐 / Leon / Bell / Benny  / Luther / Que  / 赵蕴卓 / 木子洋 / 王阳 / 董力 / 钱洁 / 丁一 / 古斌 / 祖金良 / 中国大陆 / 杨子 / 108分钟 / 剧情 / 喜剧 / 爱情 / 冉甲男 Jia-nan Ran / 杨子 Larry Yang / 汉语普通话
38,囧妈,https://movie.douban.com/subject/30306570/,2020-01-25,2020-01-25(中国大陆网络) / 徐峥 / 黄梅莹 / 袁泉 / 郭京飞 / 黄景瑜 / 贾冰 / 高以翔 / 沈腾 / 宋小宝 / 黄渤 / 欧丽娅 / 陈奇 / 吴云芳 / 张建亚 / 吴竞 / 张芝华 / 唐群 / 徐玉兰 / 徐幸 / 陆燕芳 / 张翠翠 / 脑门额尔德尼 / 朱莉娜 / 刘泽星 / 薛晴 / 韩昊霖 / 郑颖娴 / 弗索夫·谢尔盖 / 杨峥 / 陶桃 / 崔大笨 / 潘启言 / 王斌 / 张勤 / 黄梓凌 / 杜凡昕之 / 李顺怡 / 闫虹宇 / 刘子瑞 / 谢尔比纳·甘纳 / 斯莫林·伊凡 / 张岩 / 邵巨宝 / 谢荣珍 / 中国大陆 / 徐峥 / 126分钟 / 喜剧 / 何可可 Keke He / 布鲁鲁夫 Bululufu / 何一禾 Yihe He / 徐峥 Zheng Xu / 汉语普通话 / 俄语
39,误杀,https://movie.douban.com/subject/30176393/,2019-12-07,2019-12-07(大规模点映) / 2019-12-13(中国大陆) / 肖央 / 谭卓 / 陈冲 / 姜皓文 / 秦沛 / 边天扬 / 许文姗 / 张熙然 / 施名帅 / 黄健玮 / 谷洋 / 陈志朋 / 张林 / 中国大陆 / 柯汶利 / 112分钟 / 剧情 / 犯罪 / 悬疑 / 杨薇薇 Weiwei Yang / 翟培 / 李鹏 / 范凯华 / 秦语谦 / 雷声 Sheng Lei / 汉语普通话
40,小丑回魂 / It,https://movie.douban.com/subject/3604148/,2017-08-29,2017-08-29(伦敦恐怖电影节) / 2017-09-08(美国) / 比尔·斯卡斯加德 / 杰登·马泰尔 / 杰里米·雷·泰勒 / 索菲娅·莉莉丝 / 菲恩·伍法德 / 乔森·雅各布 / 杰克·迪伦·格雷泽 / 瓦耶特·奥莱夫 / 杰克逊·罗伯特·斯科特 / 尼古拉斯·汉密尔顿 / 杰克·辛 / 洛根·汤普森 / 欧文·泰格 / 斯蒂夫·博加尔特 / 斯图尔特·休斯 / 杰弗里·庞塞特 / 皮普·德怀尔 / 莫莉·阿特金森 / 史蒂文·威廉姆斯 / 伊丽莎白·桑德斯 / 梅根·查彭提尔 / 安东尼·尤埃西 / 哈维尔·博泰特 / 伊莎贝尔·内利瑟 / 尼尔·克容 / 凯特·莫耶 / 美国 / 加拿大 / itthemovie.com / 安德斯·穆斯切蒂 / 135分钟 / 小丑回魂 / 剧情 / 儿童 / 恐怖 / 蔡斯·帕默 Chase Palmer / 凯瑞·福永 Cary Fukunaga / 加里·多伯曼 Gary Dauberman / 斯蒂芬·金 Stephen King / 英语
41,我和我的祖国,https://movie.douban.com/subject/32659890/,2019-09-30,2019-09-30(中国大陆) / 黄渤 / 张译 / 韩昊霖 / 杜江 / 葛优 / 刘昊然 / 宋佳 / 王千源 / 任素汐 / 吴京 / 朱一龙 / 王东 / 陈飞宇 / 佟丽娅 / 欧豪 / 张嘉译 / 惠英红 / 龚蓓苾 / 韩东君 / 辛柏青 / 周冬雨 / 任达华 / 江珊 / 王砚辉 / 耿乐 / 姜武 / 梁静 / 佟大为 / 魏晨 / 胡军 / 王天辰 / 彭昱畅 / 罗海琼 / 郭丞 / 周依然 / 樊雨洁 / 刘涛 / 马伊琍 / 张建亚 / 徐峥 / 王洛勇 / 高亚麟 / 王道铁 / 程禹森 / 马书良 / 景海鹏 / 陈冬 / 雷佳音 / 张子枫 / 陶虹 / 郭京飞 / 袁文康 / 贾晨飞 / 邵汶 / 张芝华 / 段博文 / 郎平 / 陶贤锋 / 河国荣 / 郭晓小 / 梁缘 / 牛犇 / 宋楠惜 / 葛奕德 / 张熙唯 / 张耀宇 / 徐玉兰 / 常凯宁 / 孙亮 / 程枫 / 张圣岳 / 娜塔莎·克里斯蒂安森 / 潘姝怡 / 钱大威 / 梁春书 / 李翰臣 / 杨根和 / 成家骥 / 周圣坤 / 张铂辰 / 刘轩宇 / 卡其尔 / 白光福 / 旦布日力 / 王天成 / 广格尔 / 崔根栓 / 邱洪晨 / 王子春 / 甘昀宸 / 于天川 / 倪学增 / 韩笑 / 姜新惠 / 张馨予 / 潘双宾 / 周建华 / 郭芷妍 / 安吉·阿维斯塔 / 曹卫宇 / 中国大陆 / 陈凯歌 / 张一白 / 管虎 / 薛晓路 / 徐峥 / 宁浩 / 文牧野 / 155分钟 / 剧情 / 文宁 Ning Wen / 修梦迪 Mengdi Xiu / 薛晓路 Xiaolu Xue / 何可可 Keke He / 徐峥 Zheng Xu / 管虎 Hu Guan / 张冀 Ji Zhang / 汉语普通话
42,罗小黑战记,https://movie.douban.com/subject/26709258/,2019-08-27,2019-08-27(大规模点映) / 2019-09-07(中国大陆) / 山新 / 郝祥海 / 刘明月 / 中国大陆 / 木头 / 皇贞季 / 101分钟 / 动作 / 动画 / 奇幻 / 木头 MTJJ / 彭可欣 Kexin Peng / 风息神泪 / 汉语普通话
43,速度与激情：特别行动 / Fast & Furious Presents: Hobbs & Shaw,https://movie.douban.com/subject/27163278/,2019-08-02,2019-08-02(美国) / 2019-08-23(中国大陆) / 道恩·强森 / 杰森·斯坦森 / 伊德里斯·艾尔巴 / 凡妮莎·柯比 / 艾莎·冈萨雷斯 / 海伦·米伦 / 瑞恩·雷诺兹 / 凯文·哈特 / 埃迪·马森 / 罗曼·雷恩斯 / 斯蒂芬妮·沃格特 / 维克托里娅·菲斯 / 康兰·卡萨尔 / 海伦娜·福尔摩斯 / 伯纳多·桑托斯 / 露丝·霍洛克斯 / 大卫·穆梅尼 / 马诺伊·阿南德 / 阿玛尔·阿达蒂亚 / 朱利安·费罗 / 丹尼尔·厄根 / 拉普洛斯·卡伦福佐斯 / 阿克塞尔·努 / 史蒂夫·莱温顿 / 安东尼奥·曼奇诺 / 斯特拉·斯托克尔 / 克利夫·柯蒂斯 / 大卫·雷奇 / 杰克·凯恩 / 美国 / 大卫·雷奇 / 137分钟 / 速度与激情：特别行动 / 动作 / 犯罪 / 克里斯·摩根 Chris Morgan / 盖瑞·斯科特·汤普森 Gary Scott Thompson / 德鲁·皮尔斯 Drew Pearce / 英语 / 萨摩亚语 / 俄语
44,哪吒之魔童降世,https://movie.douban.com/subject/26794435/,2019-07-13,2019-07-13(大规模点映) / 2019-07-26(中国大陆) / 吕艳婷 / 囧森瑟夫 / 瀚墨 / 陈浩 / 绿绮 / 张珈铭 / 杨卫 / 何禹祥 / 任俊鹏 / 雨辰 / 刘霖竺 / 大海 / 陶渊 / 李南 / 杏林儿 / 中国大陆 / 饺子 / 110分钟 / 剧情 / 喜剧 / 动画 / 奇幻 / 饺子 Yu Yang / 易巧 Qiao Yi / 魏芸芸 Yunyun Wei / 汉语普通话
45,飞驰人生,https://movie.douban.com/subject/30163509/,2019-02-05,2019-02-05(中国大陆) / 沈腾 / 黄景瑜 / 尹正 / 张本煜 / 尹昉 / 田雨 / 魏翔 / 赵文瑄 / 腾格尔 / 易小星 / 李庆誉 / 高华阳 / 刘帅良 / 李玲玉 / 何穗 / 潘晓婷 / 田原 / 李春嫒 / 冯绍峰 / 李兵 / 范高翔 / 沈南 / 徐才根 / 李微 / 王睿 / 刘丁菡 / 中国大陆 / 韩寒 / 98分钟 / 喜剧 / 韩寒 Han Han / 汉语普通话 / 英语
46,山村老尸,https://movie.douban.com/subject/1305114/,1999-11-04,1999-11-04(中国香港) / 吴镇宇 / 黎姿 / 海俊杰 / 施念慈 / Chow Yan-Yan / 周恩恩 / 莫家尧 / 周恩恩 / 中国香港 / 梁鸿华 / 85分钟 / 恐怖 / 梁鸿华 / 粤语
47,切肤之爱 / オーディション,https://movie.douban.com/subject/1302047/,1999-10-06,1999-10-06(温哥华电影节) / 2000-03-03(日本) / 石桥凌 / 椎名英姬 / 国村隼 / 松田美由纪 / 根岸季衣 / 泽木哲 / 齐木茂 / 光石研 / 大杉涟 / 石桥莲司 / 广冈由里子 / 小日向文世 / 远藤太津朗 / 津田宽治 / 加藤贵子 / 丸山智己 / 日本 / 三池崇史 / 115 分钟 / USA: 113 分钟(R-rated version) / 切肤之爱 / 剧情 / 悬疑 / 惊悚 / 天愿大介 Daisuke Tengan / 村上龙 Ryû Murakami / 日语
48,东京残酷警察 / 東京残酷警察,https://movie.douban.com/subject/2980431/,2008-10-04,2008-10-04 / 椎名英姬 / 板尾创路 / 中原翔子 / 堀部圭亮 / 神田茉里奈 / 町田玛丽 / 山本彩乃 / 清水崇 / 长泽筑实 / 神谷诚 / 园子温 / 日本 / 美国 / 西村喜广 / 109分钟 / 东京残酷警察 / 动作 / 恐怖 / 科幻 / 西村喜广 / 梶研吾 / 日语
49,哥斯拉2：怪兽之王 / Godzilla: King of the Monsters,https://movie.douban.com/subject/25890017/,2019-05-25,2019-05-25(大规模点映) / 2019-05-31(中国大陆) / 2019-05-31(美国) / 凯尔·钱德勒 / 维拉·法米加 / 米莉·波比·布朗 / 章子怡 / 渡边谦 / 布莱德利·惠特福德 / 托马斯·米德蒂奇 / 艾莎·辛德斯 / 莎莉·霍金斯 / 查尔斯·丹斯 / 大卫·斯特雷泽恩 / 小奥谢拉·杰克逊 / 希·庞德 / 安东尼·拉莫斯 / 杰森·莱尔斯 / 乔纳森·霍华德 / 莱尔·布罗卡托 / 兰德尔·P·海文斯 / T·C·马特恩 / 吉米·冈萨雷斯 / 萨莎·里翁达 / 文斯·福斯特 / 贾斯蒂斯·利克 / 菲奥娜·哈丁汉姆 / 露西·卡罗尔 / 约书亚·利瑞 / 艾伦·马克森 / 肯尼斯·以色列 / 阿尔·维森特 / 塞西尔·M·亨利 / 迈克尔·大卫·育尔 / 本杰明·韦弗 / 卡梅伦·布鲁姆布罗 / 帕蒂·舍尔哈斯 / 理查德·多顿 / 詹姆斯·斯特林 / 麦克斯威尔·海史密斯 / 贾斯汀·斯劳特 / 肖恩·索斯 / 马科·查卡 / 蒂莫西·卡尔 / 亚历珊德拉‧瑞秋·拉贝 / 戴安娜·隆博拉 / 乔·莫顿 / 詹姆斯·威廉·巴拉德 / 斯凯拉·丹尼 / 美国 / www.godzilla-movie.net / 迈克尔·道赫蒂 / 132分钟 / 哥斯拉2：怪兽之王 / 动作 / 科幻 / 冒险 / 灾难 / 迈克尔·道赫蒂 Michael Dougherty / 扎克·希尔兹 Zach Shields / 麦克思·鲍伦斯坦 Max Borenstein / 英语
50,咒怨 / 呪怨,https://movie.douban.com/subject/1306808/,2002-10-18,2002-10-18(Screamfest恐怖电影节) / 2003-01-25(日本) / 奥菜惠 / 伊东美咲 / 上原美佐 / 市川由衣 / 津田宽治 / 藤贵子 / 尾关优哉 / 小林万桜 / Risa Odagiri / 藤真美穗 / 榊英雄 / 松田珠里 / 柴田佳代子 / 米歇尔·拉夫 / 田中要次 / 温迪·李 / 井上博一 / 森下能幸 / 谷津勋 / 本田大辅 / 松山鹰志 / 菊利友佳子 / 日本 / 清水崇 / 92 分钟 / 咒怨 / 恐怖 / 悬疑 / 清水崇 Takashi Shimizu / 日语
