,name,link,category,imgs,sellDate,price,size,source
134,BanG Dream! アクリルペン立て 処救生 ver.,https://bang-dream.com/goods/3818,文具,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/4cd249e6-f135-46f2-b9f6-aa8db01ca108.jpg,2024年08月11日 (日),2750円（税込）,板状：約W145×H220mm 組み立てサイズ：約W80×H86×D70mm,イベント商品
135,BanG Dream! 10th☆LIVE クリアファイル,https://bang-dream.com/goods/3137,文具,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/6359064a-76a9-45ec-9094-a1cf8ae52e17.jpg,2022年09月22日 (木),各550円（税込）,A4サイズ対応,イベント商品 全4種
136,バンドリ！ときめく夏祭り！2022 扇子風アクリルキーホルダー,https://bang-dream.com/goods/3094,キーホルダー・ストラップ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/8aa06500-6bb6-4251-a44e-9dc19f665c32.jpg,2022年07月30日 (土),各880円（税込）,約W80×H60mm以内,イベント商品
137,Ave Mujica 0th LIVE「Primo die in scaena」 シリコンバンド,https://bang-dream.com/goods/3372,リストバンド,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/956480ca-25da-4e88-a03c-fb8b11c26a96.jpg,2023年06月04日 (日),770円（税込）,約W202×H25mm,イベント商品
138,MyGO!!!!! 5th LIVE「迷うことに迷わない」 トレーディング缶バッジ,https://bang-dream.com/goods/3428,缶バッジ・ピンズ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/0f02a520-2482-4722-94b2-55f7d5cc2473.jpg,2023年08月12日 (土),550円（税込）,直径約56mm,イベント商品 全5種
139,RAISE A SUILEN×Morfonica「Mythology Chapter 2」 タオル,https://bang-dream.com/goods/3074,タオル,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/21eff5c6-b8d0-46a8-861a-f90b1a35b177.jpg,2022年06月18日 (土),2200円（税込）,約H340mm×W860mm,イベント商品
140,劇場版「BanG Dream! It’s MyGO!!!!!」 トレーディングステッカー,https://bang-dream.com/goods/3842,ブロマイド・ステッカー・シール,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/ab724b1e-e554-4a11-8617-97786fb58962.jpg,,550円（税込）,本体：約55×85mm,イベント商品 全6種
141,RAISE A SUILEN LIVE 2022「OVERKILL」 タオル,https://bang-dream.com/goods/3064,タオル,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/20fb9274-0619-404d-a36f-7f1e2f815d9e.jpg,2022年06月19日 (日),2200円（税込）,約H340mm×W860mm,イベント商品
142,バンドリ！ ガールズバンドパーティ！ オーロラステッカー Game Party! ver.,https://bang-dream.com/goods/3744,ブロマイド・ステッカー・シール,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/6d96684d-b5c1-4ce1-9922-882a3f9f6665.jpg,2024年05月17日 (金),各660円（税込）,約W60×H60mm,イベント商品 全8種
143,Roselia「Farbe」 Tシャツ Special ver.,https://bang-dream.com/goods/3495,アパレル,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/801d9e89-eac2-406b-aeb4-682a61035e24.jpg,2023年09月16日 (土),4400円（税込）,Mサイズ／Lサイズ／XLサイズ,イベント商品
144,Ave Mujica 1st LIVE「Perdere Omnia」 トレーディング缶バッジ,https://bang-dream.com/goods/3636,缶バッジ・ピンズ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/19675f90-c644-4647-9335-7dfa7d43d0ce.jpg,2024年01月27日 (土),550円（税込）,直径約56mm,イベント商品 全5種
145,Roselia LIVE TOUR「Rosenchor」 Tシャツ Special ver.,https://bang-dream.com/goods/3786,アパレル,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/b4017978-ee49-47cf-856a-65c5ff9c149d.jpg,2024年06月29日 (土),3850円（税込）,M / L / XLサイズ,イベント商品
146,BanG Dream! ガールズバンドパーティ！ トレーディング缶バッジ イントロダクション,https://bang-dream.com/goods/3158,缶バッジ・ピンズ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/973ba21d-c096-4b1a-8430-374d9fe54384.jpg,2022年09月24日 (土),550円（税込）,直径約54mm,一般商品 全10種
147,BanG Dream! ガールズバンドパーティ！ トレーディングホロ缶バッジ 2024キービジュアルver.,https://bang-dream.com/goods/3707,缶バッジ・ピンズ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/1d52abaa-50d2-4e9a-810a-f5a5d11bb86e.jpg,2024年03月15日 (金),550円（税込）,全高約56mm,一般商品 全8種
148,BanG Dream! 11th☆LIVE DAY2:Roselia×Morfonica「星空の夜想曲」 ブレード,https://bang-dream.com/goods/3280,ペンライト・ブレード,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/de877218-8714-4108-903b-877c7d0a3313.jpg,2023年02月05日 (日),4400円（税込）,,イベント商品
149,BanG Dream! ガールズバンドパーティ！ トレーディング缶バッジ 和洋折衷ver.,https://bang-dream.com/goods/3861,缶バッジ・ピンズ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/a47b8f60-6127-4eeb-933d-ec68e0eeead5.jpg,2024年09月14日 (土),550円（税込）,直径約56mm,イベント商品 全16種
150,BanG Dream! アクリルスタンド  夢限大みゅーたいぷ,https://bang-dream.com/goods/3604,アクリルスタンド・ジオラマ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/e0d0b422-cb3c-4280-a86e-8adcf1d153ea.jpg,2024年03月29日 (金),各1650円（税込）,本体：約W100×H150mm　台座：約W60×H60mm,一般商品 全5種
151,バンドリ！ ガールズバンドパーティ！ 2連アクリルキーホルダー 和洋折衷ver.,https://bang-dream.com/goods/3870,キーホルダー・ストラップ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/ae06011d-b3a2-4dd0-ab8a-7a8f980e40e5.jpg,2024年09月14日 (土),770円（税込）,"""クリームソーダ：約W30×H40mm バンドロゴ：約W30×H30mm""",イベント商品 全8種
152,バンドリ！ ガールズバンドパーティ！ アクリルパスケースセット Game Party! ver.,https://bang-dream.com/goods/3745,その他,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/9f7b78b4-bb26-4b4e-a5f4-4a2f3d57c3ad.jpg,2024年05月17日 (金),各2200円（税込）,パスケース：約W70×H110mm ミニブロマイド：約W55×H85mm,イベント商品 全8種
153,BanG Dream! ガールズバンドパーティ！ トレーディングホログラム缶バッジ ブシロードストア1周年記念 ver.,https://bang-dream.com/goods/3128,缶バッジ・ピンズ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/2c98fe6d-d797-4656-8643-17298a1f2b34.jpg,2022年08月14日 (日),550円（税込）,約H54mm×W54mm,イベント商品 全7種
154,BanG Dream! Special☆LIVE Girls Band Party! 2020→2022 フルカラーTシャツ RAISE A SUILEN,https://bang-dream.com/goods/3193,アパレル,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/5ce3de98-8f5c-4709-a655-9ef108bef244.jpg,2022年11月12日 (土),各6600円（税込）,フリーサイズ,イベント商品 全5種
155,バンドリ！ ガールズバンドパーティ！ 記念色紙 2023ver.,https://bang-dream.com/goods/3334,生活雑貨,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/ad7e5fb0-4cb6-4b59-a6e8-c443dbab6c2a.jpg,2023年03月18日 (土),1650円（税込）,約W242×H272mm,一般商品
156,Afterglow「After School Event 夕景の一頁」 トレーディング缶バッジ,https://bang-dream.com/goods/3701,缶バッジ・ピンズ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/02dbc971-b253-4c1c-82b7-690ad3dfa248.jpg,2024年03月08日 (金),550円（税込）,直径約56mm,イベント商品 全10種
157,BanG Dream! It's MyGO!!!!! トレーディングブロマイド Jump ver.,https://bang-dream.com/goods/3475,ブロマイド・ステッカー・シール,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/60dde931-135c-4f16-a3f6-2ea87e0e26c2.jpg,2023年09月01日 (金),440円(税込) 　※トレーディング商品,L判　約W89×H127mm,一般商品、全10種
158,RAISE A SUILEN LIVE 2023「EXCLAMATION HIGHLAND」 トレーディング缶バッジ,https://bang-dream.com/goods/3351,缶バッジ・ピンズ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/cf2b75a6-f3ce-48f0-ab0c-e453bfed45fb.jpg,2023年05月28日 (日),550円（税込）,直径：約54mm,イベント商品 全5種
159,BanG Dream! Ave Mujica アクリルキーホルダー vol.1,https://bang-dream.com/goods/3589,キーホルダー・ストラップ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/1ac3be65-ee6e-45f4-bd43-c71e18f643be.jpg,,880円（税込）,約W60×H75mm,一般商品
160,BanG Dream! Special☆LIVE Girls Band Party! 2020→2022 フルカラーTシャツ 美竹蘭、丸山彩、弦巻こころ,https://bang-dream.com/goods/3194,アパレル,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/8e5588f1-431e-4f06-b223-c3b044f352f9.jpg,2022年11月12日 (土),各6600円（税込）,フリーサイズ,イベント商品 全3種
161,バンドリ！ ガールズバンドパーティ！ トレーディングミニ色紙 Letter ver.,https://bang-dream.com/goods/3310,ブロマイド・ステッカー・シール,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/e8d157f8-6529-4719-bc91-acb89fe563c9.jpg,2023年04月01日 (土),550円（税込）,約W120×H135mm,トレーディング、全7種
162,MyGO!!!!! ZEPP TOUR 2024「彷徨する渇望」 Tシャツ SAXE BLUE ver.,https://bang-dream.com/goods/3676,アパレル,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/e2f08680-c03a-410c-9e9e-383428163d33.jpg,2024年02月12日 (月),3850円（税込）,L / XLサイズ,イベント商品
163,MyGO!!!!! 5th LIVE「迷うことに迷わない」 記念アクリルキーホルダー,https://bang-dream.com/goods/3425,キーホルダー・ストラップ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/8d8f9978-7b0c-4ad9-96e7-7efcbea1bf50.jpg,2023年08月12日 (土),1100円（税込）,約W60×H70mm,イベント商品
164,BanG Dream! It's MyGO!!!!! トレーディング缶バッジ,https://bang-dream.com/goods/3438,缶バッジ・ピンズ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/ce086331-9a59-4af8-9f6b-4223806696e7.jpg,2023年08月05日 (土),550円（税込）,直径約56mm,一般商品 全10種
165,BanG Dream! 11th☆LIVE DAY1:Poppin'Party×RAISE A SUILEN「GALAXY to GALAXY」 アクリルスタンド,https://bang-dream.com/goods/3266,アクリルスタンド・ジオラマ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/96106595-510c-4713-aebe-06b4efbbb19e.jpg,2023年02月04日 (土),各1760円（税込）,本体：約W80×H145mm　台座：W60×H30mm パーツ：約W40×H30mm,イベント商品 全10種
166,Morfonica アーティストトレーディング缶バッジ vol.2,https://bang-dream.com/goods/3178,缶バッジ・ピンズ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/4bd53429-ded3-41b1-a439-97f8957acb5f.jpg,,各550円(税込),直径：約54mm,イベント商品，全15種
167,Roselia アーティストトレーディング缶バッジ vol.8,https://bang-dream.com/goods/3739,缶バッジ・ピンズ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/271f3733-3777-408c-83e3-629e0cd6c990.jpg,2024年05月05日 (日),550円（税込）,直径約54mm,イベント商品 全15種
168,BanG Dream! ガールズバンドパーティ！ ネックストラップ付きマルチケース,https://bang-dream.com/goods/3140,かばん類,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/b56e7013-65fa-4e1d-aaa3-b445fa21cc57.jpg,2022年09月22日 (木),3850円（税込）,本体/約140×230mm（広げたときのサイズ：約280×230mm）/ ネックストラップ/幅20×全長約1200mm,イベント商品
169,BanG Dream! 11th☆LIVE DAY1:Poppin'Party×RAISE A SUILEN「GALAXY to GALAXY」 ブレード,https://bang-dream.com/goods/3265,ペンライト・ブレード,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/8c9bf2c6-dd19-46d1-968e-132e65f3cfcf.jpg,2023年02月04日 (土),4400円（税込）,,イベント商品
170,BanG Dream! ガールズバンドパーティ！ バンドマフラータオル Morfonica,https://bang-dream.com/goods/3199,タオル,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/1f39b2bf-f0a0-461f-bb0a-517c45e61bfd.jpg,2022年11月12日 (土),2001円（税込）,約H200mm×W1150mm,イベント商品
171,BanG Dream! ガールズバンドパーティ！ キャップ Morfonica vol.2,https://bang-dream.com/goods/3202,アパレル,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/48053eb0-d951-4347-bd74-7348efb78755.jpg,2022年11月12日 (土),3500円（税込）,フリーサイズ,イベント商品
172,BanG Dream! 10th☆LIVE DAY1:Roselia「Sonnenschein」 アクリルスタンド,https://bang-dream.com/goods/3141,アクリルスタンド・ジオラマ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/bed08738-3c6d-4ff0-be45-40c90230b7c7.jpg,2022年09月22日 (木),各1650円（税込）,約H80mm×W150mm,イベント商品 全5種
173,RAISE A SUILEN アーティストトレーディング缶バッジ vol.5,https://bang-dream.com/goods/3179,缶バッジ・ピンズ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/f70a0ece-dfac-4737-9108-9eb589c6e855.jpg,,各550円(税込),直径：約54mm,イベント商品，全15種
174,BanG Dream! ガールズバンドパーティ！ コーチジャケット Roselia vol.2,https://bang-dream.com/goods/3486,アパレル,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/ee882b11-522c-452e-a512-5ee728b255c0.jpg,2023年09月16日 (土),7150円（税込）,フリーサイズ,イベント商品
175,BanG Dream! トレーディングブロマイド MyGO!!!!! vol.1,https://bang-dream.com/goods/3435,ブロマイド・ステッカー・シール,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/dccd3095-31a1-4d7f-8bbd-827de3317947.jpg,2023年08月12日 (土),385円（税込）,約W89×H127mm,イベント商品 全20種
176,BanG Dream! Ave Mujica ブロマイド付きアクリルケース vol.1,https://bang-dream.com/goods/3595,ブロマイド・ステッカー・シール,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/c3f1f08e-37b2-4993-bcb8-04ece9e63dbe.jpg,2023年12月30日 (土),2750円（税込）,ブロマイド：約W89×H127mm  ケース：約W107×H148,一般商品
177,バンドリ！ ガールズバンドパーティ！ クリアファイル Twinkle Party! ver.,https://bang-dream.com/goods/3110,文具,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/e1cd062b-a32b-4199-80e5-7d9b0a9a634a.jpg,2022年09月02日 (金),550円(税込),,イベント商品、全1種
178,BanG Dream! It's MyGO!!!!! トレーディング缶バッジ Jump ver.,https://bang-dream.com/goods/3471,缶バッジ・ピンズ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/d36dd05b-3e95-4b77-bac5-b80f446ae6ca.jpg,2023年09月01日 (金),550円（税込）※トレーディング商品,直径約56mm,一般商品、全10種
179,BanG Dream! トレーディングステッカー MyGO!!!!! 碧を泳ぐver.,https://bang-dream.com/goods/3760,ブロマイド・ステッカー・シール,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/414f4b61-90ab-4485-95df-3fd3c657ef08.jpg,2024年06月29日 (土),550円（税込）,約55×H85mm,一般商品 全6種
180,BanG Dream! トレーディングショートステッカー 影色舞ver.,https://bang-dream.com/goods/3398,ブロマイド・ステッカー・シール,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/4ce07367-c0bc-4b71-9525-ad663dd478cd.jpg,2023年07月01日 (土),440円（税込）,約W90×H55mm,一般商品 全8種
181,BanG Dream! 10th☆LIVE DAY3:Poppin'Party「Hoppin’☆Poppin’☆Dreamin’!!」 アクリルスタンド,https://bang-dream.com/goods/3149,アクリルスタンド・ジオラマ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/406bb0d3-377e-457f-abec-3b35dcdb7e9b.jpg,2022年09月24日 (土),各1650円（税込）,約W80×H150mm,イベント商品 全5種
182,バンドリ！ ガールズバンドパーティ！ トレーディングフォトステッカー,https://bang-dream.com/goods/3315,ブロマイド・ステッカー・シール,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/3eb1d953-bf3b-4fbd-9ba0-b21b368170d8.jpg,2023年04月01日 (土),550円（税込）,約W55×H85mm,トレーディング、全7種
183,BanG Dream! ガールズバンドパーティ！ アクリルパスケースセット ブシロードストア1周年記念 ver.,https://bang-dream.com/goods/3127,生活雑貨,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/edc5eff8-e458-4260-b7bc-bd6424d27673.jpg,2022年08月14日 (日),各1650円（税込）,約H110mm×W70mm,イベント商品
184,RAISE A SUILEN LIVE 2023「EXCLAMATION HIGHLAND」 クリアファイル,https://bang-dream.com/goods/3353,文具,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/3236890a-7850-4c76-a11f-e4aece970b7f.jpg,2023年05月28日 (日),550円（税込）,A4サイズ対応,イベント商品 全1種
185,BanG Dream! Special☆LIVE Girls Band Party! 2020→2022 クリアファイル,https://bang-dream.com/goods/3197,文具,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/9b30df56-15d6-4490-91eb-edd96b6d5e8d.jpg,2022年11月12日 (土),550円（税込）,A4サイズ対応,イベント商品
186,劇場版「BanG Dream! It’s MyGO!!!!! 前編：春の陽だまり、迷い猫」 アクリルキーホルダー,https://bang-dream.com/goods/3837,キーホルダー・ストラップ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/77bd64ef-cdb1-421d-a4c1-92cebf9c2dc9.jpg,,1100円（税込）,約W80×H80mm,イベント商品 全1種
187,RAISE A SUILEN LIVE 2024「ESSENTIALS」 ラバーバンド,https://bang-dream.com/goods/3777,リストバンド,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/b8cedb6a-842e-4fe6-9789-d2bef65043b7.jpg,2024年06月15日 (土),1210円（税込）,約W210×H30.7mm,イベント商品
188,BanG Dream! ガールズバンドパーティ! 秘密と青春のイリゼ Tシャツ,https://bang-dream.com/goods/3419,アパレル,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/056f6fcd-929e-446a-a1af-f306f77a69f1.jpg,2023年07月20日 (木),4950円（税込）,Lサイズ／XLサイズ,一般商品
189,BanG Dream! ガールズバンドパーティ！ トレーディング缶バッジ キラキラver. vol.4 sideA,https://bang-dream.com/goods/3180,缶バッジ・ピンズ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/65f540f7-849e-412f-97f0-007ee243dcbe.jpg,,各550円(税込),直径：約55mm,イベント商品，全15種
190,BanG Dream! ロイヤルメタルバッジセット 処救生 ver.,https://bang-dream.com/goods/3814,缶バッジ・ピンズ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/504e72d2-6613-4792-aabf-65def849cfd3.jpg,2024年08月11日 (日),4400円（税込）,直径約56mm,イベント商品
191,Ave Mujica 1st LIVE「Perdere Omnia」 Tシャツ,https://bang-dream.com/goods/3631,アパレル,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/e6f63a98-03e5-4f39-9d95-e0533796faaa.jpg,2024年01月27日 (土),3850円（税込）,Mサイズ／Lサイズ／XLサイズ,イベント商品
192,BanG Dream! ガールズバンドパーティ！ トレーディングホログラム缶バッジ Autumn ver.,https://bang-dream.com/goods/3118,缶バッジ・ピンズ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/f995b5af-cdb8-447b-97d9-cfb5c8b3d65e.jpg,2022年10月15日 (土),1pack  550円(税込)　※トレーディング商品,直径約56mm,イベント商品 全7種
193,BanG Dream! 12th☆LIVE DAY2:MyGO!!!!!「ちいさな一瞬」 Tシャツ,https://bang-dream.com/goods/3541,アパレル,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/89dfbb1d-eac3-4c91-9032-665942180cea.jpg,2023年11月04日 (土),3850円（税込）,Mサイズ／Lサイズ／XLサイズ,イベント商品
194,BanG Dream! ガールズバンドパーティ！ マグネットライト（Poppin'Party・Roselia・Morfonica）,https://bang-dream.com/goods/3139,その他,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/d02a6979-c25f-47f9-a19a-17b5573843c4.jpg,2022年09月22日 (木),各1650円（税込）,約W80×H30mm,イベント商品 全3種
195,BanG Dream! It's MyGO!!!!! アクリルスタンド Casual Attire ver.,https://bang-dream.com/goods/3848,アクリルスタンド・ジオラマ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/515c40fd-b8f0-4598-9d10-36ec44f7f5b9.jpg,2024年08月09日 (金),各1760円（税込）,本体：約W52×H149mm以内 、台座：約W70×H70mm以内,イベント商品 全5種
196,BanG Dream! クリアファイル MyGO!!!!! 碧を泳ぐver.,https://bang-dream.com/goods/3758,文具,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/2608a654-d606-473e-a6ee-255679fc7891.jpg,2024年06月29日 (土),550円（税込）,A4サイズ対応,一般商品
197,BanG Dream! 12th☆LIVE 法被 MyGO!!!!!,https://bang-dream.com/goods/3572,アパレル,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/ecc407a7-1002-4fc7-a562-2d27cc463220.jpg,2023年11月04日 (土),各11000円（税込）,,イベント商品 全5種
198,バンドリ！ガールズバンドパーティ！ クリアファイル 2022 Winter ver.,https://bang-dream.com/goods/3243,文具,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/cde46dbd-df72-4cf2-b7f8-3477b0423789.jpg,2022年12月17日 (土),550円（税込）,A4サイズ対応,イベント商品
199,バンドリ！ ガールズバンドパーティ！ トレーディングビジュアルシート アニメイトスプリングセレブレーション,https://bang-dream.com/goods/3311,ブロマイド・ステッカー・シール,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/4614870f-1d85-46af-84bf-63dfde5c0b1d.jpg,2023年04月01日 (土),550円（税込）,A5サイズ (約W210×H148mm),トレーディング、全35種
200,RAISE A SUILEN LIVE 2023「EXCLAMATION HIGHLAND」 アクリルスタンド,https://bang-dream.com/goods/3350,アクリルスタンド・ジオラマ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/375c85f3-869f-4dfb-87c5-a914e21853c3.jpg,2023年05月28日 (日),各1650円（税込）,本体：約W65mm×H141mm以内 台座：W45mm×H45mm以 ※メンバーによって異なります,イベント商品 全5種
201,Poppin'Party アーティストトレーディング缶バッジ vol.6,https://bang-dream.com/goods/3732,缶バッジ・ピンズ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/ae2ce4a3-e96b-45ae-8bc8-c2799077195a.jpg,2024年04月29日 (月),550円（税込）,直径約56mm,イベント商品 全15種（1BOX コンプリート仕様）
202,BanG Dream! 10th☆LIVE 法被 Morfonica,https://bang-dream.com/goods/3161,アパレル,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/e75ece38-d52c-4689-9edf-4b1fcfaf3ced.jpg,2022年08月23日 (火),各11000円（税込）,,イベント商品 全5種
203,BanG Dream! 10th☆LIVE DAY4:RAISE A SUILEN「SOUL ROAR」 アクリルキーホルダー,https://bang-dream.com/goods/3155,キーホルダー・ストラップ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/65886927-e6c6-4d1b-886e-3a39cf0d9ef3.jpg,2022年09月25日 (日),各880円（税込）,約W70×H80mm,イベント商品 全5種
204,バンドリ！ ガールズバンドパーティ！ トレーディング星形キーホルダー vol.1 sideB（全20種）,https://bang-dream.com/goods/3112,キーホルダー・ストラップ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/fb001b44-93b2-42dd-a40d-2ce7779daaa4.jpg,2022年09月02日 (金),715円(税込),,イベント商品、全20種
205,バンドリ！ ガールズバンドパーティ！ トレーディングブロマイド WEGOver. vol.1,https://bang-dream.com/goods/3239,ブロマイド・ステッカー・シール,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/9112b4bf-ed74-40e0-ad22-fd7417e206bc.jpg,,385円,約W89×H127mm,全15種（トレーディング商品）
206,RAISE A SUILEN LIVE 2024「ESSENTIALS」 トレーディング缶バッジ,https://bang-dream.com/goods/3780,缶バッジ・ピンズ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/d5b10647-ac96-48c7-a687-0dd67094327d.jpg,2024年06月15日 (土),550円（税込）,直径約56mm,イベント商品 全5種（1BOX コンプリート仕様）
207,【受注商品】BanG Dream! 11th☆LIVE DAY1:Poppin'Party×RAISE A SUILEN「GALAXY to GALAXY」 B2タペストリー,https://bang-dream.com/goods/3274,タペストリー・ポスター類,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/c317d098-0319-4989-a762-1fc2c5aedd0d.jpg,2023年02月04日 (土),3850円（税込）,B2サイズ,イベント商品
208,BanG Dream! サイン入りブロマイド付きアクリルスタンド＆缶バッジセット 夢限大みゅーたいぷ,https://bang-dream.com/goods/3606,アクリルスタンド・ジオラマ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/4add0fe9-fa52-41c1-9a0f-14d22649aae1.jpg,2024年03月29日 (金),2750円（税込）,ブロマイド…約W89×H127mm アクリルスタンド…本体：約W60×H150mm　台座：約W60×H60mm 缶バッジ…直径約56mm,一般商品 全5種
209,Poppin’Party アーティストトレーディング缶バッジ vol.5,https://bang-dream.com/goods/3176,缶バッジ・ピンズ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/0a520af0-87c2-484b-a329-a75552fdc01f.jpg,,各550円(税込),直径：約54mm,イベント商品，全15種
210,MyGO!!!!! 6th LIVE「見つけた景色、たずさえて」 トレーディング缶バッジ,https://bang-dream.com/goods/3828,缶バッジ・ピンズ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/74bc77f2-27a4-4c28-ad27-81ea59920da5.jpg,2024年07月27日 (土),550円（税込）,直径約56mm,イベント商品 全10種
211,BanG Dream! 11th☆LIVE DAY1:Poppin'Party×RAISE A SUILEN「GALAXY to GALAXY」 Special ver. Tシャツ,https://bang-dream.com/goods/3260,アパレル,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/b0ae1a9e-0279-4243-888c-32a491600c53.jpg,2023年02月04日 (土),3850円（税込）,Mサイズ／Lサイズ／XLサイズ,イベント商品
212,バンドリ！ときめく夏祭り！2022 アクリルスタンド,https://bang-dream.com/goods/3092,アクリルスタンド・ジオラマ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/fb430680-908a-40c1-ab2d-6018ef9d444e.jpg,2022年07月30日 (土),各1650円（税込）,約W80×H150mm,イベント商品
213,Roselia LIVE TOUR「Rosenchor」 クリアファイル,https://bang-dream.com/goods/3654,文具,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/374f4872-acb7-4187-9a48-6d78526a78fb.jpg,2024年02月17日 (土),550円（税込）,A4サイズ対応,イベント商品
214,BanG Dream! ガールズバンドパーティ！ バンドマフラータオル Roselia vol.2,https://bang-dream.com/goods/3465,タオル,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/5ece950d-09c5-452b-a22b-18cf97b37a33.jpg,2023年08月25日 (金),2200円（税込）,約W1100×H200mm,イベント商品
215,BanG Dream! ガールズバンドパーティ！ 扇子 和洋折衷ver.,https://bang-dream.com/goods/3869,文具,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/1fbcdfbb-ff08-4615-90d1-c597f096e0dc.jpg,2024年09月14日 (土),1650円（税込）,"""約W315(開いた時の横幅)× H175mm(閉じた時のサイズ)""",イベント商品 全1種
