,name,link,category,imgs,sellDate,price,size,source
269,BanG Dream! ガールズバンドパーティ！ トレーディングホログラム缶バッジ Classic ver.,https://bang-dream.com/goods/3447,缶バッジ・ピンズ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/7b12ef94-1e72-4843-8afd-4201011dea51.jpg,2023年10月06日 (金),550円（税込）,直径約57mm,イベント商品 全8種
270,BanG Dream! ガールズバンドパーティ！ プルオーバーパーカー Brand new Pastel Road！,https://bang-dream.com/goods/3214,アパレル,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/cef4e50d-e9be-4168-9b97-1cddf4d10f99.jpg,2022年11月12日 (土),7150円（税込）,Mサイズ／Lサイズ／XLサイズ,イベント商品
271,BanG Dream! Ave Mujica ステッカー vol.1,https://bang-dream.com/goods/3587,ブロマイド・ステッカー・シール,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/11ce158d-de95-4bf1-a2da-855755e077b1.jpg,2023年12月30日 (土),550円（税込）,約W60×H75mm,一般商品
272,RAISE A SUILEN LIVE 2022「OVERKILL」 記念キーホルダー,https://bang-dream.com/goods/3066,キーホルダー・ストラップ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/bf1af92d-8178-485c-9134-8f581060282a.jpg,2022年06月19日 (日),1650円（税込）,ベルト部分:約H20mm×W100min アクリルチャーム部分:約H120mm×W50mm～100mm ※メンバーによって異なります。,イベント商品
273,BanG Dream! 12th☆LIVE DAY3:RAISE A SUILEN「REVEAL」 記念キーホルダー,https://bang-dream.com/goods/3554,キーホルダー・ストラップ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/78946dbc-687a-4ab0-87a8-739135c2a980.jpg,2023年11月05日 (日),1650円（税込）,本体：約W80×H60mm,イベント商品
274,バンドリ！ ガールズバンドパーティ！ B2タペストリー Twinkle Party! ver.,https://bang-dream.com/goods/3114,タペストリー・ポスター類,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/3ed20fec-2417-4715-8dc0-aca7d6f9997e.jpg,2022年09月02日 (金),3850円(税込),,イベント商品、全1種
275,BanG Dream! トレーディングアクリルキーホルダー 名無声ver.,https://bang-dream.com/goods/3404,キーホルダー・ストラップ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/7ced9915-8099-49ad-84a5-fe1a95b7e61c.jpg,2023年07月01日 (土),770円（税込）,約W70×H45mm,一般商品 全8種
276,Ave Mujica 2nd LIVE「Quaerere Lumina」 マフラータオル,https://bang-dream.com/goods/3771,タオル,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/912ae2cd-2388-4281-ade9-df6af681f87d.jpg,2024年06月08日 (土),2420円（税込）,約W1100×H200mm,イベント商品
277,バンドリ！ガールズバンドパーティ！ トレーディングブロマイド 2022 Winter ver.,https://bang-dream.com/goods/3249,ブロマイド・ステッカー・シール,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/f42e5913-d365-4bcf-805d-0c9833c5dfe0.jpg,2022年12月17日 (土),385円（税込）,約W89×H127mm,イベント商品 全7種
278,劇場版「BanG Dream! It’s MyGO!!!!!」 クリアファイル,https://bang-dream.com/goods/3843,文具,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/eef53cb3-9dba-4a5c-aea2-e208222d19d2.jpg,,550円（税込）,A4サイズ対応,イベント商品 全1種
279,バンドリ！ ガールズバンドパーティ！ トレーディングホログラムショートステッカー SideB 2023 Winter ver.,https://bang-dream.com/goods/3613,ブロマイド・ステッカー・シール,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/fbb07be6-8539-4dd8-b962-f455677cd39a.jpg,2023年12月16日 (土),440円（税込）,約W90×H55mm,一般商品 全20種
280,BanG Dream! ガールズバンドパーティ！ トレーディングホログラム缶バッジ ミニキャラ2023 Winter ver.,https://bang-dream.com/goods/3612,缶バッジ・ピンズ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/71d493e4-ac71-4678-baa3-093ab4c299d1.jpg,2023年12月16日 (土),550円（税込）,直径約56mm,一般商品 全8種
281,劇場版「BanG Dream! It’s MyGO!!!!! 前編：春の陽だまり、迷い猫」 ジオラマアクリルスタンド,https://bang-dream.com/goods/3835,アクリルスタンド・ジオラマ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/9c4a987e-1efc-418f-99cd-c5fb96728677.jpg,,1980円（税込）,プレート状：約W100×H190mm,イベント商品 全1種
282,バンドリ！ ガールズバンドパーティ！  トレーディングアクリルキーホルダー2023ver. vol.1,https://bang-dream.com/goods/3336,キーホルダー・ストラップ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/7a313626-e386-4ea3-ac22-cf0eeb1a10a7.jpg,2023年03月18日 (土),880円（税込）,約W55×H85mm,一般商品 全15種
283,BanG Dream! ガールズバンドパーティ！ トレーディングホログラム缶バッジ ときめく夏祭り！,https://bang-dream.com/goods/3093,缶バッジ・ピンズ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/81de5773-6440-4ff6-8c58-e98e93f7f07b.jpg,2022年07月30日 (土),550円（税込）,直径約54mm,イベント商品
284,BanG Dream! 10th☆LIVE DAY2:Morfonica「Reverberation」 アクリルキーホルダー,https://bang-dream.com/goods/3147,キーホルダー・ストラップ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/f6e36d0b-2cfb-4b99-abca-edc2b346dbca.jpg,2022年09月23日 (金),各880円（税込）,約H70mm×W80mm,イベント商品 全5種
285,BanG Dream! It’s MyGO!!!!! SNS風アクリルキーホルダー Casual Attire ver.,https://bang-dream.com/goods/3849,キーホルダー・ストラップ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/38ebd742-ecd0-4f18-99fc-7427b2659787.jpg,2024年08月09日 (金),各880円（税込）,約W80×H80mm以内,イベント商品 全5種
286,BanG Dream! Special☆LIVE Girls Band Party! 2020→2022 ラバーバンド,https://bang-dream.com/goods/3195,リストバンド,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/0b03fb8a-e263-44fb-a0a0-8da40d8aad99.jpg,2022年11月12日 (土),1100円（税込）,約H25mm×W210mm,イベント商品
287,バンドリ！ ガールズバンドパーティ！ アクリルスタンド 2023 Winter ver.,https://bang-dream.com/goods/3607,アクリルスタンド・ジオラマ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/dbd3e9a0-1f6a-4587-8b83-6777f7f4be09.jpg,2023年12月16日 (土),各1650円（税込）,本体：約W80×H150mm以内 台座：W70×H70mm以内,一般商品 全8種
288,バンドリ！ ガールズバンドパーティ！ クリアファイル Autumn ver.,https://bang-dream.com/goods/3120,文具,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/cbd9446e-a5de-4b1b-9fab-29b6170ffa81.jpg,2022年10月15日 (土),550円(税込),A4サイズ対応,イベント商品 全1種
289,バンドリ！ ガールズバンドパーティ！ トレーディングチケット風ステッカーvol.3,https://bang-dream.com/goods/3122,ブロマイド・ステッカー・シール,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/87fa9eda-97ee-452e-8e00-0ee58fe2b7e0.jpg,2022年10月15日 (土),1pack  440円(税込) 　※トレーディング商品,本体約140mm×70mm,イベント商品，全15種
290,バンドリ！ ガールズバンドパーティ！ コースター付きフィナンシェ&ティーセット Sweets×Flower Tea Party! ver.,https://bang-dream.com/goods/3520,食品,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/d9cf9563-5e04-435c-aa47-95a6c51c2403.jpg,2023年11月14日 (火),2700円(税込),箱：約W178×H158×D52mm以内　コースター：約W90×H90mm以内,イベント商品、全1種
291,RAISE A SUILEN LIVE 2022「OVERKILL」 トレーディング缶バッジ,https://bang-dream.com/goods/3068,缶バッジ・ピンズ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/218425b0-a371-45d4-9d9e-3fd78d1741aa.jpg,2022年06月19日 (日),550円（税込）,直径約54mm,イベント商品 全10種
292,BanG Dream! ブレスレット Ave Mujica,https://bang-dream.com/goods/3773,リストバンド,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/8703ad22-44a7-489f-9628-b7dac0585e43.jpg,2024年06月08日 (土),2200円（税込）,本体：長さ約160mm 調整チェーン：長さ約40mm以内,イベント商品
293,BanG Dream! ダイキャストキーホルダー,https://bang-dream.com/goods/3772,キーホルダー・ストラップ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/8671025f-b0df-4533-a62c-af951c29117e.jpg,2024年06月08日 (土),1650円（税込）,約W68×H80mm 以内,イベント商品 全5種
294,バンドリ！ ガールズバンドパーティ！ Morfonica プレートライト,https://bang-dream.com/goods/3418,ペンライト・ブレード,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/829e326d-34d2-4e89-abe9-5b18f110c274.jpg,2023年07月20日 (木),3300円（税込）,約W130×H210mm,イベント商品
295,Roselia アーティストトレーディングアクリルキーホルダー vol.2,https://bang-dream.com/goods/3061,キーホルダー・ストラップ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/252a97b7-b8b1-4db1-a2cf-ef04912665fa.jpg,2022年05月21日 (土),880円（税込）,約H60mm×W80mm,一般商品 全5種
296,Afterglow「After School Event 夕景の一頁」 アクリルタグ付きTシャツ,https://bang-dream.com/goods/3705,アパレル,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/066326b9-ff15-4db3-86bb-e712acf52bbb.jpg,2024年04月06日 (土),4950円（税込）,Tシャツ：M/L/XL アクリルタグ：約80×H45mm,イベント商品
297,BanG Dream! Ave Mujica 缶バッジセット vol.1,https://bang-dream.com/goods/3591,缶バッジ・ピンズ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/f555e96f-024b-41f0-89c3-45cdbb24479a.jpg,2023年12月30日 (土),1100円（税込）,直径約56mm,一般商品
298,バンドリ！ ガールズバンドパーティ！ 特大アクリルスタンド Summer Night Party! ver.,https://bang-dream.com/goods/3797,アクリルスタンド・ジオラマ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/09fa38c4-4787-4442-9d6d-5cf790739e46.jpg,2024年07月26日 (金),各4400円,約H250mm程度,イベント商品 全8種
299,BanG Dream! It’s MyGO!!!!! トレーディングブロマイド Casual Attire ver.,https://bang-dream.com/goods/3854,ブロマイド・ステッカー・シール,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/2715fc77-3e2c-4010-be3e-cfa6c3557b95.jpg,2024年08月09日 (金),440円（税込）,L判,イベント商品 全10種
300,バンドリ！ ガールズバンドパーティ！ ジオラマアクリルスタンド Summer Night Party! ver.,https://bang-dream.com/goods/3790,アクリルスタンド・ジオラマ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/ce1f9629-31c3-46cf-a360-2e8f194c51ed.jpg,2024年07月26日 (金),各1760円,約W160×H110mm,イベント商品 全8種
301,Afterglow「After School Event 夕景の一頁」 アクリルスタンド,https://bang-dream.com/goods/3700,アクリルスタンド・ジオラマ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/33d58ec3-e3f3-46b3-a996-9c7ca6ce7368.jpg,2024年04月06日 (土),各1760円（税込）,本体:約W65×H140mm 台座:W60×H60mm,イベント商品 全5種
302,BanG Dream! マルチトートバッグ MyGO!!!!!,https://bang-dream.com/goods/3822,かばん類,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/bb57f273-9fa0-41bd-a738-485b06d33092.jpg,2024年07月27日 (土),3850円（税込）,約W430×H320×D180mm,イベント商品
303,バンドリ！ ガールズバンドパーティ！ トレーディングアクリルブロックvol.1,https://bang-dream.com/goods/3482,アクリルスタンド・ジオラマ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/7daa64a6-6eec-4a9e-ac54-c1c7e888e829.jpg,2023年09月01日 (金),990円　※トレーディング商品,約W68×H49mm,一般商品、全15種
304,バンドリ！ ガールズバンドパーティ！ アクリルスタンド Dream ver.,https://bang-dream.com/goods/3661,アクリルスタンド・ジオラマ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/b38e6ba9-f34b-4e94-969a-764337fa24f6.jpg,2024年03月30日 (土),各1760円（税込）,本体：約W100×H130mm以内       台座：W60×H40mm以内,イベント商品 全8種
305,バンドリ！ ガールズバンドパーティ！  トレーディングアクリルキーホルダー2023ver. vol.2,https://bang-dream.com/goods/3335,キーホルダー・ストラップ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/4b4f30d6-1595-454f-8eb5-e52809d2594f.jpg,2023年03月18日 (土),880円（税込）,約W55×H85mm,一般商品 全15種
306,Ave Mujica 1st LIVE「Perdere Omnia」 マフラータオル,https://bang-dream.com/goods/3632,タオル,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/e5e2524c-5d42-4899-ba80-38c03d0f8782.jpg,2024年01月27日 (土),2310円（税込）,約W1100×H200mm以内,イベント商品
307,バンドリ！ ガールズバンドパーティ！ トレーディングブロマイド Sweets×Flower Tea Party! ver.,https://bang-dream.com/goods/3519,ブロマイド・ステッカー・シール,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/e0c89f1c-bfa5-4df0-9d8d-f8374bb88242.jpg,2023年11月14日 (火),385円(税込),約W89×H127mm,イベント商品、全16種
308,BanG Dream! ブロマイド付きアクリルケース MyGO!!!!!,https://bang-dream.com/goods/3594,ブロマイド・ステッカー・シール,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/b99acfed-2911-4719-ba05-a7a5c6572d67.jpg,2023年12月30日 (土),2750円（税込）,,一般商品
309,BanG Dream! ガールズバンドパーティ! トレーディング称号アクリルバッジ Pastel*Palettes,https://bang-dream.com/goods/3131,缶バッジ・ピンズ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/e5338889-b183-4db7-af6d-312518e1e8e7.jpg,2022年09月16日 (金),550円（税込）,約W70×H17mm,一般商品 全10種
310,MyGO!!!!! ZEPP TOUR 2024「彷徨する渇望」 Tシャツ BLACK ver.,https://bang-dream.com/goods/3678,アパレル,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/42d70e37-d015-42ed-ab6a-1efc97523bf1.jpg,2024年02月12日 (月),3850円（税込）,L / XLサイズ,イベント商品
311,バンドリ！ ガールズバンドパーティ！ アクリルステッカーセット Roselia,https://bang-dream.com/goods/3185,ブロマイド・ステッカー・シール,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/d6605711-0b28-4078-81d1-32bb77c93188.jpg,,2750円（税込）,約W40×H40mm以内,イベント商品
312,BanG Dream! It's MyGO!!!!! セリフ入りフェイスタオル,https://bang-dream.com/goods/3583,タオル,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/7d1dc1fe-8c5e-4b4c-aa7d-9fd850db7416.jpg,2023年12月30日 (土),2420円（税込）,,一般商品 全5種
313,BanG Dream! 12th☆LIVE DAY2:MyGO!!!!!「ちいさな一瞬」 フルグラフィックタオル,https://bang-dream.com/goods/3548,タオル,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/1299d0b5-b662-427a-a190-66a834b7a822.jpg,2023年11月04日 (土),3300円（税込）,約W840×H340mm,イベント商品 全5種
314,バンドリ！ ガールズバンドパーティ！ アクリルスタンド 2023ver. Pastel＊Palettes,https://bang-dream.com/goods/3329,アクリルスタンド・ジオラマ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/2f28a954-bf8f-42bb-a5b3-bdc524f7968a.jpg,2023年03月18日 (土),各1650円（税込）,約W50×H120mm,一般商品 全5種
315,MyGO!!!!! 1st LIVE「僕たちはここで叫ぶ」 Tシャツ,https://bang-dream.com/goods/3096,アパレル,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/87b0e95a-4fe7-42b1-a308-3ac44a0b1f40.jpg,2022年07月03日 (日),3850円（税込）,Mサイズ／Lサイズ／XLサイズ,イベント商品
316,バンドリ！ ガールズバンドパーティ！ アクリルステッカーセット ハロー、ハッピーワールド！,https://bang-dream.com/goods/3186,ブロマイド・ステッカー・シール,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/ba0974df-fa47-48a9-963d-a4bdbec1e0b8.jpg,,2750円（税込）,約W40×H40mm以内,イベント商品
317,バンドリ！ガールズバンドパーティ！ トレーディングチケット風ステッカーvol.7,https://bang-dream.com/goods/3453,ブロマイド・ステッカー・シール,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/42231598-281b-4789-b8f4-fb5236b20727.jpg,2023年10月06日 (金),440円（税込）,約W140×H70mm,イベント商品 全15種
318,BanG Dream! アクリルスタンド MyGO!!!!! 碧を泳ぐver.,https://bang-dream.com/goods/3756,アクリルスタンド・ジオラマ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/2807a28a-24e3-4a5b-946e-53b84c2dffb6.jpg,2024年06月29日 (土),各1760円（税込）,本体：約W100×H150mm以内 台座：W60×H60mm以内,一般商品 全5種
319,Roselia LIVE TOUR「Rosenchor」 チャーム付きペンライトストラップ,https://bang-dream.com/goods/3657,キーホルダー・ストラップ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/e2f0a5fc-9eeb-4e2b-994e-cdd362bbad93.jpg,2024年02月17日 (土),各1100円（税込）,ストラップ：約W132×H8mm以内　チャーム：W35×H35mm以内,イベント商品 全5種
320,ハロー、ハッピーワールド！ スペシャルイベント「ハッピー！ラッキー！スマイル！フェスティバル！」 アクリルスタンド,https://bang-dream.com/goods/3505,アクリルスタンド・ジオラマ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/7c4e4f5d-53fb-4e26-867e-51b963616fa4.jpg,2023年09月09日 (土),各1650円（税込）,"""本体：約W100×H140mm　台座：W60×H60mm  ※各メンバーによって異なります。""",イベント商品 全5種
321,バンドリ！ ガールズバンドパーティ！ B2タペストリー vol.1 ハロー、ハッピーワールド！,https://bang-dream.com/goods/3254,タペストリー・ポスター類,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/8ad9f18c-1c4e-4f84-ad6f-4af8cd609729.jpg,2023年01月09日 (月),3850円（税込）,B2サイズ,イベント商品 全5種
322,Morfonica ZEPP TOUR 2023「forte」 ラバーバンド,https://bang-dream.com/goods/3412,リストバンド,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/facbdaa4-4ea0-4cf9-94bd-1804d9456cab.jpg,2023年07月20日 (木),1100円（税込）,約W210×H25mm,イベント商品
323,BanG Dream! スペシャルパーティーブレード vol.2,https://bang-dream.com/goods/3205,ペンライト・ブレード,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/72614658-aae7-4274-9a51-399764535c31.jpg,2022年11月12日 (土),4201円（税込）,,イベント商品
324,BanG Dream! トレーディング缶バッジ MyGO!!!!! 碧を泳ぐver.,https://bang-dream.com/goods/3757,缶バッジ・ピンズ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/4068ba0c-cb4f-4d09-9383-28b9e56c693d.jpg,2024年06月29日 (土),550円（税込）,直径約56mm,一般商品 全5種
325,MyGO!!!!! 5th LIVE「迷うことに迷わない」 アクリルスタンド,https://bang-dream.com/goods/3426,アクリルスタンド・ジオラマ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/4d3e8198-8b2b-4fbe-82d2-d26707d5a968.jpg,2023年08月12日 (土),各1650円（税込）,本体：約W43～87×H140mm 台座：W60×H30mm ※各メンバーによって異なります。,イベント商品 全5種
326,BanG Dream! リストバンド MyGO!!!!!,https://bang-dream.com/goods/3821,リストバンド,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/d728dcc5-219e-4e09-965c-bca28073d9df.jpg,2024年07月27日 (土),1430円（税込）,約W80×H80mm,イベント商品
327,バンドリ！ ガールズバンドパーティ！ B2タペストリー 和洋折衷ver.,https://bang-dream.com/goods/3868,タペストリー・ポスター類,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/e3c2b05d-9b1d-471c-9794-89c9d3a9f8ca.jpg,2024年09月14日 (土),3850円（税込）,B2サイズ,イベント商品 全1種
328,RAISE A SUILEN LIVE 2022「OVERKILL」 ラバーバンド,https://bang-dream.com/goods/3065,リストバンド,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/4729c0b0-8ded-4d77-9148-e653ec68712e.jpg,2022年06月19日 (日),1100円（税込）,約H25mm×W210mm,イベント商品
329,Roselia LIVE TOUR「Rosenchor」 ペナントガーランド,https://bang-dream.com/goods/3658,その他,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/608ac3d0-1eed-4a4d-8cd1-2101b36c0595.jpg,2024年02月17日 (土),各1200円（税込）,W100×H140mm,イベント商品 全5種
330,バンドリ！ ガールズバンドパーティ！ トレーディングホログラムショートステッカー sideB 2024 Autumn ver.,https://bang-dream.com/goods/3864,ブロマイド・ステッカー・シール,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/21e6fffa-344a-478a-b018-4f76628c5a47.jpg,2024年09月14日 (土),440円（税込）,約W90×H55mm,イベント商品 全20種
331,バンドリ！ ガールズバンドパーティ！ 布ポスター Dream ver.,https://bang-dream.com/goods/3666,タペストリー・ポスター類,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/88f66db2-490d-4870-a21b-00458566cb0e.jpg,2024年03月30日 (土),各3300円(税込),約W500×H1600mm,イベント商品 全8種
332,BanG Dream! It’s MyGO!!!!! B2タペストリー Casual Attire ver.,https://bang-dream.com/goods/3853,タペストリー・ポスター類,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/7282f1bf-c1c0-4bfa-b1ac-1e1b71fa45da.jpg,2024年08月09日 (金),3850円（税込）,B2サイズ,イベント商品 全1種
333,BanG Dream! 11th☆LIVE DAY2:Roselia×Morfonica「星空の夜想曲」 アクリルスタンド,https://bang-dream.com/goods/3281,アクリルスタンド・ジオラマ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/03807a56-7ea0-4dcf-8b33-6d9a94dd790e.jpg,2023年02月05日 (日),各1760円（税込）,本体：約W80×H145mm　台座：W60×H30mm パーツ：約W40×H30mm,イベント商品 全10種
334,バンドリ！ ガールズバンドパーティ！ クッキー缶 Summer Night Party! ver.,https://bang-dream.com/goods/3799,食品,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/790628d8-d4ce-46a9-8cd5-eebcfeb5675f.jpg,2024年07月26日 (金),2200円,缶本体：約W123×H123mm×D52mm ステッカー：約W60mm×H60mm,イベント商品 全1種
335,バンドリ！ ガールズバンドパーティ！ トレーディングスクエアアクリルキーホルダー vol.3,https://bang-dream.com/goods/3747,キーホルダー・ストラップ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/dbb1d27f-4c76-4d77-8922-0f58ce8e7185.jpg,2024年05月17日 (金),880円（税込）,約W60×H80mm,イベント商品 全20種
336,BanG Dream! 12th☆LIVE DAY2:MyGO!!!!!「ちいさな一瞬」 Tシャツ,https://bang-dream.com/goods/3542,タオル,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/9ad9bff0-36a1-4ea1-b34f-0dc037c59177.jpg,2023年11月04日 (土),2420円（税込）,約W830×H340mm,イベント商品
337,バンドリ！ ガールズバンドパーティ！ アクリルスタンド Sweets×Flower Tea Party! ver.,https://bang-dream.com/goods/3515,アクリルスタンド・ジオラマ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/d87df522-daa3-4336-8260-b203ca519329.jpg,2023年11月14日 (火),各1760円(税込),本体：約W80×H130mm以内　台座：W60×H30mm以内　※キャラクターによって異なります,イベント商品、全8種
338,ハロー、ハッピーワールド！ スペシャルイベント「ハッピー！ラッキー！スマイル！フェスティバル！」 アクリルタグ付きロングTシャツ,https://bang-dream.com/goods/3501,アパレル,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/330e0092-17ea-464a-9616-47072040f41b.jpg,2023年09月09日 (土),4950円（税込）,M/L/XL,イベント商品
339,MyGO!!!!! 4th LIVE「前へ進む音の中で」 Ｔシャツ,https://bang-dream.com/goods/3297,アパレル,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/1e3e2ff4-518a-4f0f-9509-58e2e79fa3de.jpg,2023年03月09日 (木),3850円,M/L/XL,イベント商品 全1種
340,Poppin'Party×MyGO!!!!! 「Divide/Unite」 Tシャツ,https://bang-dream.com/goods/3722,アパレル,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/ec5aeaf8-4de6-4a6e-80a8-9898984f6827.jpg,2024年04月29日 (月),3850円（税込）,M / L / XLサイズ,イベント商品
341,BanG Dream! アクリルキーホルダー 処救生 ver.,https://bang-dream.com/goods/3816,キーホルダー・ストラップ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/d59c2691-8bcd-4618-a825-a212f6034552.jpg,2024年08月11日 (日),880円（税込）,約W15×H60×D10mm,イベント商品
342,バンドリ！ ガールズバンドパーティ！ B2タペストリー vol.1 Afterglow,https://bang-dream.com/goods/3251,タペストリー・ポスター類,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/0d93a950-9fcf-46e0-8b38-2f8b3576d0ae.jpg,2023年01月09日 (月),3850円（税込）,B2サイズ,イベント商品 全5種
343,BanG Dream! 10th☆LIVE DAY4:RAISE A SUILEN「SOUL ROAR」 アクリルスタンド,https://bang-dream.com/goods/3153,アクリルスタンド・ジオラマ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/2d0ad77a-3fe1-49a5-ab8e-cd304116cb97.jpg,2022年09月25日 (日),各1650円（税込）,約W80×H150mm,イベント商品 全5種
344,BanG Dream! 11th☆LIVE DAY2:Roselia×Morfonica「星空の夜想曲」 フード付きタオル,https://bang-dream.com/goods/3287,タオル,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/4b380067-adab-4130-8843-47c80d37d126.jpg,2023年02月05日 (日),各4400円（税込）,タオル：約W1200×H750mm　フード：約W600×H330mm,イベント商品 全10種
345,BanG Dream! 11th☆LIVE DAY1:Poppin'Party×RAISE A SUILEN「GALAXY to GALAXY」 フード付きタオル,https://bang-dream.com/goods/3272,タオル,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/11397f23-d0b2-4719-9c81-0812b6ee961e.jpg,2023年02月04日 (土),各4400円（税込）,タオル：約W1200×H750mm　フード：約W600×H330mm,イベント商品 全10種
346,BanG Dream! ガールズバンドパーティ！ バンドマフラータオル Morfonica vol.2,https://bang-dream.com/goods/3464,タオル,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/0b76f011-ce0c-412b-b8a8-e39d2a1426a5.jpg,2023年08月25日 (金),2200円（税込）,約W1100×H200mm,イベント商品
347,バンドリ！ ガールズバンドパーティ！ ジオラマアクリルスタンド Game Party! ver.,https://bang-dream.com/goods/3741,アクリルスタンド・ジオラマ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/2161ba06-195e-4d37-8481-08b614128eac.jpg,2024年05月17日 (金),各2200円（税込）,プレート状：約W100×H180mm,イベント商品 全8種
348,BanG Dream! 10th☆LIVE タオル,https://bang-dream.com/goods/3133,タオル,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/07ea94c3-b13f-4618-99bb-034a1bc37af0.jpg,2022年09月22日 (木),各2200円（税込）,約W850×H330mm,イベント商品 全4種
349,BanG Dream! 11th☆LIVE DAY2:Roselia×Morfonica「星空の夜想曲」 メンバーキーホルダー（Roselia）,https://bang-dream.com/goods/3286,キーホルダー・ストラップ,https://s3-ap-northeast-1.amazonaws.com/bang-dream-portal/7c228b8f-0055-4df7-9af3-bda4a64afef3.jpg,2023年02月05日 (日),各1650円（税込）,約W20×H97mm以内,イベント商品 全5種
