,番名,链接,评分,放送日期,id,追番人数,播放量,硬币数,弹幕数
643,传颂之物,https://www.bilibili.com/bangumi/play/ss1388,9.7,2006-04-02 16:00:00,1388,194264,1080801,4272,41181
644,奇诺之旅,https://www.bilibili.com/bangumi/play/ss2013,9.7,2003-04-07 16:00:00,2013,192749,1344786,3630,42550
645,DAYS,https://www.bilibili.com/bangumi/play/ss5063,8.3,2016-07-02 16:00:00,5063,192114,7096379,12364,223971
646,Classroom☆Crisis,https://www.bilibili.com/bangumi/play/ss2582,9.3,2015-07-02 16:00:00,2582,191789,4855928,7231,124640
647,踏切时间,https://www.bilibili.com/bangumi/play/ss23869,9.7,2018-04-08 16:00:00,23869,191678,4267208,14784,21662
648,告白实行委员会 告白预演,https://www.bilibili.com/bangumi/play/ss4355,9.2,2014-01-28 16:00:00,4355,190960,3117665,3194,33183
649,魔法少女☆伊莉雅 3REI!!,https://www.bilibili.com/bangumi/play/ss5065,9.6,2016-07-05 16:00:00,5065,190058,2098153,9337,71239
650,RWBY 第三季,https://www.bilibili.com/bangumi/play/ss2894,9.4,2015-10-23 16:00:00,2894,190049,7941900,20822,157717
651,银之匙 Silver Spoon 第一季,https://www.bilibili.com/bangumi/play/ss239,9.8,2013-07-10 16:00:00,239,189896,4857099,6240,144288
652,四月是你的谎言 OAD,https://www.bilibili.com/bangumi/play/ss3423,9.7,2015-05-14 16:00:00,3423,189695,3502220,17149,94943
653,Chaos Dragon 赤龙战役,https://www.bilibili.com/bangumi/play/ss2571,4.3,2015-07-01 16:00:00,2571,189640,5091291,2764,229017
654,学园Handsome,https://www.bilibili.com/bangumi/play/ss5543,9.3,2016-10-02 16:00:00,5543,189567,4719607,8073,82729
655,命运石之门 境界面上的迷失之链,https://www.bilibili.com/bangumi/play/ss3449,9.7,2015-12-01 16:00:00,3449,189565,2705739,5493,19546
656,将国之天鹰星,https://www.bilibili.com/bangumi/play/ss6320,9.1,2017-07-07 16:00:00,6320,189257,3629626,8051,65130
657,便·当,https://www.bilibili.com/bangumi/play/ss864,9.4,2011-10-07 16:00:00,864,189191,3978884,5733,163266
658,环战公主 CIRCLET PRINCESS,https://www.bilibili.com/bangumi/play/ss26350,7.1,2019-01-07 16:00:00,26350,188727,3020951,9540,26698
659,活撃/刀剣乱舞（僅限港澳台地區）,https://www.bilibili.com/bangumi/play/ss6302,8.9,2017-07-01 16:00:00,6302,188646,655255,2098,29031
660,刀剑神域 Extra Edition,https://www.bilibili.com/bangumi/play/ss4239,9.5,2013-12-30 16:00:00,4239,188481,3226433,16168,81205
661,异国迷宫的十字路口,https://www.bilibili.com/bangumi/play/ss3433,9.6,2011-07-02 16:00:00,3433,187575,971440,3077,48202
662,中二病也要谈恋爱！恋 Lite,https://www.bilibili.com/bangumi/play/ss4351,9.5,2013-12-25 16:00:00,4351,186869,2996953,5126,34235
663,神装少女小缠,https://www.bilibili.com/bangumi/play/ss5552,8.7,2016-10-03 16:00:00,5552,185649,4451704,12148,109940
664,萤火之森,https://www.bilibili.com/bangumi/play/ss27042,9.7,2011-09-10 16:00:00,27042,185563,890611,12328,21742
665,Code Geass 亡国的阿基德,https://www.bilibili.com/bangumi/play/ss1659,7.1,2012-08-03 16:00:00,1659,184683,1489234,3096,38394
666,歌之☆王子殿下 真爱1000%,https://www.bilibili.com/bangumi/play/ss1561,9.4,2011-07-01 16:00:00,1561,184069,922854,1409,41054
667,轻音少女 剧场版,https://www.bilibili.com/bangumi/play/ss1175,9.9,2011-12-02 16:00:00,1175,183487,747300,25935,41616
668,女神异闻录5 -THE DAY BREAKERS-,https://www.bilibili.com/bangumi/play/ss5482,9.6,2016-09-02 16:00:00,5482,183432,1910424,3761,21093
669,乃木坂春香的秘密,https://www.bilibili.com/bangumi/play/ss1062,9.2,2008-07-09 16:00:00,1062,183046,328919,1428,11690
670,野良神 OAD,https://www.bilibili.com/bangumi/play/ss3419,9.7,2014-02-12 16:00:00,3419,182773,6663448,20444,198507
671,魔法科高校的劣等生 简单易懂的魔法科！,https://www.bilibili.com/bangumi/play/ss2864,4.8,2014-02-21 16:00:00,2864,182725,3842162,1051,10826
672,Schoolgirl Strikers,https://www.bilibili.com/bangumi/play/ss5777,0.0,2017-01-06 16:00:00,5777,182117,1929248,3381,32439
673,革命机Valvrave,https://www.bilibili.com/bangumi/play/ss3307,8.4,2013-04-10 16:00:00,3307,181334,3276924,5801,144294
674,琴之森,https://www.bilibili.com/bangumi/play/ss23851,9.5,2018-04-08 16:00:00,23851,180959,3045501,9157,27103
675,夏日大作战,https://www.bilibili.com/bangumi/play/ss4694,9.6,2009-07-31 16:00:00,4694,180958,1116872,23754,52701
676,红伤骑士X,https://www.bilibili.com/bangumi/play/ss5037,0.0,2016-07-05 16:00:00,5037,179876,1934360,1362,57492
677,灰色的迷宫,https://www.bilibili.com/bangumi/play/ss4170,9.8,2015-04-11 16:00:00,4170,179591,1936705,7847,2671
678,火之丸相扑,https://www.bilibili.com/bangumi/play/ss25730,9.2,2018-10-04 16:00:00,25730,179294,6388295,22937,42221
679,UQ HOLDER！悠久持有者 OAD,https://www.bilibili.com/bangumi/play/ss6414,9.1,2017-09-07 16:00:00,6414,178395,2597977,3759,20046
680,迷糊餐厅 WORKING’!!,https://www.bilibili.com/bangumi/play/ss867,9.5,2011-09-30 16:00:00,867,177687,1217849,5343,40830
681,KANON / 雪之少女（京都版）,https://www.bilibili.com/bangumi/play/ss1375,9.7,2006-10-04 16:00:00,1375,176899,512087,4250,33768
682,枪与假面舞会,https://www.bilibili.com/bangumi/play/ss2719,7.0,2015-09-30 16:00:00,2719,176491,3286660,3602,163192
683,乒乓,https://www.bilibili.com/bangumi/play/ss192,9.8,2014-04-09 16:00:00,192,176407,1461594,8526,18983
684,目隐都市的演绎者,https://www.bilibili.com/bangumi/play/ss27503,9.6,2014-04-11 16:00:00,27503,176235,944892,10527,25911
685,梦王国与沉睡的100王子 短篇动画,https://www.bilibili.com/bangumi/play/ss6008,8.7,2017-03-24 16:00:00,6008,175569,1932685,2396,59406
686,超心动！艺术之星,https://www.bilibili.com/bangumi/play/ss5522,9.1,2016-10-01 16:00:00,5522,172566,3732455,5446,100625
687,RWBY 第四季,https://www.bilibili.com/bangumi/play/ss5636,9.3,2016-10-21 16:00:00,5636,171526,6096384,23004,120772
688,小鸠,https://www.bilibili.com/bangumi/play/ss1164,9.7,2009-10-05 16:00:00,1164,170051,643669,2711,29553
689,LORD of VERMILION 红莲之王,https://www.bilibili.com/bangumi/play/ss24607,4.5,2018-07-13 16:00:00,24607,169872,2031460,2757,18129
690,高校星歌剧,https://www.bilibili.com/bangumi/play/ss2735,9.6,2015-10-04 16:00:00,2735,169165,5144317,9774,391624
691,笨蛋，测验，召唤兽  OVA,https://www.bilibili.com/bangumi/play/ss3486,9.7,2011-02-22 16:00:00,3486,168308,3544519,10813,75764
692,雨色可可side G,https://www.bilibili.com/bangumi/play/ss26294,8.3,2019-01-08 16:00:00,26294,167765,2844749,6214,5692
693,CLANNAD ～AFTER STORY～另一个世界 杏篇,https://www.bilibili.com/bangumi/play/ss1180,9.7,2009-05-23 16:00:00,1180,167322,581734,8708,12664
694,魔法老师涅吉! 第一季,https://www.bilibili.com/bangumi/play/ss1420,9.0,2005-01-04 16:00:00,1420,167232,842709,1547,22140
695,ViVid Strike!,https://www.bilibili.com/bangumi/play/ss5514,8.4,2016-10-01 16:00:00,5514,166889,3360717,10042,91087
696,忍者少女千鸟,https://www.bilibili.com/bangumi/play/ss5549,9.3,2016-10-03 16:00:00,5549,166270,6990243,11981,26522
697,OVERLORDⅡ SP,https://www.bilibili.com/bangumi/play/ss23043,9.6,2018-01-09 16:00:00,23043,166106,20276001,17091,18832
698,前进吧！登山少女 第三季,https://www.bilibili.com/bangumi/play/ss24605,9.7,2018-07-02 16:00:00,24605,166089,1951832,15739,27555
699,魔卡少女樱 香港之旅,https://www.bilibili.com/bangumi/play/ss2270,9.5,1999-08-20 16:00:00,2270,165025,711678,2192,23921
700,OZMAFIA!!,https://www.bilibili.com/bangumi/play/ss5039,8.9,2016-07-05 16:00:00,5039,165009,2690939,2347,29278
701,11eyes,https://www.bilibili.com/bangumi/play/ss4677,5.7,2009-10-05 16:00:00,4677,164991,1491385,2075,55282
702,CØDE:BREAKER 法外制裁者,https://www.bilibili.com/bangumi/play/ss739,6.1,2012-10-05 16:00:00,739,164364,1620153,1617,38128
703,三丽鸥男子,https://www.bilibili.com/bangumi/play/ss21674,8.7,2018-01-05 16:00:00,21674,163148,1905708,3086,62661
704,EVA 新世纪福音战士新剧场版3.33：Q,https://www.bilibili.com/bangumi/play/ss1640,9.3,2012-11-16 16:00:00,1640,162969,2430615,8406,51233
705,我的朋友很少 OAD,https://www.bilibili.com/bangumi/play/ss3481,9.0,2011-09-21 16:00:00,3481,162678,2617615,1954,33767
706,游☆戏☆王 GX ,https://www.bilibili.com/bangumi/play/ss157,9.5,2004-10-05 16:00:00,157,162197,9853275,3302,263356
707,翠星之加尔刚蒂亚,https://www.bilibili.com/bangumi/play/ss445,9.3,2013-04-06 16:00:00,445,162048,1931753,3412,45002
708,剧场版「High☆Speed! -Free! Starting Days-」,https://www.bilibili.com/bangumi/play/ss5239,9.7,2015-12-04 16:00:00,5239,161896,1815415,15305,156709
709,BanG Dream! 第二季,https://www.bilibili.com/bangumi/play/ss26305,9.8,2019-01-02 16:00:00,26305,161831,3682219,19670,51137
710,珈百璃的堕落 SP,https://www.bilibili.com/bangumi/play/ss6042,9.7,2017-03-23 16:00:00,6042,161617,2926001,15311,65144
711,幼女战记 短篇,https://www.bilibili.com/bangumi/play/ss5914,9.5,2017-01-05 16:00:00,5914,161477,4828361,4934,6767
712,青春歌舞伎,https://www.bilibili.com/bangumi/play/ss5991,8.9,2017-04-06 16:00:00,5991,160397,1556265,2751,37758
713,飞翔的魔女,https://www.bilibili.com/bangumi/play/ss5617,9.8,2016-04-08 16:00:00,5617,160236,1423007,9493,34069
714,机动战士高达SEED Destiny HD,https://www.bilibili.com/bangumi/play/ss499,9.1,2013-04-06 16:00:00,499,159997,5747615,8386,276799
715,十二国记,https://www.bilibili.com/bangumi/play/ss2069,9.8,2002-04-08 16:00:00,2069,159894,3550895,5672,93699
716,×××HOLiC·继,https://www.bilibili.com/bangumi/play/ss3389,9.8,2008-04-02 16:00:00,3389,159593,1210154,4890,32712
717,命运石之门 聪明睿智的认知计算,https://www.bilibili.com/bangumi/play/ss3448,9.7,2014-10-14 16:00:00,3448,159397,2194138,4035,19575
718,幽游白书,https://www.bilibili.com/bangumi/play/ss2338,9.8,1992-10-09 16:00:00,2338,158633,4745968,4748,140461
719,钢之炼金术师 叹息之丘的圣星,https://www.bilibili.com/bangumi/play/ss1090,8.8,2011-07-01 16:00:00,1090,157712,1465774,9671,26989
720,魔法少女什么的已经够了啦。,https://www.bilibili.com/bangumi/play/ss3126,8.6,2016-01-10 16:00:00,3126,157632,4720961,6918,57970
721,跟班×服务,https://www.bilibili.com/bangumi/play/ss516,9.6,2013-07-03 16:00:00,516,157615,1464358,3755,193907
722,田中君总是如此慵懒 特典,https://www.bilibili.com/bangumi/play/ss6036,9.7,2016-06-23 16:00:00,6036,157322,2393018,3222,10737
723,DARKER THAN BLACK -黑之契约者- 外传,https://www.bilibili.com/bangumi/play/ss1066,9.7,2010-01-26 16:00:00,1066,156472,989888,6119,28925
724,全金属狂潮,https://www.bilibili.com/bangumi/play/ss2015,9.5,2002-01-07 16:00:00,2015,156325,431009,1089,9479
725,南家三姐妹 我回来了,https://www.bilibili.com/bangumi/play/ss623,9.8,2013-01-04 16:00:00,623,156033,2675817,8143,107996
726,江户盗贼团五叶,https://www.bilibili.com/bangumi/play/ss3248,9.7,2010-04-14 16:00:00,3248,155459,840443,3443,38045
727,Concrete Revolutio 超人幻想 第二季,https://www.bilibili.com/bangumi/play/ss3465,9.5,2016-04-03 16:00:00,3465,155443,2592646,10014,67588
728,你看起来很好吃,https://www.bilibili.com/bangumi/play/ss4555,9.8,2010-10-15 16:00:00,4555,155182,663847,9042,17714
729,滿腦都是○○的我沒辦法談戀愛（僅限台灣地區）,https://www.bilibili.com/bangumi/play/ss26953,9.5,2019-04-05 16:00:00,26953,155000,647511,6800,13506
730,進擊的巨人 第三季（僅限台灣地區）,https://www.bilibili.com/bangumi/play/ss24629,0.0,2018-07-22 16:00:00,24629,153605,2187486,16851,40664
731,奇幻贵公子,https://www.bilibili.com/bangumi/play/ss1406,9.4,2006-10-02 16:00:00,1406,153598,1311573,2595,57121
732,野良与皇女与流浪猫之心,https://www.bilibili.com/bangumi/play/ss6349,8.9,2017-07-12 16:00:00,6349,153556,2868358,4349,9295
733,罪恶王冠 失落的圣诞节 an episode of port town,https://www.bilibili.com/bangumi/play/ss3781,8.9,2012-07-25 16:00:00,3781,153374,2790786,3291,42505
734,MIX,https://www.bilibili.com/bangumi/play/ss26770,9.8,2019-04-05 16:00:00,26770,153134,4718612,24852,35325
735,荒川爆笑团2,https://www.bilibili.com/bangumi/play/ss979,9.7,2010-10-02 16:00:00,979,153124,1297671,7424,28523
736,偶像大师,https://www.bilibili.com/bangumi/play/ss2684,9.8,2011-07-06 16:00:00,2684,152780,1854007,5765,262515
737,超级弹丸论破2.5 狛枝凪斗与世界的破坏者,https://www.bilibili.com/bangumi/play/ss5906,9.5,2017-01-11 16:00:00,5906,152561,1284230,3367,30037
738,若叶女孩,https://www.bilibili.com/bangumi/play/ss2590,9.5,2015-07-02 16:00:00,2590,152377,3552149,6091,82628
739,潜行吧！奈亚子F,https://www.bilibili.com/bangumi/play/ss2941,9.7,2015-05-29 16:00:00,2941,152009,2339133,4168,33142
740,歌之☆王子殿下 真爱REVOLUTIONS,https://www.bilibili.com/bangumi/play/ss1563,9.4,2015-04-03 16:00:00,1563,151509,5319470,3819,286122
741,剧场版 悠哉日常大王 Vacation,https://www.bilibili.com/bangumi/play/ss26632,9.8,2019-02-26 16:00:00,26632,151214,826467,28637,34158
742,圣斗士星矢 THE LOST CANVAS 冥王神话,https://www.bilibili.com/bangumi/play/ss800,9.7,2009-06-23 16:00:00,800,151146,2843874,6508,84852
743,明日的与一,https://www.bilibili.com/bangumi/play/ss1093,5.9,2009-01-07 16:00:00,1093,150788,165610,350,2878
744,天堂之吻,https://www.bilibili.com/bangumi/play/ss4990,9.6,2005-10-13 16:00:00,4990,150759,2196381,2200,20927
745,魔法少女☆伊莉雅 2WEI! OVA,https://www.bilibili.com/bangumi/play/ss3477,9.1,2015-07-24 16:00:00,3477,149815,1781537,3372,32320
746,暗芝居 第六季,https://www.bilibili.com/bangumi/play/ss24635,8.5,2018-07-06 16:00:00,24635,149351,3252371,6043,21396
747,RWBY 第五季,https://www.bilibili.com/bangumi/play/ss6509,9.6,2017-10-13 16:00:00,6509,149181,5801121,28640,84286
748,学生会的一己之见 Lv.2,https://www.bilibili.com/bangumi/play/ss632,9.8,2012-10-12 16:00:00,632,148946,642098,5288,14134
749,问题儿童都来自异世界？ OVA 温泉漫游记,https://www.bilibili.com/bangumi/play/ss3490,9.6,2013-07-20 16:00:00,3490,148579,2451034,6389,59717
750,超时空要塞 Frontier,https://www.bilibili.com/bangumi/play/ss1189,9.5,2008-04-02 16:00:00,1189,148410,2363763,2784,85798
751,魔法少女奈叶,https://www.bilibili.com/bangumi/play/ss1535,9.7,2004-09-30 16:00:00,1535,148315,77188,248,2335
752,你遭難了嗎？（僅限港澳台地區）,https://www.bilibili.com/bangumi/play/ss28012,9.5,2019-07-01 16:00:00,28012,148144,988557,6982,10466
753,梦之祭,https://www.bilibili.com/bangumi/play/ss5512,0.0,2016-09-22 16:00:00,5512,148070,3150432,2786,89336
754,影鳄 承,https://www.bilibili.com/bangumi/play/ss3499,9.4,2016-03-31 16:00:00,3499,147539,4495701,7549,83156
755,隐之王,https://www.bilibili.com/bangumi/play/ss3220,9.2,2008-04-05 16:00:00,3220,147527,198638,963,6718
756,EVA 新世纪福音战士新剧场版2.22：破,https://www.bilibili.com/bangumi/play/ss1639,9.7,2009-06-26 16:00:00,1639,147261,2456415,8775,64759
757,騷亂時節的少女們。（僅限台灣地區）,https://www.bilibili.com/bangumi/play/ss28022,9.5,2019-07-05 16:00:00,28022,145191,637312,7180,31133
758,真月谭月姬,https://www.bilibili.com/bangumi/play/ss1983,7.7,2003-10-08 16:00:00,1983,145108,412970,1995,11905
759,DEPTH OF FIELD ～ 爱与憎恨的剧场,https://www.bilibili.com/bangumi/play/ss4300,9.3,2012-12-18 16:00:00,4300,144217,2643800,6356,49003
760,枕男子,https://www.bilibili.com/bangumi/play/ss2610,9.1,2015-07-12 16:00:00,2610,144200,6758733,3251,280313
761,幸腹涂鸦,https://www.bilibili.com/bangumi/play/ss2569,9.4,2015-01-07 16:00:00,2569,143379,3659903,3660,119901
762,女神异闻录3 剧场版 #1 Spring of Birth,https://www.bilibili.com/bangumi/play/ss2845,9.4,2013-11-22 16:00:00,2845,143035,1092989,2905,28044
763,结城友奈是勇者,https://www.bilibili.com/bangumi/play/ss4273,9.7,2014-10-15 16:00:00,4273,142819,846039,5108,33034
764,RWBY 第六季,https://www.bilibili.com/bangumi/play/ss25955,9.8,2018-10-26 16:00:00,25955,142456,4927221,39799,78795
765,笑对阴天,https://www.bilibili.com/bangumi/play/ss4060,9.5,2014-10-02 16:00:00,4060,141728,931574,2409,23229
766,世界征服 谋略之星,https://www.bilibili.com/bangumi/play/ss253,9.1,2014-01-10 16:00:00,253,141471,3452244,2727,110400
767,阿童木起源,https://www.bilibili.com/bangumi/play/ss5979,9.0,2017-04-15 16:00:00,5979,141207,2295011,6220,48105
768,UN-GO  因果论 ,https://www.bilibili.com/bangumi/play/ss869,9.5,2011-10-12 16:00:00,869,141163,1506880,2708,44285
769,魔法禁书目录 炭,https://www.bilibili.com/bangumi/play/ss3784,9.0,2009-01-22 16:00:00,3784,141051,2206920,7381,38210
770,新蔷薇少女,https://www.bilibili.com/bangumi/play/ss525,9.5,2013-07-03 16:00:00,525,140936,491792,1709,14598
771,英雄时代,https://www.bilibili.com/bangumi/play/ss1274,9.7,2007-03-31 16:00:00,1274,140839,2401950,6198,73654
772,國王遊戲 The Animation（僅限台灣地區）,https://www.bilibili.com/bangumi/play/ss6426,3.7,2017-10-05 16:00:00,6426,140814,300679,687,8113
773,灼眼的夏娜 剧场版,https://www.bilibili.com/bangumi/play/ss1609,9.2,2007-04-20 16:00:00,1609,140419,664257,1678,14595
774,Free! -Eternal Summer-,https://www.bilibili.com/bangumi/play/ss5201,9.7,2014-07-01 16:00:00,5201,140166,1380195,6997,118041
775,魔卡少女樱 被封印的卡片,https://www.bilibili.com/bangumi/play/ss3860,9.7,2000-07-14 16:00:00,3860,140066,1709254,7036,91919
776,男子高中生的日常 SP,https://www.bilibili.com/bangumi/play/ss2681,9.7,2012-04-02 16:00:00,2681,140001,6020678,5886,30092
777,Stories of Last Letter,https://www.bilibili.com/bangumi/play/ss1262,9.5,2008-01-04 16:00:00,1262,139855,851415,2772,24334
778,斯特拉的魔法,https://www.bilibili.com/bangumi/play/ss5540,9.2,2016-10-02 16:00:00,5540,139472,1887023,11712,64767
779,梦王国与沉睡的100王子,https://www.bilibili.com/bangumi/play/ss24619,8.4,2018-07-04 16:00:00,24619,139429,2085577,4242,40975
780,甲贺忍法帖,https://www.bilibili.com/bangumi/play/ss1855,9.6,2005-04-11 16:00:00,1855,139205,2525654,2032,48079
781,屁屁吾郎,https://www.bilibili.com/bangumi/play/ss5066,8.7,2016-07-02 16:00:00,5066,139037,5809089,4771,93019
782,彩云国物语,https://www.bilibili.com/bangumi/play/ss1299,9.4,2006-04-07 16:00:00,1299,138880,1464971,3028,58309
783,交响情人梦,https://www.bilibili.com/bangumi/play/ss1039,9.8,2007-01-10 16:00:00,1039,138650,1961590,2571,61887
784,颠倒的帕特玛,https://www.bilibili.com/bangumi/play/ss3668,9.7,2013-11-08 16:00:00,3668,138525,1208894,7610,40720
785,虫之歌,https://www.bilibili.com/bangumi/play/ss3346,9.2,2007-07-04 16:00:00,3346,138511,51560,261,1179
786,空罐少女,https://www.bilibili.com/bangumi/play/ss1097,9.0,2009-01-02 16:00:00,1097,138233,1030973,2249,51746
787,东京地震8.0,https://www.bilibili.com/bangumi/play/ss1080,9.6,2009-07-08 16:00:00,1080,137920,916133,2932,66861
788,被狙击的学园,https://www.bilibili.com/bangumi/play/ss2804,8.6,2012-11-09 16:00:00,2804,137849,765205,3334,27465
789,魍魉之匣,https://www.bilibili.com/bangumi/play/ss3374,9.5,2008-10-06 16:00:00,3374,137650,941217,4592,28691
790,面包带来和平！,https://www.bilibili.com/bangumi/play/ss3460,8.7,2016-04-03 16:00:00,3460,137482,2838374,4099,32983
791,时间旅行少女,https://www.bilibili.com/bangumi/play/ss5049,8.8,2016-07-08 16:00:00,5049,137417,1752586,2775,66646
792,机动战士高达 雷霆宙域战线 第二季,https://www.bilibili.com/bangumi/play/ss6007,9.3,2017-03-23 16:00:00,6007,137259,2540543,3673,36840
793,TSUKIPRO,https://www.bilibili.com/bangumi/play/ss6453,9.2,2017-10-03 16:00:00,6453,137035,2300633,3478,37630
794,君吻Pure Rouge,https://www.bilibili.com/bangumi/play/ss2996,8.4,2007-10-05 16:00:00,2996,136969,416941,1484,12369
795,暗芝居 第七季,https://www.bilibili.com/bangumi/play/ss28023,7.3,2019-07-07 16:00:00,28023,136317,2369000,4543,11121
796,御神乐学园组曲,https://www.bilibili.com/bangumi/play/ss1548,8.8,2015-04-05 16:00:00,1548,135958,4590356,3655,189308
797,八犬传-东方八犬异闻-  第二季,https://www.bilibili.com/bangumi/play/ss529,9.6,2013-07-06 16:00:00,529,135943,1390281,2675,53040
798,小马宝莉 第一季,https://www.bilibili.com/bangumi/play/ss2668,9.8,2010-10-09 16:00:00,2668,135930,3023965,5368,166708
799,归宅部活动记录,https://www.bilibili.com/bangumi/play/ss3135,9.7,2013-07-03 16:00:00,3135,135686,1366159,5276,57432
800,+TIC模型姐妹,https://www.bilibili.com/bangumi/play/ss930,9.6,2012-08-21 16:00:00,930,135632,462824,3160,7879
801,排球少年！！,https://www.bilibili.com/bangumi/play/ss2727,9.9,2014-04-05 16:00:00,2727,135208,1182285,12521,54411
802,EVA 新世纪福音战士剧场版：Air / 真心为你,https://www.bilibili.com/bangumi/play/ss1630,9.7,1997-07-18 16:00:00,1630,134424,1871998,6211,41821
803,钻石王牌 act II 前半,https://www.bilibili.com/bangumi/play/ss26809,9.7,2019-04-01 16:00:00,26809,134208,6349516,27158,50729
804,幻想嘉年华 Special Season,https://www.bilibili.com/bangumi/play/ss3553,9.5,2013-01-15 16:00:00,3553,134190,2527744,4083,49943
805,SHOW BY ROCK!! 第二季,https://www.bilibili.com/bangumi/play/ss5520,9.0,2016-10-02 16:00:00,5520,134068,2675735,5310,41687
806,妖狐×仆SS SP,https://www.bilibili.com/bangumi/play/ss5859,9.7,2012-01-12 16:00:00,5859,134014,1925654,5286,55381
807,武装神姬,https://www.bilibili.com/bangumi/play/ss741,9.4,2012-10-03 16:00:00,741,133366,335316,903,7076
808,姐姐的妄想日记,https://www.bilibili.com/bangumi/play/ss4203,9.3,2014-09-17 16:00:00,4203,133354,2117340,2993,26595
809,吸血鬼骑士 Guilty,https://www.bilibili.com/bangumi/play/ss5118,9.2,2008-10-05 16:00:00,5118,133241,5276065,5824,235752
810,偶像选举,https://www.bilibili.com/bangumi/play/ss5787,7.8,2017-01-07 16:00:00,5787,132905,2249640,3038,47946
811,飙速宅男 新世代,https://www.bilibili.com/bangumi/play/ss5794,9.1,2017-01-09 16:00:00,5794,131821,4366872,8986,63293
812,战姬绝唱SYMPHOGEAR,https://www.bilibili.com/bangumi/play/ss526,9.6,2012-01-05 16:00:00,526,131600,696414,2009,17549
813,未来都市No.6 ,https://www.bilibili.com/bangumi/play/ss4479,9.6,2011-07-06 16:00:00,4479,131562,789209,7014,26285
814,Dies irae 神怒之日（僅限港澳台地區）,https://www.bilibili.com/bangumi/play/ss6430,7.1,2017-10-06 16:00:00,6430,130478,302147,658,4038
815,他和她的故事,https://www.bilibili.com/bangumi/play/ss3275,9.5,1998-10-01 16:00:00,3275,129944,1604297,2694,64166
816,宣告黎明的露之歌,https://www.bilibili.com/bangumi/play/ss6514,9.4,2017-05-18 16:00:00,6514,129691,547759,8401,26395
817,樱花忍法帖,https://www.bilibili.com/bangumi/play/ss21718,5.0,2018-01-07 16:00:00,21718,129462,2460695,4927,27268
818,OVERLORD OAD,https://www.bilibili.com/bangumi/play/ss5584,9.4,2016-09-29 16:00:00,5584,128817,8064087,10371,22193
819,音乐少女,https://www.bilibili.com/bangumi/play/ss24632,7.8,2018-07-07 16:00:00,24632,128365,2184177,5819,28292
820,美男高校地球防卫部LOVE！,https://www.bilibili.com/bangumi/play/ss1520,9.0,2015-01-05 16:00:00,1520,128109,456738,690,30473
821,KERORO军曹,https://www.bilibili.com/bangumi/play/ss103,9.7,2004-04-02 16:00:00,103,128041,5208731,7062,246860
822,牵牛花与加濑同学。,https://www.bilibili.com/bangumi/play/ss24951,9.8,2018-10-26 16:00:00,24951,127456,529566,14148,17769
823,怪盗圣少女,https://www.bilibili.com/bangumi/play/ss2321,9.8,1995-10-11 16:00:00,2321,127193,1714270,3307,110343
824,黑塔利亚 World Series 第3期,https://www.bilibili.com/bangumi/play/ss2711,9.5,2010-03-25 16:00:00,2711,127090,2925544,7546,434581
825,Infini-T Force,https://www.bilibili.com/bangumi/play/ss6452,9.3,2017-10-03 16:00:00,6452,126830,1681812,4086,24154
826,偶像梦幻祭,https://www.bilibili.com/bangumi/play/ss27997,9.0,2019-07-06 16:00:00,27997,126830,1778327,11416,70354
827,八月的棒球甜心,https://www.bilibili.com/bangumi/play/ss26775,9.0,2019-04-07 16:00:00,26775,126825,1171741,8927,21688
828,伯纳德小姐说。,https://www.bilibili.com/bangumi/play/ss5537,9.2,2016-10-06 16:00:00,5537,126663,1777742,3701,7842
829,叛逆性百万亚瑟王 第二季,https://www.bilibili.com/bangumi/play/ss26880,9.5,2019-04-03 16:00:00,26880,126569,2329920,7236,10204
830,DOG DAYS'',https://www.bilibili.com/bangumi/play/ss1633,9.3,2015-01-09 16:00:00,1633,126532,5195290,4261,144404
831,美男高校地球防卫部LOVE！LOVE！,https://www.bilibili.com/bangumi/play/ss5044,9.1,2016-07-07 16:00:00,5044,126146,1584433,4095,144519
832,骇客娃娃,https://www.bilibili.com/bangumi/play/ss2721,9.4,2015-10-01 16:00:00,2721,126025,3045444,4296,76144
833,灼眼的夏娜S,https://www.bilibili.com/bangumi/play/ss1605,9.5,2009-10-22 16:00:00,1605,125414,920232,2871,49864
834,大叔与棉花糖,https://www.bilibili.com/bangumi/play/ss3213,8.9,2016-01-06 16:00:00,3213,125380,5060903,7148,47456
835,东之伊甸,https://www.bilibili.com/bangumi/play/ss2674,8.9,2009-04-08 16:00:00,2674,125258,894267,1859,19942
836,机动战士高达00 第二季,https://www.bilibili.com/bangumi/play/ss1193,9.7,2008-10-04 16:00:00,1193,125019,4273755,6884,136175
837,心靈代碼 QUALIDEA CODE（僅限港澳台地區）,https://www.bilibili.com/bangumi/play/ss5052,8.4,2016-07-09 16:00:00,5052,124473,386160,695,9961
838,我们的存在,https://www.bilibili.com/bangumi/play/ss1383,9.5,2006-07-04 16:00:00,1383,124418,245872,634,7681
839,EVA 新世纪福音战士剧场版：死与新生,https://www.bilibili.com/bangumi/play/ss1637,9.5,1997-03-14 16:00:00,1637,123696,1371638,4601,7945
840,CLANNAD 另一个世界 智代篇,https://www.bilibili.com/bangumi/play/ss2655,9.7,2008-07-15 16:00:00,2655,123571,611625,7398,10314
841,脆莓公园 第一季,https://www.bilibili.com/bangumi/play/ss1106,9.6,2012-09-24 16:00:00,1106,123563,3671260,2875,24590
