,番名,链接,评分,放送日期,id,追番人数,播放量,硬币数,弹幕数
1590,足球小将 平成版,https://www.bilibili.com/bangumi/play/ss2139,9.4,2001-10-07 16:00:00,2139,24457,1302941,829,14748
1591,實況主的逃脫遊戲【直播中】（僅限台灣地區）,https://www.bilibili.com/bangumi/play/ss28067,8.6,2019-07-06 16:00:00,28067,24390,124240,870,2369
1592,悲惨世界 少女珂赛特,https://www.bilibili.com/bangumi/play/ss1314,9.7,2007-01-06 16:00:00,1314,24377,243167,986,20471
1593,金色琴弦 Blue♪Sky,https://www.bilibili.com/bangumi/play/ss169,0.0,2014-04-04 16:00:00,169,24369,225287,169,4703
1594,格林童话剧场【中文】,https://www.bilibili.com/bangumi/play/ss2981,0.0,1987-10-20 16:00:00,2981,24305,392529,468,14158
1595,网球并不可笑嘛 第七季,https://www.bilibili.com/bangumi/play/ss3234,0.0,2016-01-10 16:00:00,3234,24271,1102865,1947,4548
1596,失落的宇宙,https://www.bilibili.com/bangumi/play/ss2254,9.8,1998-04-02 16:00:00,2254,24253,419965,1132,23744
1597,FORTUNE ARTERIAL -赤之约束- OAD,https://www.bilibili.com/bangumi/play/ss3525,9.5,2011-02-25 16:00:00,3525,24234,1737827,4424,75183
1598,乔瓦尼之岛,https://www.bilibili.com/bangumi/play/ss4236,0.0,2014-02-21 16:00:00,4236,24215,114062,256,3902
1599,昭和物语,https://www.bilibili.com/bangumi/play/ss1739,0.0,2011-04-02 16:00:00,1739,24193,159468,303,4152
1600,魔法少女奈叶 The MOVIE 2nd A’s,https://www.bilibili.com/bangumi/play/ss3795,9.7,2012-07-13 16:00:00,3795,24138,690069,3214,24282
1601,BanG Dream! OVA,https://www.bilibili.com/bangumi/play/ss6398,9.1,2017-08-19 16:00:00,6398,24087,301341,1213,5353
1602,魔法少女砂沙美,https://www.bilibili.com/bangumi/play/ss1615,0.0,1996-10-03 16:00:00,1615,24058,135828,53,1134
1603,苍之瞳的少女,https://www.bilibili.com/bangumi/play/ss1472,9.5,2006-04-12 16:00:00,1472,24003,46573,217,478
1604,失忆症  SP,https://www.bilibili.com/bangumi/play/ss5490,0.0,2013-09-24 16:00:00,5490,23944,375488,623,17303
1605,甜甜私房猫 第四季,https://www.bilibili.com/bangumi/play/ss24728,9.5,2018-04-07 16:00:00,24728,23917,712538,1093,4456
1606,虫奉行OVA,https://www.bilibili.com/bangumi/play/ss4113,0.0,2014-07-17 16:00:00,4113,23882,402928,303,4836
1607,魂链,https://www.bilibili.com/bangumi/play/ss1474,0.0,2006-04-01 16:00:00,1474,23791,147618,102,1964
1608,魔法少女小圆 剧场版 [后篇] 永远的物语,https://www.bilibili.com/bangumi/play/ss4317,9.8,2013-10-25 16:00:00,4317,23731,153875,2681,3944
1609,TARI TARI OVA,https://www.bilibili.com/bangumi/play/ss3492,9.6,2012-06-30 16:00:00,3492,23662,209976,1141,3182
1610,不才・秋山优花里的战车讲座,https://www.bilibili.com/bangumi/play/ss4294,9.3,2012-12-20 16:00:00,4294,23562,1216428,1331,17124
1611,风人物语,https://www.bilibili.com/bangumi/play/ss1934,0.0,2004-09-10 16:00:00,1934,23489,84824,225,3891
1612,植木的法则,https://www.bilibili.com/bangumi/play/ss2659,9.5,2005-04-03 16:00:00,2659,23484,394323,431,16535
1613,绯色的欠片 第二季,https://www.bilibili.com/bangumi/play/ss743,0.0,2012-09-29 16:00:00,743,23429,503891,197,12156
1614,机器人少女Z,https://www.bilibili.com/bangumi/play/ss218,0.0,2014-01-03 16:00:00,218,23424,159347,349,3555
1615,小马宝莉：友谊的魔力 第六季 (中配）,https://www.bilibili.com/bangumi/play/ss25443,9.6,2016-03-25 16:00:00,25443,23423,919073,2379,34222
1616,爆走猎人,https://www.bilibili.com/bangumi/play/ss2314,0.0,1995-10-02 16:00:00,2314,23396,212996,195,3345
1617,XY：光轮的超魔神胡帕,https://www.bilibili.com/bangumi/play/ss6480,8.9,2015-07-17 16:00:00,6480,23261,869412,1285,23603
1618,新勇者莱汀,https://www.bilibili.com/bangumi/play/ss1323,0.0,2007-03-02 16:00:00,1323,23226,260366,243,5403
1619,王牌投手 振臂高挥～夏日大会篇～,https://www.bilibili.com/bangumi/play/ss1016,9.7,2010-03-31 16:00:00,1016,23176,168851,533,3892
1620,刀剑神域 Alicization War of Underworld,https://www.bilibili.com/bangumi/play/ss28615,0.0,2019-10-05 16:00:00,28615,23158,433327,4561,1495
1621,拜托了！双子星,https://www.bilibili.com/bangumi/play/ss1971,9.3,2003-07-14 16:00:00,1971,23151,166231,471,6381
1622,星界死者之书,https://www.bilibili.com/bangumi/play/ss1287,0.0,2007-04-02 16:00:00,1287,23133,240593,221,5619
1623,COP CRAFT（僅限台灣地區）,https://www.bilibili.com/bangumi/play/ss28069,8.6,2019-07-08 16:00:00,28069,23064,169859,975,3123
1624,银河铁道之夜,https://www.bilibili.com/bangumi/play/ss3041,0.0,1985-07-12 16:00:00,3041,23063,105432,438,4353
1625,哆啦A梦 大雄的新魔界大冒险之7个魔法师,https://www.bilibili.com/bangumi/play/ss3869,9.7,2007-03-09 16:00:00,3869,22961,279369,697,5411
1626,浪客剑心 （中配）,https://www.bilibili.com/bangumi/play/ss5412,0.0,1996-01-09 16:00:00,5412,22952,360162,252,2464
1627,桥的那一边,https://www.bilibili.com/bangumi/play/ss4467,0.0,2012-09-20 16:00:00,4467,22895,71133,102,580
1628,再见绝望先生 Blu-ray BOX化纪念话,https://www.bilibili.com/bangumi/play/ss3850,9.7,2012-01-30 16:00:00,3850,22886,115570,392,1312
1629,火影忍者舞台剧,https://www.bilibili.com/bangumi/play/ss5604,0.0,2016-09-30 16:00:00,5604,22858,1603849,735,7968
1630,成年女性的动画时间 第一季,https://www.bilibili.com/bangumi/play/ss603,0.0,2011-01-07 16:00:00,603,22843,240998,353,4123
1631,BLUE DROP 天使们的戏曲,https://www.bilibili.com/bangumi/play/ss1335,9.4,2007-10-01 16:00:00,1335,22828,36101,274,1900
1632,现视研2,https://www.bilibili.com/bangumi/play/ss518,9.6,2007-10-08 16:00:00,518,22823,302023,631,26442
1633,迷你偶像,https://www.bilibili.com/bangumi/play/ss106,9.7,2012-12-31 16:00:00,106,22795,3002531,1019,15634
1634,重力异想世界2 序章,https://www.bilibili.com/bangumi/play/ss5833,0.0,2016-12-24 16:00:00,5833,22791,192083,325,1266
1635,ZEGAPAIN,https://www.bilibili.com/bangumi/play/ss1445,0.0,2006-04-05 16:00:00,1445,22774,175655,270,4672
1636,Double Decker! 道格&基里爾（僅限港澳台地區）,https://www.bilibili.com/bangumi/play/ss25605,9.4,2018-09-29 16:00:00,25605,22765,158570,1347,5263
1637,校园理想乡 学美向前冲！,https://www.bilibili.com/bangumi/play/ss1315,9.5,2007-01-06 16:00:00,1315,22752,39957,317,1703
1638,豹头王传说,https://www.bilibili.com/bangumi/play/ss1131,0.0,2009-04-04 16:00:00,1131,22697,31775,116,671
1639,侦探歌剧 少女福尔摩斯 第二幕,https://www.bilibili.com/bangumi/play/ss1692,9.6,2012-01-04 16:00:00,1692,22695,218752,412,7318
1640,网球并不可笑嘛 第六季,https://www.bilibili.com/bangumi/play/ss2792,0.0,2015-10-04 16:00:00,2792,22687,998928,1070,4199
1641,魔女的考验【日语】,https://www.bilibili.com/bangumi/play/ss6375,9.7,2005-07-01 16:00:00,6375,22684,523834,769,23812
1642,偶像大师 剧场版 向着光辉的彼岸！,https://www.bilibili.com/bangumi/play/ss2685,9.8,2014-01-24 16:00:00,2685,22622,451015,3782,29826
1643,初瓣,https://www.bilibili.com/bangumi/play/ss4810,0.0,2007-03-27 16:00:00,4810,22621,224272,434,3241
1644,我的腦內戀礙選項（僅限港澳台地區）,https://www.bilibili.com/bangumi/play/ss6247,0.0,2013-10-08 16:00:00,6247,22589,70667,141,1716
1645,越狱兔 第2季,https://www.bilibili.com/bangumi/play/ss5869,9.5,2007-10-07 16:00:00,5869,22541,3270149,7809,68125
1646,艾梅洛閣下 II 世事件簿 -魔眼蒐集列車 Grace note-（僅限台灣地區）,https://www.bilibili.com/bangumi/play/ss28072,0.0,2019-07-06 16:00:00,28072,22440,208888,1409,3146
1647,武装神姬 Moon Angel,https://www.bilibili.com/bangumi/play/ss740,0.0,2011-09-21 16:00:00,740,22352,339504,157,2570
1648,青春草莓蛋,https://www.bilibili.com/bangumi/play/ss2104,9.7,2001-07-03 16:00:00,2104,22346,274866,1291,12396
1649,剑风传奇 新作（僅限台湾地區）,https://www.bilibili.com/bangumi/play/ss26163,0.0,2016-06-30 16:00:00,26163,22329,27953,162,775
1650,校园迷糊大王 二学期,https://www.bilibili.com/bangumi/play/ss3750,9.6,2006-04-01 16:00:00,3750,22314,599956,2132,27115
1651,超时空要塞 ZERO,https://www.bilibili.com/bangumi/play/ss3566,9.6,2002-12-20 16:00:00,3566,22311,308379,467,7169
1652,机动警察 东京毁灭战,https://www.bilibili.com/bangumi/play/ss4016,9.6,1989-07-14 15:00:00,4016,22215,395081,657,3109
1653,囝仔小短篇,https://www.bilibili.com/bangumi/play/ss4086,0.0,2014-07-02 16:00:00,4086,22096,258313,411,1254
1654,我家也有外星人,https://www.bilibili.com/bangumi/play/ss2153,0.0,2000-04-25 16:00:00,2153,22056,131317,196,3227
1655,强袭魔女 OVA,https://www.bilibili.com/bangumi/play/ss3846,0.0,2006-12-31 16:00:00,3846,22046,194709,115,711
1656,阴守忍者,https://www.bilibili.com/bangumi/play/ss1399,0.0,2006-01-06 16:00:00,1399,22034,226632,231,6098
1657,魔王大人、RETRY！（僅限港澳台地區）,https://www.bilibili.com/bangumi/play/ss28050,7.8,2019-07-03 16:00:00,28050,22018,176980,924,3144
1658,机动战舰大和抚子 TV版,https://www.bilibili.com/bangumi/play/ss2293,9.7,1996-09-30 16:00:00,2293,22005,93756,375,2812
1659,.hack//世界的彼方,https://www.bilibili.com/bangumi/play/ss4620,0.0,2012-01-20 16:00:00,4620,21962,15639,162,431
1660,DOUBLE CIRCLE,https://www.bilibili.com/bangumi/play/ss216,0.0,2013-12-18 16:00:00,216,21945,240441,41,4589
1661,魂狩,https://www.bilibili.com/bangumi/play/ss5213,0.0,2001-04-03 16:00:00,5213,21930,174602,151,2070
1662,產子救世錄（僅限港澳台地區）,https://www.bilibili.com/bangumi/play/ss25959,0.0,2018-10-09 16:00:00,25959,21887,86919,535,3542
1663,全金属狂潮 总集篇,https://www.bilibili.com/bangumi/play/ss24534,9.5,2017-11-24 16:00:00,24534,21847,466171,1095,7930
1664,电波少女,https://www.bilibili.com/bangumi/play/ss1236,0.0,2007-07-02 16:00:00,1236,21847,117195,140,2185
1665,Falcom学园,https://www.bilibili.com/bangumi/play/ss1489,0.0,2014-01-04 16:00:00,1489,21827,1794159,816,16771
1666,少女☆歌剧Revue Starlight -The LIVE- #2 Transition,https://www.bilibili.com/bangumi/play/ss28054,9.7,2019-07-17 16:00:00,28054,21766,157187,2167,3019
1667,高校星歌剧 OVA,https://www.bilibili.com/bangumi/play/ss5469,9.5,2016-07-26 16:00:00,5469,21765,361535,830,9037
1668,此花亭奇谭（中配）,https://www.bilibili.com/bangumi/play/ss25379,9.3,2018-08-16 16:00:00,25379,21753,493564,1668,6268
1669,前进吧！登山少女  第二季,https://www.bilibili.com/bangumi/play/ss4115,9.7,2014-07-08 16:00:00,4115,21750,174272,1818,11968
1670,失憶融合WIXOSS（僅限港澳台地區）,https://www.bilibili.com/bangumi/play/ss23820,9.4,2018-04-06 16:00:00,23820,21709,139351,1012,5587
1671,物怪,https://www.bilibili.com/bangumi/play/ss1349,0.0,2007-10-01 16:00:00,1349,21669,143773,269,4999
1672,爱书的下克上：为了成为图书管理员不择手段！,https://www.bilibili.com/bangumi/play/ss28546,0.0,2019-10-01 16:00:00,28546,21649,33783,68,54
1673,诗片,https://www.bilibili.com/bangumi/play/ss1874,0.0,2004-10-02 16:00:00,1874,21624,16896,92,196
1674,花牌情缘 OAD,https://www.bilibili.com/bangumi/play/ss3514,0.0,2013-09-12 16:00:00,3514,21602,312830,567,30582
1675,蟑螂娘,https://www.bilibili.com/bangumi/play/ss4473,9.2,2012-09-13 16:00:00,4473,21581,419944,750,14043
1676,最终流放-银翼之法姆-,https://www.bilibili.com/bangumi/play/ss876,8.4,2011-10-06 16:00:00,876,21564,54643,186,1673
1677,黄金拼图 Pretty Days,https://www.bilibili.com/bangumi/play/ss6205,9.6,2016-11-11 16:00:00,6205,21517,157968,2464,3496
1678,最游记 RELOAD GUNLOCK,https://www.bilibili.com/bangumi/play/ss2146,0.0,2004-03-31 16:00:00,2146,21511,326418,250,26894
1679,异度传说,https://www.bilibili.com/bangumi/play/ss1854,0.0,2005-01-04 16:00:00,1854,21501,176495,194,2044
1680,天使特警,https://www.bilibili.com/bangumi/play/ss2059,0.0,2002-10-07 16:00:00,2059,21456,188960,196,5455
1681,越狱兔 第4季,https://www.bilibili.com/bangumi/play/ss5871,9.5,2011-03-25 16:00:00,5871,21432,3270149,7809,68125
1682,神明之记,https://www.bilibili.com/bangumi/play/ss5909,9.7,2016-11-23 16:00:00,5909,21418,729411,1046,2322
1683,工作狂人,https://www.bilibili.com/bangumi/play/ss1412,0.0,2006-10-11 16:00:00,1412,21412,191781,223,4456
1684,银河铁道之夜 2006,https://www.bilibili.com/bangumi/play/ss3053,0.0,2006-06-16 16:00:00,3053,21394,98663,639,1880
1685,红发安妮,https://www.bilibili.com/bangumi/play/ss2460,0.0,1979-01-07 16:00:00,2460,21374,184440,21,685
1686,兽之奏者艾琳,https://www.bilibili.com/bangumi/play/ss3434,9.6,2009-01-10 16:00:00,3434,21339,43313,233,1642
1687,足球骑士,https://www.bilibili.com/bangumi/play/ss827,9.0,2012-01-06 16:00:00,827,21333,283363,358,5205
1688,铁腕巴迪 DECODE,https://www.bilibili.com/bangumi/play/ss22958,9.1,2008-07-03 16:00:00,22958,21320,193771,410,3616
1689,见习神明 秘密的cocotama ,https://www.bilibili.com/bangumi/play/ss3155,0.0,2015-09-30 16:00:00,3155,21319,1433064,1425,12605
1690,铁臂阿童木 1980,https://www.bilibili.com/bangumi/play/ss2449,9.7,1980-09-30 16:00:00,2449,21244,329599,490,16019
1691,快盗天使TWIN ANGEL,https://www.bilibili.com/bangumi/play/ss906,0.0,2011-07-03 16:00:00,906,21209,233548,241,22566
1692,次元发电机,https://www.bilibili.com/bangumi/play/ss26390,9.6,2018-05-25 16:00:00,26390,21163,1246869,19819,10307
1693,钢铁神兵B'T-X,https://www.bilibili.com/bangumi/play/ss2297,9.6,1996-04-05 16:00:00,2297,21103,750696,739,11577
1694,越狱兔 第3季,https://www.bilibili.com/bangumi/play/ss5870,9.6,2008-10-12 16:00:00,5870,21080,3270149,7809,68125
1695,备长炭,https://www.bilibili.com/bangumi/play/ss1394,9.7,2006-02-01 16:00:00,1394,21067,230822,1667,11484
1696,吹響！上低音號 ​~歡迎來到北宇治高校吹奏樂部~（僅限台灣地區）,https://www.bilibili.com/bangumi/play/ss5930,9.5,2016-04-22 16:00:00,5930,21066,30357,269,541
1697,The Revelation,https://www.bilibili.com/bangumi/play/ss3158,0.0,2008-04-07 16:00:00,3158,21053,199167,348,12765
1698,音乐剧《刀剑乱舞》～阿津贺志山异闻～,https://www.bilibili.com/bangumi/play/ss26382,9.7,2018-12-29 16:00:00,26382,20995,135647,2299,6659
1699,甜蜜偶像,https://www.bilibili.com/bangumi/play/ss1429,0.0,2006-10-01 16:00:00,1429,20989,36580,103,142
1700,最游记RELOAD,https://www.bilibili.com/bangumi/play/ss2145,0.0,2003-10-01 16:00:00,2145,20985,359515,333,31009
1701,爆音少女!! OAD,https://www.bilibili.com/bangumi/play/ss5921,0.0,2016-03-17 16:00:00,5921,20979,194564,355,2145
1702,库拉乌幻之记忆,https://www.bilibili.com/bangumi/play/ss1873,0.0,2004-06-23 16:00:00,1873,20961,145555,317,6272
1703,爱玩怪兽,https://www.bilibili.com/bangumi/play/ss25851,7.3,2018-10-06 16:00:00,25851,20874,1043897,3525,4292
1704,泰坦尼亚,https://www.bilibili.com/bangumi/play/ss3358,0.0,2008-10-08 16:00:00,3358,20784,44045,79,76
1705,最终幻想：灵魂深处,https://www.bilibili.com/bangumi/play/ss5302,0.0,2001-07-10 16:00:00,5302,20781,255085,180,2761
1706,信长之枪,https://www.bilibili.com/bangumi/play/ss223,0.0,2014-01-04 16:00:00,223,20724,1126742,331,45402
1707,恋爱天使 安琪莉可～心觉醒之时～,https://www.bilibili.com/bangumi/play/ss4823,0.0,2006-07-07 16:00:00,4823,20687,225394,121,5516
1708,蜡笔小新 呼风唤雨！光荣烧肉之路,https://www.bilibili.com/bangumi/play/ss3882,9.7,2003-04-18 16:00:00,3882,20654,750496,1752,25570
1709,天使领域,https://www.bilibili.com/bangumi/play/ss2125,0.0,2001-03-31 16:00:00,2125,20614,39127,132,1063
1710,你好七叶 第一季,https://www.bilibili.com/bangumi/play/ss1679,0.0,2012-10-05 16:00:00,1679,20600,95089,136,4492
1711,只要別西卜大小姐喜歡就好（僅限港澳台地區）,https://www.bilibili.com/bangumi/play/ss25836,8.8,2018-10-10 16:00:00,25836,20569,143334,816,2439
1712,新网球王子 OVA,https://www.bilibili.com/bangumi/play/ss4546,0.0,2012-04-19 16:00:00,4546,20492,622813,960,6234
1713,御伽草子,https://www.bilibili.com/bangumi/play/ss1895,0.0,2004-07-05 16:00:00,1895,20491,130587,169,7619
1714,莉露莉露妖精莉露～妖精之门～,https://www.bilibili.com/bangumi/play/ss3574,0.0,2016-02-05 16:00:00,3574,20446,1291663,1023,14122
1715,机动战士高达 THE ORIGIN III：破晓起义,https://www.bilibili.com/bangumi/play/ss27808,9.6,2016-06-09 16:00:00,27808,20434,167696,771,3303
1716,偶像大师,https://www.bilibili.com/bangumi/play/ss5765,9.8,2012-06-15 16:00:00,5765,20409,241386,605,5361
1717,拳皇的另一天,https://www.bilibili.com/bangumi/play/ss4984,9.5,2005-12-01 16:00:00,4984,20347,744547,661,6528
1718,神样DOLLS,https://www.bilibili.com/bangumi/play/ss898,8.8,2011-07-04 16:00:00,898,20336,176548,338,9994
1719,光晕：传奇,https://www.bilibili.com/bangumi/play/ss5574,9.4,2010-02-15 16:00:00,5574,20296,563037,1241,11352
1720,头文字D Legend2 -斗走-,https://www.bilibili.com/bangumi/play/ss3839,0.0,2015-05-22 16:00:00,3839,20277,818520,826,13969
1721,此时此刻的我,https://www.bilibili.com/bangumi/play/ss2206,8.7,1999-10-13 16:00:00,2206,20261,151881,398,10214
1722,新世界 未来篇,https://www.bilibili.com/bangumi/play/ss4302,0.0,2012-10-19 16:00:00,4302,20254,106863,102,956
1723,机动战士高达 THE ORIGIN IV：命运的前夜,https://www.bilibili.com/bangumi/play/ss28034,9.7,2016-12-08 16:00:00,28034,20250,194278,816,3154
1724,破天荒游戏,https://www.bilibili.com/bangumi/play/ss1266,0.0,2008-01-03 16:00:00,1266,20249,182022,289,5730
1725,爱米-WE LOVE RICE- 第二季,https://www.bilibili.com/bangumi/play/ss6478,0.0,2017-10-08 16:00:00,6478,20178,185263,421,750
1726,蜡笔小新 呼风唤雨黄金的间谍大作战,https://www.bilibili.com/bangumi/play/ss3892,9.5,2011-04-15 16:00:00,3892,20155,797459,1485,15004
1727,信长协奏曲,https://www.bilibili.com/bangumi/play/ss4118,9.7,2014-07-11 16:00:00,4118,20124,151984,1173,5290
1728,咕噜咕噜魔法阵,https://www.bilibili.com/bangumi/play/ss2326,0.0,1994-10-12 16:00:00,2326,19996,405871,445,16425
1729,Da!Da!Da!,https://www.bilibili.com/bangumi/play/ss5407,9.7,2000-04-03 16:00:00,5407,19918,638323,1074,16822
1730,爱你宝贝,https://www.bilibili.com/bangumi/play/ss1905,9.6,2004-04-02 16:00:00,1905,19850,285683,599,12022
1731,绿林寮,https://www.bilibili.com/bangumi/play/ss3152,0.0,1993-04-10 16:00:00,3152,19838,192698,149,5310
1732,蜡笔小新 呼风唤雨！夕阳下的春日部男孩,https://www.bilibili.com/bangumi/play/ss3885,9.8,2004-04-16 16:00:00,3885,19821,717328,1930,22018
1733,鹤屋和熏干酪,https://www.bilibili.com/bangumi/play/ss4734,9.5,2009-02-13 16:00:00,4734,19744,64278,363,453
1734,橙路,https://www.bilibili.com/bangumi/play/ss2418,9.6,1987-04-05 16:00:00,2418,19727,324543,591,23571
1735,落叶,https://www.bilibili.com/bangumi/play/ss1927,9.6,2004-01-15 16:00:00,1927,19727,87052,560,1701
1736,魔法使的注意事项 夏季的天空,https://www.bilibili.com/bangumi/play/ss1235,0.0,2008-07-01 16:00:00,1235,19699,107481,160,2029
1737,蜜×蜜水果糖,https://www.bilibili.com/bangumi/play/ss4918,0.0,2006-04-27 16:00:00,4918,19682,235222,75,4044
1738,闪电十一人,https://www.bilibili.com/bangumi/play/ss5466,9.6,2008-10-04 16:00:00,5466,19628,435101,541,8971
1739,彼岸岛X,https://www.bilibili.com/bangumi/play/ss5596,0.0,2016-10-14 16:00:00,5596,19555,666313,483,2824
1740,X战警：进化,https://www.bilibili.com/bangumi/play/ss2160,0.0,2000-11-03 16:00:00,2160,19550,312979,204,9179
1741,超级愿望：神速的盖诺赛克特 超梦觉醒,https://www.bilibili.com/bangumi/play/ss5744,0.0,2013-07-12 16:00:00,5744,19521,717617,852,13963
1742,湾岸MIDNIGHT,https://www.bilibili.com/bangumi/play/ss3262,9.6,2007-06-14 16:00:00,3262,19501,480253,700,20013
1743,法外制裁者 OAD,https://www.bilibili.com/bangumi/play/ss4301,0.0,2012-12-16 16:00:00,4301,19493,385191,200,6206
1744,魔力家族 La prima festa,https://www.bilibili.com/bangumi/play/ss3587,0.0,2013-03-26 16:00:00,3587,19448,44490,104,272
1745,海天使的灯火,https://www.bilibili.com/bangumi/play/ss6335,8.3,2017-07-11 16:00:00,6335,19397,200836,696,1741
1746,袖珍女仆小梅,https://www.bilibili.com/bangumi/play/ss2142,0.0,2000-07-25 16:00:00,2142,19328,170617,232,4767
1747,仙境传说,https://www.bilibili.com/bangumi/play/ss1896,0.0,2004-04-05 16:00:00,1896,19312,249865,179,11800
1748,仙界传 封神演义,https://www.bilibili.com/bangumi/play/ss2210,0.0,1999-07-02 16:00:00,2210,19281,123583,241,1860
1749,音乐剧《刀剑乱舞》～幕末天狼传～,https://www.bilibili.com/bangumi/play/ss26256,9.7,2018-12-07 16:00:00,26256,19278,134975,2378,7185
1750,世嘉硬件女孩,https://www.bilibili.com/bangumi/play/ss321,0.0,2014-10-07 16:00:00,321,19266,1209886,1258,30929
1751,甜甜私房猫 第三季 中配版,https://www.bilibili.com/bangumi/play/ss6066,0.0,2017-04-08 16:00:00,6066,19264,1609139,1201,6562
1752,超时空要塞F 虚空歌姬 前篇,https://www.bilibili.com/bangumi/play/ss3564,9.5,2009-11-20 16:00:00,3564,19236,239711,433,4831
1753,少女革命 思春期默示录,https://www.bilibili.com/bangumi/play/ss2493,9.7,1999-08-13 16:00:00,2493,19128,40431,261,1357
1754,天空战记,https://www.bilibili.com/bangumi/play/ss2392,0.0,1989-04-05 16:00:00,2392,19122,359013,283,16106
1755,藍海少女（僅限台灣地區）,https://www.bilibili.com/bangumi/play/ss5046,0.0,2016-07-07 16:00:00,5046,19111,51153,302,3058
1756,蜡笔小新 森林里的暴风雨,https://www.bilibili.com/bangumi/play/ss3879,9.6,2000-04-21 16:00:00,3879,19087,692819,1844,19624
1757,哆啦A梦 新·大雄的大魔境-贝可与5人探险队-,https://www.bilibili.com/bangumi/play/ss3901,9.3,2014-03-07 16:00:00,3901,19034,363555,966,12771
1758,魔法老师涅吉! ANIME FINAL,https://www.bilibili.com/bangumi/play/ss3775,0.0,2011-08-26 16:00:00,3775,19019,197017,31,4563
1759,X战警,https://www.bilibili.com/bangumi/play/ss944,0.0,2011-03-31 16:00:00,944,18994,280931,156,5299
1760,增血鬼果林,https://www.bilibili.com/bangumi/play/ss1847,9.2,2005-11-02 16:00:00,1847,18978,50423,175,1369
1761,真魔神英雄传 魔神山篇,https://www.bilibili.com/bangumi/play/ss4000,0.0,1989-08-04 15:00:00,4000,18955,159576,232,855
1762,魔法巧克力专门店,https://www.bilibili.com/bangumi/play/ss5067,0.0,2011-03-02 16:00:00,5067,18930,301595,111,5837
1763,哆啦A梦 大雄的秘密道具博物馆,https://www.bilibili.com/bangumi/play/ss3898,9.5,2013-03-08 16:00:00,3898,18914,321585,782,5604
1764,JOKER GAME SP,https://www.bilibili.com/bangumi/play/ss5498,9.5,2016-07-26 16:00:00,5498,18912,166241,675,985
1765,剧场版 笑傲昙天(外传) 「中篇」,https://www.bilibili.com/bangumi/play/ss24287,9.6,2018-06-08 16:00:00,24287,18895,250417,795,2323
1766,白色相簿 下半篇章,https://www.bilibili.com/bangumi/play/ss2987,9.6,2009-10-01 16:00:00,2987,18868,111769,490,3507
1767,热带雨林的爆笑生活 DELUXE,https://www.bilibili.com/bangumi/play/ss2092,9.6,2002-08-24 16:00:00,2092,18846,455081,847,11967
1768,永恒传说,https://www.bilibili.com/bangumi/play/ss3312,0.0,2001-01-07 16:00:00,3312,18827,146341,105,1582
1769,圣石小子,https://www.bilibili.com/bangumi/play/ss2100,0.0,2001-10-12 16:00:00,2100,18818,197334,144,9300
1770,侦探学园Q,https://www.bilibili.com/bangumi/play/ss5158,9.5,2003-04-14 16:00:00,5158,18778,81306,201,2042
1771,智龙迷城,https://www.bilibili.com/bangumi/play/ss23882,7.4,2018-04-01 16:00:00,23882,18752,406014,3008,2656
1772,漫研部~妄想突变~,https://www.bilibili.com/bangumi/play/ss8,0.0,2014-07-07 16:00:00,8,18733,475566,250,2939
1773,高达创战者 战斗部落（BATTLOGUE）,https://www.bilibili.com/bangumi/play/ss25420,9.4,2017-08-03 16:00:00,25420,18719,558241,651,4675
1774,哆啦A梦 大雄的平行西游记,https://www.bilibili.com/bangumi/play/ss2556,0.0,1988-03-11 16:00:00,2556,18698,675627,898,19992
1775,攻壳机动队ARISE,https://www.bilibili.com/bangumi/play/ss5180,0.0,2013-06-21 16:00:00,5180,18667,244280,239,2567
1776,变形金刚：领袖之证 中文第一季,https://www.bilibili.com/bangumi/play/ss6179,9.7,2010-11-25 16:00:00,6179,18656,697831,1110,25613
1777,偶像大师 灰姑娘女孩 第一季 OVA,https://www.bilibili.com/bangumi/play/ss3787,0.0,2015-01-08 16:00:00,3787,18619,198424,221,1419
1778,少年阿贝 GO!GO!小芝麻,https://www.bilibili.com/bangumi/play/ss4771,0.0,2016-04-04 16:00:00,4771,18577,509248,820,9892
1779,我的长腿叔叔,https://www.bilibili.com/bangumi/play/ss5397,0.0,1990-01-03 16:00:00,5397,18529,187059,347,9813
1780,蜡笔小新 呐喊!春日部野生王国,https://www.bilibili.com/bangumi/play/ss3890,9.6,2009-04-17 16:00:00,3890,18462,647968,1333,18465
1781,神奇宝贝不可思议的迷宫 时之探险队・暗之探险队,https://www.bilibili.com/bangumi/play/ss4773,0.0,2007-09-08 16:00:00,4773,18428,495843,265,5592
1782,佝偻猫 第二季,https://www.bilibili.com/bangumi/play/ss3351,9.7,2010-07-02 16:00:00,3351,18396,733586,2000,15472
1783,机动武斗传G高达,https://www.bilibili.com/bangumi/play/ss25582,9.7,1994-03-31 16:00:00,25582,18386,359519,868,14605
1784,出云战记,https://www.bilibili.com/bangumi/play/ss1849,0.0,2005-04-01 16:00:00,1849,18383,138330,68,2132
1785,幻影死神,https://www.bilibili.com/bangumi/play/ss2150,9.4,2000-01-04 16:00:00,2150,18372,241905,408,3403
1786,滑头鬼之孙 第二季【中文】,https://www.bilibili.com/bangumi/play/ss2837,0.0,2011-07-02 16:00:00,2837,18364,1302419,680,20328
1787,哆啦A梦 大雄的恐龙,https://www.bilibili.com/bangumi/play/ss2549,9.6,1980-03-14 16:00:00,2549,18337,561961,898,7814
