id,forks,repo_name,repo_url,stars,task,watchers
344,261,tensorflow/fold,https://github.com/tensorflow/fold,1735,fold,1735
345,295,Diaoul/subliminal,https://github.com/Diaoul/subliminal,1734,subliminal,1734
346,763,aistrate/AlgorithmsSedgewick,https://github.com/aistrate/AlgorithmsSedgewick,1733,sed,1733
347,76,go-task/task,https://github.com/go-task/task,1731,task,1731
348,85,fogleman/pt,https://github.com/fogleman/pt,1720,pt,1720
349,127,kohler/gifsicle,https://github.com/kohler/gifsicle,1681,gifsicle,1681
350,145,sebastianbergmann/phploc,https://github.com/sebastianbergmann/phploc,1675,phploc,1675
351,259,metabrainz/picard,https://github.com/metabrainz/picard,1674,picard,1674
352,87,zquestz/s,https://github.com/zquestz/s,1639,s,1639
353,194,tdryer/hangups,https://github.com/tdryer/hangups,1620,hangups,1620
354,161,HamzaGhazouani/HGCircularSlider,https://github.com/HamzaGhazouani/HGCircularSlider,1615,hg,1615
355,186,orangeduck/mpc,https://github.com/orangeduck/mpc,1615,mpc,1615
356,336,YongHaoWu/NeteaseCloudMusicFlac,https://github.com/YongHaoWu/NeteaseCloudMusicFlac,1587,flac,1587
357,412,woai30231/http,https://github.com/woai30231/http,1575,http,1575
358,230,laurent22/rsync-time-backup,https://github.com/laurent22/rsync-time-backup,1556,rsync,1556
359,241,marmelroy/Zip,https://github.com/marmelroy/Zip,1525,zip,1525
360,236,montagejs/montage,https://github.com/montagejs/montage,1517,montage,1517
361,158,edenhill/kafkacat,https://github.com/edenhill/kafkacat,1513,kafkacat,1513
362,194,morelinq/MoreLINQ,https://github.com/morelinq/MoreLINQ,1508,more,1508
363,226,jenssegers/date,https://github.com/jenssegers/date,1498,date,1498
364,102,RichiH/vcsh,https://github.com/RichiH/vcsh,1496,vcsh,1496
365,147,beyondgrep/ack2,https://github.com/beyondgrep/ack2,1471,ack,1471
366,349,brow/leaves,https://github.com/brow/leaves,1468,leave,1468
367,1228,x0rz/EQGRP_Lost_in_Translation,https://github.com/x0rz/EQGRP_Lost_in_Translation,1458,gpg,1458
368,1228,x0rz/EQGRP_Lost_in_Translation,https://github.com/x0rz/EQGRP_Lost_in_Translation,1458,tar,1458
369,1228,x0rz/EQGRP_Lost_in_Translation,https://github.com/x0rz/EQGRP_Lost_in_Translation,1458,xz,1458
370,130,fcambus/ansiweather,https://github.com/fcambus/ansiweather,1447,ansiweather,1447
371,229,Yaffle/EventSource,https://github.com/Yaffle/EventSource,1442,tr,1442
372,43,github/git-sizer,https://github.com/github/git-sizer,1431,git-sizer,1431
373,81,andmarti1424/sc-im,https://github.com/andmarti1424/sc-im,1407,sc-im,1407
374,243,huyng/bashmarks,https://github.com/huyng/bashmarks,1402,bashmarks,1402
375,192,flatiron/cradle,https://github.com/flatiron/cradle,1398,cradle,1398
376,239,mtoyoda/sl,https://github.com/mtoyoda/sl,1396,sl,1396
377,139,ptaoussanis/sente,https://github.com/ptaoussanis/sente,1389,comm,1389
378,284,hpcloud/tail,https://github.com/hpcloud/tail,1373,tail,1373
379,125,drduh/pwd.sh,https://github.com/drduh/pwd.sh,1353,pwd,1353
380,108,Pana/nrm,https://github.com/Pana/nrm,1345,nrm,1345
381,132,fortunejs/fortune,https://github.com/fortunejs/fortune,1344,fortune,1344
382,1151,lede-project/source,https://github.com/lede-project/source,1342,source,1342
383,146,DesignRevision/shards-ui,https://github.com/DesignRevision/shards-ui,1336,shards,1336
384,441,caoxinyu/RedisClient,https://github.com/caoxinyu/RedisClient,1334,redis-cli,1334
385,128,yyx990803/pod,https://github.com/yyx990803/pod,1326,git-push,1326
386,89,mduvall/grande.js,https://github.com/mduvall/grande.js,1315,pinky,1315
387,229,dabeaz/ply,https://github.com/dabeaz/ply,1298,lex,1298
388,53,simonwhitaker/gibo,https://github.com/simonwhitaker/gibo,1297,gibo,1297
389,139,electron/asar,https://github.com/electron/asar,1269,asar,1269
390,97,rodi01/RenameIt,https://github.com/rodi01/RenameIt,1265,rename,1265
391,243,gekitz/UIDevice-with-UniqueIdentifier-for-iOS-5,https://github.com/gekitz/UIDevice-with-UniqueIdentifier-for-iOS-5,1254,uniq,1254
392,860,dcloudio/casecode,https://github.com/dcloudio/casecode,1243,case,1243
393,127,johanhaleby/kubetail,https://github.com/johanhaleby/kubetail,1243,kubetail,1243
394,152,subfinder/subfinder,https://github.com/subfinder/subfinder,1226,subfinder,1226
395,234,imapsync/imapsync,https://github.com/imapsync/imapsync,1224,imapsync,1224
396,122,keybase/kbfs,https://github.com/keybase/kbfs,1213,keybase,1213
397,336,mlr-org/mlr,https://github.com/mlr-org/mlr,1198,mlr,1198
398,1207,spring-projects/spring-batch,https://github.com/spring-projects/spring-batch,1192,batch,1192
399,301,funny/link,https://github.com/funny/link,1177,link,1177
400,431,linkedin/WhereHows,https://github.com/linkedin/WhereHows,1168,where,1168
401,90,madler/pigz,https://github.com/madler/pigz,1165,pigz,1165
402,725,apache/drill,https://github.com/apache/drill,1143,drill,1143
403,175,apache/nano,https://github.com/apache/nano,1140,nano,1140
404,80,andreafrancia/trash-cli,https://github.com/andreafrancia/trash-cli,1122,trash-cli,1122
405,89,cgag/loc,https://github.com/cgag/loc,1113,loc,1113
406,210,traviscross/mtr,https://github.com/traviscross/mtr,1110,mtr,1110
407,342,filoe/cscore,https://github.com/filoe/cscore,1087,csc,1087
408,191,kubernetes/kubeadm,https://github.com/kubernetes/kubeadm,1081,kubeadm,1081
409,262,sylabs/singularity,https://github.com/sylabs/singularity,1079,singularity,1079
410,305,berkshelf/berkshelf,https://github.com/berkshelf/berkshelf,1078,berks,1078
411,446,Chainfire/libsuperuser,https://github.com/Chainfire/libsuperuser,1076,su,1076
412,683,chef-cookbooks/docker,https://github.com/chef-cookbooks/docker,1053,docker,1053
413,217,rs/pushd,https://github.com/rs/pushd,1043,pushd,1043
414,104,kimsungwhee/KSHObjcUML,https://github.com/kimsungwhee/KSHObjcUML,1006,ksh,1006
415,103,PhilippC/keepass2android,https://github.com/PhilippC/keepass2android,1003,keepass2,1003
416,468,haskell/cabal,https://github.com/haskell/cabal,1002,cabal,1002
417,299,phingofficial/phing,https://github.com/phingofficial/phing,970,phing,970
418,82,rfjakob/gocryptfs,https://github.com/rfjakob/gocryptfs,968,gocryptfs,968
419,35,bcicen/slackcat,https://github.com/bcicen/slackcat,966,slackcat,966
420,447,the-tcpdump-group/tcpdump,https://github.com/the-tcpdump-group/tcpdump,962,tcpdump,962
421,224,google/python-adb,https://github.com/google/python-adb,960,fastboot,960
422,109,adrianlopezroche/fdupes,https://github.com/adrianlopezroche/fdupes,957,fdupes,957
423,118,ochinchina/supervisord,https://github.com/ochinchina/supervisord,957,supervisord,957
424,129,mix-php/mix,https://github.com/mix-php/mix,943,mix,943
425,359,MidnightCommander/mc,https://github.com/MidnightCommander/mc,941,mc,941
426,141,twolfson/sexy-bash-prompt,https://github.com/twolfson/sexy-bash-prompt,931,git-status,931
427,164,mpeterv/luacheck,https://github.com/mpeterv/luacheck,928,luac,928
428,62,stevemao/awesome-git-addons,https://github.com/stevemao/awesome-git-addons,926,git-add,926
429,267,chrisbanes/gradle-mvn-push,https://github.com/chrisbanes/gradle-mvn-push,923,mvn,923
430,72,sickill/git-dude,https://github.com/sickill/git-dude,921,git-commit,921
431,253,djcb/mu,https://github.com/djcb/mu,919,guile,919
432,93,google/skicka,https://github.com/google/skicka,905,skicka,905
433,97,Microsoft/vscode-pull-request-github,https://github.com/Microsoft/vscode-pull-request-github,904,git-pull,904
434,132,axel-download-accelerator/axel,https://github.com/axel-download-accelerator/axel,903,axel,903
435,26,zevv/lsofgraph,https://github.com/zevv/lsofgraph,894,lsof,894
436,47,sangupta/ps,https://github.com/sangupta/ps,894,ps,894
437,115,beautifulcode/ssh-copy-id-for-OSX,https://github.com/beautifulcode/ssh-copy-id-for-OSX,887,ssh-copy-id,887
438,37,neugram/ng,https://github.com/neugram/ng,877,ng,877
439,42,RazrFalcon/svgcleaner,https://github.com/RazrFalcon/svgcleaner,856,svgcleaner,856
440,64,tolitius/mount,https://github.com/tolitius/mount,854,mount,854
441,167,seblucas/cops,https://github.com/seblucas/cops,842,calibre-server,842
442,489,elastic/ansible-elasticsearch,https://github.com/elastic/ansible-elasticsearch,837,ansible-playbook,837
443,23191,jlord/patchwork,https://github.com/jlord/patchwork,836,patch,836
444,90,phpenv/phpenv,https://github.com/phpenv/phpenv,808,phpenv,808
445,138,nicklockwood/GZIP,https://github.com/nicklockwood/GZIP,802,gzip,802
446,66,tjko/jpegoptim,https://github.com/tjko/jpegoptim,800,jpegoptim,800
447,89,lxqt/lxqt,https://github.com/lxqt/lxqt,799,git-checkout,799
448,89,lxqt/lxqt,https://github.com/lxqt/lxqt,799,git-submodule,799
449,271,abewley/sort,https://github.com/abewley/sort,797,sort,797
450,65,infection/infection,https://github.com/infection/infection,794,infection,794
451,473,marcel/aws-s3,https://github.com/marcel/aws-s3,792,aws-s3,792
452,244,commonmark/cmark,https://github.com/commonmark/cmark,792,cmark,792
453,132,benmatselby/sublime-phpcs,https://github.com/benmatselby/sublime-phpcs,792,phpcs,792
454,153,alseambusher/crontab-ui,https://github.com/alseambusher/crontab-ui,779,crontab,779
455,33,square/apropos,https://github.com/square/apropos,776,apropos,776
456,25,mafintosh/airpaste,https://github.com/mafintosh/airpaste,765,airpaste,765
457,58,jmapio/jmap,https://github.com/jmapio/jmap,764,jmap,764
458,372,bradjasper/ImportJSON,https://github.com/bradjasper/ImportJSON,761,import,761
459,80,DMarby/picsum-photos,https://github.com/DMarby/picsum-photos,756,lorem,756
460,121,factor/factor,https://github.com/factor/factor,753,factor,753
461,103,adlogix/docker-machine-nfs,https://github.com/adlogix/docker-machine-nfs,751,docker-machine,751
462,159,seanliang/ConvertToUTF8,https://github.com/seanliang/ConvertToUTF8,735,convert,735
463,374,samtools/samtools,https://github.com/samtools/samtools,735,samtools,735
464,100,PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,702,pyflakes,702
465,121,arybczak/ncmpcpp,https://github.com/arybczak/ncmpcpp,694,ncmpcpp,694
466,305,libav/libav,https://github.com/libav/libav,689,git-clone,689
467,26,amatsuda/traceroute,https://github.com/amatsuda/traceroute,674,traceroute,674
468,176,ifsnop/mysqldump-php,https://github.com/ifsnop/mysqldump-php,673,mysqldump,673
469,45,uber-go/dig,https://github.com/uber-go/dig,648,dig,648
470,218,RefugeRestrooms/refugerestrooms,https://github.com/RefugeRestrooms/refugerestrooms,635,trans,635
471,78,qpdf/qpdf,https://github.com/qpdf/qpdf,632,qpdf,632
472,28,paypal/gnomon,https://github.com/paypal/gnomon,628,gnomon,628
473,26,cbednarski/hostess,https://github.com/cbednarski/hostess,627,hostess,627
474,42,shurcooL/markdownfmt,https://github.com/shurcooL/markdownfmt,623,gofmt,623
475,51,mschwager/dhcpwn,https://github.com/mschwager/dhcpwn,622,dhcpwn,622
476,176,neo4j-contrib/spatial,https://github.com/neo4j-contrib/spatial,615,spatial,615
477,140,tuesda/Watch,https://github.com/tuesda/Watch,615,watch,615
478,191,palash1992/GEM,https://github.com/palash1992/GEM,612,gem,612
479,364,PaulStoffregen/Time,https://github.com/PaulStoffregen/Time,607,time,607
480,178,mozilla/web-ext,https://github.com/mozilla/web-ext,600,web-ext,600
481,439,OP-TEE/optee_os,https://github.com/OP-TEE/optee_os,593,tee,593
482,154,gdavis/FGallery-iPhone,https://github.com/gdavis/FGallery-iPhone,592,fg,592
483,1628,heroku/heroku-buildpack-ruby,https://github.com/heroku/heroku-buildpack-ruby,590,heroku,590
484,120,gpac/mp4box.js,https://github.com/gpac/mp4box.js,585,mp4box,585
485,70,pimutils/vdirsyncer,https://github.com/pimutils/vdirsyncer,575,vdir,575
486,143,wuzhouhui/awk,https://github.com/wuzhouhui/awk,574,awk,574
487,354,erlcloud/erlcloud,https://github.com/erlcloud/erlcloud,568,erl,568
488,138,neurobin/shc,https://github.com/neurobin/shc,568,shc,568
489,390,Antonioya/blender,https://github.com/Antonioya/blender,566,blender,566
490,175,LaravelRUS/SleepingOwlAdmin,https://github.com/LaravelRUS/SleepingOwlAdmin,548,sleep,548
491,48,fatih/set,https://github.com/fatih/set,541,set,541
492,181,microweber/screen,https://github.com/microweber/screen,512,screen,512
493,208,arq5x/bedtools2,https://github.com/arq5x/bedtools2,509,bedtools,509
494,153,ansible/galaxy,https://github.com/ansible/galaxy,499,ansible-galaxy,499
495,404,oooldking/script,https://github.com/oooldking/script,493,script,493
496,148,ypresto/android-transcoder,https://github.com/ypresto/android-transcoder,493,transcode,493
497,117,mcollina/ascoltatori,https://github.com/mcollina/ascoltatori,482,mosquitto_pub,482
498,117,mcollina/ascoltatori,https://github.com/mcollina/ascoltatori,482,mosquitto_sub,482
499,92,inkscape/inkscape,https://github.com/inkscape/inkscape,477,inkscape,477
500,60,iosphere/ISHPullUp,https://github.com/iosphere/ISHPullUp,475,is-up,475
501,101,piuccio/cowsay,https://github.com/piuccio/cowsay,466,cowsay,466
502,73,slince/spike,https://github.com/slince/spike,465,spike,465
503,136,peng8350/JPSpringMenu,https://github.com/peng8350/JPSpringMenu,461,jps,461
504,271,ujifgc/pagedown,https://github.com/ujifgc/pagedown,456,hg-clone,456
505,291,CakeDC/users,https://github.com/CakeDC/users,453,users,453
506,82,mikehaertl/php-pdftk,https://github.com/mikehaertl/php-pdftk,452,pdftk,452
507,178,jlaffaye/ftp,https://github.com/jlaffaye/ftp,447,ftp,447
508,286,atmoz/sftp,https://github.com/atmoz/sftp,442,sftp,442
509,43,graymeta/stow,https://github.com/graymeta/stow,438,stow,438
510,153,file/file,https://github.com/file/file,432,file,432
511,187,Homebrew/install,https://github.com/Homebrew/install,424,install,424
512,117,schweikert/fping,https://github.com/schweikert/fping,393,fping,393
513,100,thethemefoundry/make,https://github.com/thethemefoundry/make,391,make,391
514,160,JacksonTian/ping,https://github.com/JacksonTian/ping,390,ping,390
515,116,craSH/socat,https://github.com/craSH/socat,390,socat,390
516,39,myint/cppclean,https://github.com/myint/cppclean,389,cppclean,389
517,471,chef-cookbooks/aws,https://github.com/chef-cookbooks/aws,383,aws,383
518,120,kubernetes/kubectl,https://github.com/kubernetes/kubectl,383,kubectl,383
519,223,farmingyard/ShuffleNet,https://github.com/farmingyard/ShuffleNet,370,shuf,370
520,46,hashicorp/consul-replicate,https://github.com/hashicorp/consul-replicate,363,consul-kv,363
521,56,SteamDatabase/steamdb.info,https://github.com/SteamDatabase/steamdb.info,358,st-info,358
522,73,rust-lang/rustc-guide,https://github.com/rust-lang/rustc-guide,355,rustc,355
523,250,rhdunn/espeak,https://github.com/rhdunn/espeak,339,espeak,339
524,82,ViciousPotato/safaribooks,https://github.com/ViciousPotato/safaribooks,329,ebook-convert,329
525,336,dmpe/R,https://github.com/dmpe/R,327,r,327
526,99,sparkalow/angular-truncate,https://github.com/sparkalow/angular-truncate,326,truncate,326
527,41,jpr5/ngrep,https://github.com/jpr5/ngrep,318,ngrep,318
528,27,cbbrowne/tpp,https://github.com/cbbrowne/tpp,316,tpp,316
529,41,route/mogrify,https://github.com/route/mogrify,315,mogrify,315
530,49,pshved/timeout,https://github.com/pshved/timeout,310,timeout,310
531,104,altercation/mutt-colors-solarized,https://github.com/altercation/mutt-colors-solarized,308,mutt,308
532,43,flok99/httping,https://github.com/flok99/httping,303,httping,303
533,34,koct9i/ioping,https://github.com/koct9i/ioping,302,ioping,302
534,121,chrisboyle/sgtpuzzles,https://github.com/chrisboyle/sgtpuzzles,297,git-fetch,297
535,98,tcnksm/docker-alias,https://github.com/tcnksm/docker-alias,296,alias,296
536,163,mirror/dd-wrt,https://github.com/mirror/dd-wrt,295,dd,295
537,60,spwhitton/git-remote-gcrypt,https://github.com/spwhitton/git-remote-gcrypt,288,git-gc,288
538,63,RiotGear/rg,https://github.com/RiotGear/rg,285,rg,285
539,56,fsphil/fswebcam,https://github.com/fsphil/fswebcam,284,fswebcam,284
540,69,sparanoid/7z,https://github.com/sparanoid/7z,279,7z,279
541,245,ndeet/unzipper,https://github.com/ndeet/unzipper,275,unzip,275
542,12,martanne/abduco,https://github.com/martanne/abduco,273,abduco,273
543,262,p4lang/tutorials,https://github.com/p4lang/tutorials,272,p4,272
544,37,timonwong/SublimeAStyleFormatter,https://github.com/timonwong/SublimeAStyleFormatter,269,astyle,269
545,62,guileen/node-sendmail,https://github.com/guileen/node-sendmail,262,sendmail,262
546,53,MediaArea/MediaInfo,https://github.com/MediaArea/MediaInfo,260,mediainfo,260
547,27,mthli/Mount,https://github.com/mthli/Mount,260,umount,260
548,52,aliyun/aliyun-odps-python-sdk,https://github.com/aliyun/aliyun-odps-python-sdk,257,odps,257
549,75,dfaker/df,https://github.com/dfaker/df,256,df,256
550,38,pandastrike/shred,https://github.com/pandastrike/shred,254,shred,254
551,43,stefankueng/grepWin,https://github.com/stefankueng/grepWin,253,grep,253
552,28,albacoretuna/moro,https://github.com/albacoretuna/moro,252,moro,252
553,65,bravobit/FFmpeg-Android,https://github.com/bravobit/FFmpeg-Android,250,ffprobe,250
554,87,jythontools/jython,https://github.com/jythontools/jython,246,hg-pull,246
555,87,jythontools/jython,https://github.com/jythontools/jython,246,hg-push,246
556,40,larsxschneider/ShowInGitHub,https://github.com/larsxschneider/ShowInGitHub,241,git-show,241
557,23,phar-io/phive,https://github.com/phar-io/phive,240,phive,240
558,62,mzkmzk/Read,https://github.com/mzkmzk/Read,240,read,240
559,28,davidgiven/wordgrinder,https://github.com/davidgiven/wordgrinder,239,wordgrinder,239
560,79,thialfihar/apg,https://github.com/thialfihar/apg,236,apg,236
561,62,facebook/fbshipit,https://github.com/facebook/fbshipit,225,hg-commit,225
562,56,1024jp/GzipSwift,https://github.com/1024jp/GzipSwift,224,gunzip,224
563,627,amp-letter/amp-letter.github.io,https://github.com/amp-letter/amp-letter.github.io,220,git-am,220
564,82,astaxie/godoc,https://github.com/astaxie/godoc,219,godoc,219
565,60,antvis/g,https://github.com/antvis/g,217,g++,217
566,59,biasmv/pv,https://github.com/biasmv/pv,216,pv,216
567,27,nginx/njs,https://github.com/nginx/njs,214,hg-update,214
568,40,ThomasHabets/arping,https://github.com/ThomasHabets/arping,213,arp,213
569,108,vdudouyt/stm8flash,https://github.com/vdudouyt/stm8flash,213,st-flash,213
570,169,reviewboard/rbtools,https://github.com/reviewboard/rbtools,206,rbt,206
571,55,HackathonHackers/groups,https://github.com/HackathonHackers/groups,205,groups,205
572,87,M4Competition/M4-methods,https://github.com/M4Competition/M4-methods,205,m4,205
573,96,FeeiCN/autossh,https://github.com/FeeiCN/autossh,202,autossh,202
574,44,rdp/ruby_gnuplot,https://github.com/rdp/ruby_gnuplot,196,gnuplot,196
575,46,cszn/SRMD,https://github.com/cszn/SRMD,191,srm,191
576,144,twiecki/WhileMyMCMCGentlySamples,https://github.com/twiecki/WhileMyMCMCGentlySamples,188,while,188
577,17,jlevy/repren,https://github.com/jlevy/repren,186,repren,186
578,16,denisbrodbeck/machineid,https://github.com/denisbrodbeck/machineid,183,hostid,183
579,37,nijel/enca,https://github.com/nijel/enca,177,enca,177
580,65,ararog/Unrar4iOS,https://github.com/ararog/Unrar4iOS,175,unrar,175
581,51,containous/whoami,https://github.com/containous/whoami,172,whoami,172
582,11,mvcss/mvcss.github.com,https://github.com/mvcss/mvcss.github.com,168,git-mv,168
583,21,myint/autoflake,https://github.com/myint/autoflake,165,autoflake,165
584,53,aa65535/yaaw-zh-hans,https://github.com/aa65535/yaaw-zh-hans,160,aria2c,160
585,59,Microsoft/vscode-vsce,https://github.com/Microsoft/vscode-vsce,160,vsce,160
586,37,chirlu/sox,https://github.com/chirlu/sox,158,sox,158
587,201,thornomad/dt-s3-backup,https://github.com/thornomad/dt-s3-backup,157,duplicity,157
588,13,porter-io/tag-github,https://github.com/porter-io/tag-github,156,git-tag,156
589,47,robinbowes/pssh,https://github.com/robinbowes/pssh,153,pssh,153
590,30,jalan/pdftotext,https://github.com/jalan/pdftotext,146,pdftotext,146
591,94,clpsz/linux-ipcs,https://github.com/clpsz/linux-ipcs,141,ipcs,141
592,34,jzawodn/mytop,https://github.com/jzawodn/mytop,141,mytop,141
593,65,svn2github/valgrind,https://github.com/svn2github/valgrind,138,valgrind,138
594,51,zkemble/AVRDUDESS,https://github.com/zkemble/AVRDUDESS,135,avrdude,135
595,65,hanami/view,https://github.com/hanami/view,130,view,130
596,10,justbur/emacs-vdiff,https://github.com/justbur/emacs-vdiff,129,vimdiff,129
597,31,omniti-labs/pg_extractor,https://github.com/omniti-labs/pg_extractor,125,pg_dump,125
598,75,mirror/wget,https://github.com/mirror/wget,125,wget,125
599,25,hasherezade/shellconv,https://github.com/hasherezade/shellconv,122,objdump,122
600,58,GoogleCloudPlatform/google-cloud-node-todos,https://github.com/GoogleCloudPlatform/google-cloud-node-todos,110,gcloud,110
601,43,jczmdeveloper/XCVideoCompressor,https://github.com/jczmdeveloper/XCVideoCompressor,110,xcv,110
602,175,chef-cookbooks/sudo,https://github.com/chef-cookbooks/sudo,109,sudo,109
603,10,roryrjb/md5-file,https://github.com/roryrjb/md5-file,107,md5sum,107
604,42,Nitr4x/whichCDN,https://github.com/Nitr4x/whichCDN,103,which,103
605,37,ransford/pdflatex-makefile,https://github.com/ransford/pdflatex-makefile,102,pdflatex,102
606,55,v-zhuravlev/zbx-smartctl,https://github.com/v-zhuravlev/zbx-smartctl,102,smartctl,102
607,57,HaxeFoundation/haxelib,https://github.com/HaxeFoundation/haxelib,100,haxelib,100
608,67,Sniffdog/Sniffdogminer,https://github.com/Sniffdog/Sniffdogminer,98,zpool,98
609,19,massiveinteractive/mmvc,https://github.com/massiveinteractive/mmvc,96,mmv,96
610,16,designsecurity/progpilot,https://github.com/designsecurity/progpilot,95,progpilot,95
611,23,ouqiang/timewheel,https://github.com/ouqiang/timewheel,95,timew,95
612,34,nprapps/quotable,https://github.com/nprapps/quotable,93,quota,93
613,2,eladnava/tldrlegal,https://github.com/eladnava/tldrlegal,92,tldrl,92
614,55,bvdberg/ctest,https://github.com/bvdberg/ctest,88,ctest,88
615,3,kennethreitz/github-reflog,https://github.com/kennethreitz/github-reflog,88,git-reflog,88
616,35,wireservice/ffs,https://github.com/wireservice/ffs,88,in2csv,88
617,54,m4i/rubocop-git,https://github.com/m4i/rubocop-git,87,git-diff,87
618,63,intrepidcoder/monopoly,https://github.com/intrepidcoder/monopoly,86,monop,86
619,114,pthom/northwind_psql,https://github.com/pthom/northwind_psql,86,psql,86
620,302,OCA/hr,https://github.com/OCA/hr,85,hr,85
621,27,lauixData/leakPasswd,https://github.com/lauixData/leakPasswd,83,passwd,83
622,22,jonwil/unlinker,https://github.com/jonwil/unlinker,81,unlink,81
623,24,takipi/jstack,https://github.com/takipi/jstack,79,jstack,79
624,43,imagemin/optipng-bin,https://github.com/imagemin/optipng-bin,79,optipng,79
625,30,agnoster/base32-js,https://github.com/agnoster/base32-js,78,base32,78
626,29,kevinburke/sshpass,https://github.com/kevinburke/sshpass,78,sshpass,78
627,20,flok99/rsstail,https://github.com/flok99/rsstail,76,rsstail,76
628,2,nvdv/atq,https://github.com/nvdv/atq,75,atq,75
629,18,kylefarris/clamscan,https://github.com/kylefarris/clamscan,73,clamscan,73
630,18,jj3341332/ShopTagDialog,https://github.com/jj3341332/ShopTagDialog,73,shopt,73
631,273,manuelpichler/phpmd,https://github.com/manuelpichler/phpmd,72,phpmd,72
632,44,rkalla/exiftool,https://github.com/rkalla/exiftool,71,exiftool,71
633,11,samdark/realpath_cache_tuner,https://github.com/samdark/realpath_cache_tuner,71,realpath,71
634,20,magit/with-editor,https://github.com/magit/with-editor,70,emacsclient,70
635,23,Kjuly/pngcrush,https://github.com/Kjuly/pngcrush,70,pngcrush,70
636,35,nikhilkalige/git-log,https://github.com/nikhilkalige/git-log,68,git-log,68
637,23,letolabs/nasm,https://github.com/letolabs/nasm,67,nasm,67
638,9,thecasualcoder/kube-fzf,https://github.com/thecasualcoder/kube-fzf,66,kube-fzf,66
639,11,stephenhandley/requireindex,https://github.com/stephenhandley/requireindex,65,basename,65
640,395,jcoglan/svn2git,https://github.com/jcoglan/svn2git,61,git-svn,61
641,395,jcoglan/svn2git,https://github.com/jcoglan/svn2git,61,svn,61
642,10,tom-tan/auctex-latexmk,https://github.com/tom-tan/auctex-latexmk,59,latexmk,59
643,4,brentp/gargs,https://github.com/brentp/gargs,56,xargs,56
644,41,istepanov/docker-mongodump,https://github.com/istepanov/docker-mongodump,55,mongodump,55
645,46,saltstack/salt-jenkins,https://github.com/saltstack/salt-jenkins,55,salt-run,55
646,17,shinh/w3m,https://github.com/shinh/w3m,53,w3m,53
647,13,viralpoetry/packer-bare-metal,https://github.com/viralpoetry/packer-bare-metal,52,qemu-img,52
648,10,djanowski/pygmentize,https://github.com/djanowski/pygmentize,51,pygmentize,51
649,12,frankcortes/svn-stash,https://github.com/frankcortes/svn-stash,49,git-stash,49
650,8,nabetaro/elinks,https://github.com/nabetaro/elinks,48,elinks,48
651,12,krists/id3tag,https://github.com/krists/id3tag,48,id3tag,48
652,14,jberkus/pgReplicationTutorial,https://github.com/jberkus/pgReplicationTutorial,46,pgrep,46
653,5,imdgr/php-nohup,https://github.com/imdgr/php-nohup,45,nohup,45
654,7,pauldreik/rdfind,https://github.com/pauldreik/rdfind,45,rdfind,45
655,14,luoshihai/XXDialog,https://github.com/luoshihai/XXDialog,45,xxd,45
656,37,mozilla/gecko-projects,https://github.com/mozilla/gecko-projects,40,hg-branch,40
657,14,AOEpeople/Aoe_LayoutConditions,https://github.com/AOEpeople/Aoe_LayoutConditions,40,ifconfig,40
658,38,dpinney/omf,https://github.com/dpinney/omf,38,omf,38
659,31,ericvicenti/ssh-keygen,https://github.com/ericvicenti/ssh-keygen,38,ssh-keygen,38
660,6,cavaliercoder/go-cpio,https://github.com/cavaliercoder/go-cpio,37,cpio,37
661,7,paulgrav/Handbrake-Automator-Action,https://github.com/paulgrav/Handbrake-Automator-Action,37,handbrakecli,37
662,2,trapexit/scorch,https://github.com/trapexit/scorch,36,sha1sum,36
663,9,imagemin/zopflipng-bin,https://github.com/imagemin/zopflipng-bin,35,zopflipng,35
664,9,pouchdb/npm-browser,https://github.com/pouchdb/npm-browser,34,npm-why,34
665,4,matejc/nixui,https://github.com/matejc/nixui,32,nix-env,32
666,6,andreasgal/darkhttpd,https://github.com/andreasgal/darkhttpd,31,darkhttpd,31
667,1310,mgp25/classesMD5-64,https://github.com/mgp25/classesMD5-64,31,for,31
668,12,terrilldent/tsorter,https://github.com/terrilldent/tsorter,30,tsort,30
669,12,ptrofimov/clockwork-cli,https://github.com/ptrofimov/clockwork-cli,28,clockwork-cli,28
670,8,mdipierro/pacioli,https://github.com/mdipierro/pacioli,28,paci,28
671,17,incbee/Unarchiver,https://github.com/incbee/Unarchiver,28,unar,28
672,5,SublimeLinter/SublimeLinter-xmllint,https://github.com/SublimeLinter/SublimeLinter-xmllint,28,xmllint,28
673,2,shyiko/kubensx,https://github.com/shyiko/kubensx,27,kubens,27
674,14,lancemueller/EnCase-EnScripts,https://github.com/lancemueller/EnCase-EnScripts,25,enscript,25
675,14,stepheneb/webgl-matrix-benchmarks,https://github.com/stepheneb/webgl-matrix-benchmarks,25,hg-add,25
676,3,AndrewHazelden/MultiMesh-Scripting,https://github.com/AndrewHazelden/MultiMesh-Scripting,25,meshlabserver,25
677,2,jvz/psgrep,https://github.com/jvz/psgrep,24,psgrep,24
678,0,amio/npm-why,https://github.com/amio/npm-why,24,yarn-why,24
679,205,CyanogenMod/android_external_wpa_supplicant_8,https://github.com/CyanogenMod/android_external_wpa_supplicant_8,23,wpa_supplicant,23
680,8,isaacs/chmodr,https://github.com/isaacs/chmodr,22,chmod,22
